0.217,0.243,0.27,0.396,0.528,0.578,0.722,0.98,1.022,1.145,1.23,1.262,1.345,1.424,1.476,1.736,1.938,2.061,2.104,2.161,2.291,2.448,2.723,2.854,3.276,3.418,3.649,3.746,3.776,3.87,3.985,4.52,4.618,5.079,5.172,5.307,5.351,5.545,5.559,5.868,6.703,7.234,8.007,8.268,8.414,8.864,9.059,9.134,9.184,9.468,9.535,10.184,10.335,10.573,11.099,11.578,11.733,11.896,11.92,12.021,12.225,12.64,12.761,12.977,13.317,13.517,13.632,13.907,14.178,14.466,14.527,14.773,15.321,15.414,15.636,15.816,15.977,16.237,16.322,16.369,16.41,16.528,16.658,16.76,16.873,17.016,17.035,17.139,17.215,17.643,17.721,17.878,18.121,18.217,18.353,18.972,19.247,19.297,19.412,19.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.247,0.351,0.384,0.554,0.9,1.09,1.13,1.625,1.827,2.055,2.187,2.31,2.397,3.017,3.112,3.295,3.682,3.887,4.049,4.323,4.4,4.657,4.917,4.956,4.999,5.294,5.408,5.726,6.014,6.055,6.083,6.207,6.737,6.902,7.146,7.284,7.59,7.737,8.005,8.127,8.595,9.258,9.46,9.526,10.07,10.097,10.156,10.494,10.513,10.572,10.859,11.273,11.627,11.81,12.015,12.123,12.198,12.249,12.328,12.559,12.726,12.786,12.954,13.185,13.227,13.443,13.48,13.675,13.709,13.795,13.886,13.945,13.991,14.111,14.388,14.439,14.625,15.005,15.125,15.381,15.531,15.654,16.011,16.131,16.25,16.323,16.633,16.983,17.113,17.182,17.383,17.434,17.464,17.702,17.9,18.052,18.573,18.643,19.552,19.778,19.972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11,0.461,0.721,0.929,1.01,1.101,1.203,1.275,1.371,1.523,1.722,1.862,1.968,2.078,2.691,2.791,2.907,3.026,3.099,3.345,3.39,3.52,3.899,3.941,4.097,4.217,4.326,4.43,4.673,4.744,5.016,5.127,5.237,5.268,5.344,5.449,5.493,5.549,5.712,5.756,5.797,6.057,6.149,6.71,6.758,6.963,6.991,7.123,7.745,7.829,7.955,8.002,8.085,8.121,8.277,8.342,8.386,8.502,8.545,8.811,8.982,9.181,9.228,9.31,9.443,9.577,9.633,10.024,10.098,10.158,10.208,10.244,10.877,11.336,11.713,12.004,12.105,12.178,12.245,12.391,12.448,12.612,12.681,13.31,13.515,14.011,14.222,14.295,14.316,14.407,14.485,14.512,14.795,15.076,15.33,15.411,15.791,15.978,16.066,16.421,16.506,16.737,16.846,17.009,18.039,18.066,18.23,18.451,18.698,18.797,19.22,19.473,19.665,nan,nan,nan,nan,nan,nan,nan,nan
0.062,0.323,0.827,0.935,1.022,1.061,1.785,1.926,2.463,2.51,2.573,2.787,2.995,3.262,4.141,4.323,4.562,4.613,4.837,5.0,5.062,5.096,5.267,5.307,5.37,5.403,5.447,5.607,5.733,5.771,5.93,6.313,6.791,7.122,7.245,7.495,7.661,8.003,8.089,8.378,8.43,8.474,8.636,8.771,8.943,9.108,9.319,9.366,9.528,9.884,9.904,10.012,10.128,10.558,10.662,10.848,11.077,11.143,11.417,11.652,11.772,11.844,12.175,12.206,12.447,12.632,13.114,13.196,13.213,13.339,13.442,13.84,14.085,14.24,14.568,15.143,15.334,16.045,16.114,16.358,16.477,16.764,16.83,16.95,17.016,17.04,17.1,17.118,17.232,17.311,17.66,17.895,18.009,18.085,18.508,18.627,18.781,18.824,19.521,19.818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.093,0.203,0.322,0.443,0.546,0.647,0.717,1.005,1.096,1.258,1.316,1.469,1.503,1.698,2.168,2.331,2.616,3.429,3.51,3.855,3.919,4.297,4.672,4.873,5.216,5.315,5.356,5.388,5.637,5.821,6.014,6.046,6.138,6.306,6.438,6.929,7.0,7.223,7.353,7.598,7.789,7.969,8.185,8.409,8.455,8.473,9.284,9.318,9.419,9.435,9.505,9.552,9.594,9.686,9.774,9.882,10.172,10.362,11.246,11.572,11.842,11.928,11.987,12.086,12.176,12.278,12.415,12.469,12.558,12.808,13.218,13.3,13.445,13.521,13.568,13.595,13.953,14.005,14.118,14.877,15.183,15.479,15.8,15.99,16.284,16.3,16.448,16.495,16.66,16.831,17.0,17.041,17.237,18.04,18.257,18.395,18.532,19.225,19.321,19.452,19.644,19.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.328,0.42,0.654,0.93,1.142,1.208,1.249,1.31,1.37,1.6,1.719,1.766,1.925,2.003,2.084,2.655,2.728,3.192,3.275,3.366,3.566,3.631,3.789,4.279,4.494,4.636,4.801,4.874,4.978,5.087,5.168,5.218,5.41,5.49,5.562,5.866,5.922,6.095,6.149,6.338,7.146,7.337,7.648,7.716,7.816,8.18,8.297,8.726,8.745,8.981,9.122,9.148,9.194,9.285,9.351,9.446,9.48,9.894,10.069,10.145,10.456,10.615,10.792,10.838,11.623,11.968,12.182,12.626,12.672,13.238,13.417,13.646,13.741,13.851,13.883,14.084,14.438,14.739,14.967,15.171,15.23,15.286,15.703,15.736,15.93,15.96,16.101,16.331,16.359,16.428,16.487,16.634,16.83,17.092,17.271,17.381,17.458,17.828,17.867,17.905,17.966,18.117,18.144,18.317,18.391,18.735,18.847,18.942,19.23,19.354,19.427,19.676,19.772,19.887,nan,nan,nan,nan,nan,nan,nan
0.091,0.193,0.211,0.4,0.556,0.584,0.8,1.049,1.181,1.265,1.292,1.435,1.488,1.86,1.988,2.567,2.734,3.023,3.794,4.192,4.738,4.815,4.87,5.461,5.528,5.651,5.694,5.827,6.388,6.515,6.606,6.668,7.426,7.633,7.694,7.791,8.148,8.461,8.757,8.897,8.939,9.206,9.372,9.502,9.611,9.661,9.979,10.582,10.813,10.936,11.28,11.775,11.81,12.177,12.267,12.443,12.574,12.763,13.337,13.729,13.823,13.908,14.082,14.18,14.743,14.884,15.439,15.916,16.403,16.546,16.658,16.732,16.877,17.14,17.182,17.434,17.469,17.908,17.954,18.282,18.501,18.81,19.227,19.502,19.614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.239,0.35,0.609,0.653,0.686,1.091,1.131,1.188,1.296,1.548,1.815,2.207,2.381,2.773,3.221,3.269,3.791,3.847,4.038,4.106,4.199,4.275,4.395,4.521,4.66,4.829,5.017,5.072,5.122,5.277,5.4,5.491,5.594,5.91,5.981,6.017,6.321,6.372,6.473,6.615,6.692,6.848,7.463,7.491,7.745,7.819,7.855,7.918,8.094,8.176,8.203,8.266,8.328,8.709,8.949,8.99,9.101,9.167,9.196,9.262,9.293,9.34,9.523,9.704,9.995,10.191,10.337,10.458,10.558,10.628,10.912,10.932,10.996,11.054,11.149,11.435,11.449,11.672,11.914,12.033,12.471,12.584,12.699,12.762,13.084,13.3,13.346,13.594,13.696,14.157,15.106,15.132,15.423,15.539,15.68,15.702,15.75,15.77,15.876,15.997,16.153,16.471,16.774,16.9,16.96,17.028,17.203,17.285,17.427,17.622,18.156,18.523,18.796,19.106,19.331,19.376,19.693,19.747,nan,nan,nan
0.321,0.373,0.415,0.714,0.8,0.998,1.054,1.507,1.651,1.68,1.75,1.97,2.242,2.297,2.321,2.535,2.979,3.124,3.831,3.893,4.042,4.113,4.177,4.224,4.397,4.49,4.83,4.908,4.958,5.012,5.527,5.605,5.649,5.929,6.101,6.401,6.542,7.116,7.151,7.676,8.102,8.292,8.319,8.431,8.819,9.029,9.096,9.209,9.796,9.906,10.333,10.917,11.29,11.38,11.411,11.536,11.597,11.916,12.139,12.264,12.341,12.482,12.544,12.593,12.658,12.817,13.091,13.149,13.242,13.597,13.637,13.773,13.846,14.063,14.304,14.726,14.859,15.062,15.138,15.396,16.345,16.422,16.588,16.941,16.981,17.011,17.112,17.259,17.411,17.472,17.735,17.968,18.034,18.24,18.286,18.492,18.662,19.156,19.878,19.974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.71,0.982,1.096,1.169,1.207,1.237,1.314,1.36,1.46,1.486,1.513,1.618,1.825,1.967,2.335,2.433,2.979,3.016,3.451,3.523,3.564,3.607,3.712,3.77,3.891,4.402,4.54,4.577,4.699,5.005,5.042,5.131,5.353,5.394,5.501,5.586,5.69,5.715,5.87,6.236,6.319,6.848,7.104,7.256,7.275,7.663,7.757,8.466,9.103,9.355,9.697,9.748,10.202,10.291,10.361,10.481,10.515,10.805,11.179,11.308,11.401,11.555,11.875,11.97,12.034,12.257,12.471,12.712,12.743,13.222,13.553,13.686,14.395,14.902,14.987,15.176,16.18,16.236,16.584,16.649,16.812,16.925,17.184,17.211,17.586,17.743,17.788,18.109,18.597,18.619,18.968,19.311,19.619,19.7,19.784,19.939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.083,0.208,0.391,0.563,0.616,0.703,0.799,0.84,1.025,1.112,1.195,1.233,1.297,1.316,1.452,1.51,1.62,1.64,1.847,2.053,2.377,2.522,2.571,2.758,2.819,3.208,3.286,3.633,4.11,4.16,4.251,4.294,4.346,4.462,4.513,4.553,4.707,4.831,5.018,5.445,5.482,5.688,5.778,5.852,6.236,6.865,7.017,7.11,7.473,7.693,8.13,8.171,8.297,8.553,8.604,8.621,8.802,8.892,9.17,9.239,9.344,9.469,9.609,9.774,10.352,10.484,11.172,11.755,11.967,12.297,12.461,12.493,12.593,12.633,13.015,13.05,13.187,13.236,13.315,13.555,13.741,13.833,14.18,14.458,15.639,15.816,15.93,16.241,16.291,16.56,16.767,17.006,17.248,17.933,17.953,18.024,18.103,18.231,18.751,19.557,19.883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.033,0.16,0.276,0.436,0.525,0.669,0.768,0.85,1.7,2.056,2.277,2.53,3.135,3.445,3.549,3.749,3.793,3.985,4.023,4.301,4.335,4.384,4.559,4.63,4.716,4.867,5.036,5.125,5.251,5.265,5.295,5.566,5.591,5.705,5.794,5.897,5.99,6.029,6.059,6.129,6.698,7.363,7.7,7.779,7.949,8.004,8.161,8.297,8.327,8.397,8.759,8.874,9.002,9.043,9.162,9.211,9.383,9.62,9.699,9.743,9.919,10.212,10.286,11.071,11.173,11.542,11.622,11.948,12.031,12.354,12.386,12.691,12.961,13.039,13.192,13.224,13.241,13.404,13.443,13.586,13.957,14.03,14.116,14.235,14.425,14.984,15.011,15.171,15.425,15.697,15.822,15.933,16.116,16.58,16.639,16.714,16.795,16.977,17.008,17.076,17.358,17.426,17.631,17.654,18.43,18.455,18.721,19.167,19.205,19.526,19.705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09,0.266,0.432,0.639,0.659,0.697,0.995,1.139,1.205,1.319,1.363,1.688,1.837,2.041,2.08,2.316,2.605,2.663,3.073,3.09,3.341,3.508,3.697,4.069,4.307,4.547,4.656,4.771,4.829,5.031,5.068,5.108,5.297,5.451,5.487,5.57,6.955,7.181,7.323,7.524,7.764,8.053,8.161,8.25,8.473,8.52,8.726,8.813,8.892,8.981,9.015,9.409,9.506,9.813,9.939,10.179,10.781,10.942,11.049,11.207,11.267,11.486,11.581,11.828,11.989,12.169,12.407,12.541,12.573,12.699,12.738,12.817,12.877,13.055,13.202,13.39,13.742,13.93,13.973,14.071,14.149,14.242,14.335,15.184,15.882,16.139,16.493,17.243,17.537,17.665,17.782,18.058,18.099,18.194,18.342,18.817,19.16,19.271,19.706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.312,0.374,0.414,0.496,0.673,0.793,0.825,0.85,0.982,1.332,1.652,1.849,2.252,2.442,2.479,3.143,3.176,3.518,4.172,4.292,4.545,4.589,4.674,4.724,4.931,5.385,5.671,5.834,5.863,5.914,5.96,6.001,7.068,7.633,7.777,8.207,8.388,8.518,8.673,9.118,9.195,9.241,9.316,9.758,10.193,10.252,10.358,10.436,10.832,11.018,11.259,11.481,11.901,12.152,12.236,12.793,12.905,13.027,13.256,13.41,13.459,14.924,15.205,15.275,15.329,15.72,16.186,16.243,16.323,16.52,16.556,16.636,16.857,16.884,16.925,17.169,17.295,17.364,17.427,17.564,17.604,17.697,17.732,17.774,17.888,18.257,18.292,18.479,18.917,19.376,19.467,19.722,19.977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.197,0.324,0.671,0.719,0.871,1.169,1.277,1.36,1.653,1.798,1.855,2.01,2.163,2.411,2.721,2.774,2.913,3.267,3.329,3.699,4.006,4.431,4.487,4.632,5.213,5.312,5.429,5.468,5.943,5.981,6.388,7.003,7.032,7.224,7.649,7.734,7.785,7.875,7.941,8.034,8.076,8.341,8.401,8.518,8.63,8.786,8.909,9.037,9.164,9.233,9.547,9.588,9.729,9.774,10.0,10.197,10.577,11.539,11.617,11.685,11.734,11.868,12.005,12.123,12.223,12.302,12.361,12.416,12.496,12.54,12.682,12.853,12.924,13.007,13.067,13.13,14.142,14.229,14.365,14.63,15.88,16.171,16.277,16.556,16.592,17.2,17.33,17.349,17.429,17.568,17.933,18.475,18.511,18.587,18.61,18.702,18.795,18.978,19.08,19.518,19.898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.594,0.737,0.898,1.001,1.555,2.408,3.064,3.087,3.56,3.606,3.701,3.767,3.853,3.953,3.995,4.055,4.125,4.386,4.514,4.633,4.699,4.745,4.905,5.034,5.083,5.25,5.368,5.471,5.71,5.776,6.102,6.14,6.824,7.161,7.522,7.628,7.672,7.908,8.126,8.185,8.889,8.982,9.045,9.176,9.342,9.39,11.299,11.521,11.759,12.286,12.406,12.499,13.768,13.981,14.035,14.399,14.634,14.707,14.948,15.476,15.573,15.741,15.852,15.982,16.303,16.315,16.593,16.785,16.86,17.167,17.216,17.584,17.619,17.845,18.079,18.411,18.619,18.762,19.28,19.505,19.571,19.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.333,0.587,0.643,0.952,1.059,1.247,1.583,1.617,1.72,2.016,2.058,2.428,2.57,2.687,2.764,2.919,3.242,3.607,3.941,3.99,4.09,4.151,4.201,4.321,4.497,5.027,5.262,5.316,5.641,5.786,6.04,6.331,7.088,7.241,7.285,7.359,7.862,8.008,8.165,8.609,8.815,8.841,8.97,8.99,9.22,9.354,9.381,9.853,9.986,10.156,10.255,10.653,10.755,10.975,11.699,11.903,11.995,12.045,12.126,12.196,12.255,12.427,12.527,12.701,12.73,12.88,13.125,13.22,13.26,13.356,13.441,13.506,13.705,13.766,13.893,14.166,14.277,14.359,15.002,15.094,15.5,15.869,15.969,16.077,16.115,16.257,16.339,16.395,16.424,16.463,16.703,16.803,17.035,17.795,17.872,18.309,18.726,19.012,19.157,19.505,19.579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.251,0.47,0.652,0.769,0.961,1.024,1.104,1.127,1.174,1.301,1.366,1.535,1.64,1.751,2.014,2.069,2.108,2.411,2.451,2.693,2.832,3.119,3.218,3.827,3.954,4.106,4.137,4.458,4.531,4.587,4.836,4.871,5.028,5.905,6.003,6.079,7.313,7.396,7.472,7.697,7.812,7.945,8.058,8.142,8.292,8.654,8.695,8.815,8.872,9.359,9.653,9.834,10.175,10.611,10.685,11.009,11.143,11.642,11.723,11.987,12.131,12.354,12.382,12.599,12.69,12.746,12.906,13.131,13.257,13.393,13.486,13.686,13.731,14.437,14.533,14.618,14.925,15.521,15.837,16.316,16.414,16.496,16.853,16.898,16.955,17.069,17.131,17.166,17.354,17.459,17.658,17.701,17.914,18.018,18.065,18.161,18.497,18.538,18.618,18.806,19.222,19.268,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.17,0.325,0.519,0.628,0.652,0.759,0.828,0.866,0.896,1.026,1.076,1.113,1.262,1.293,1.381,1.656,1.757,2.016,2.058,2.218,2.524,2.674,3.06,3.657,4.048,4.574,4.831,4.849,4.993,5.181,5.582,5.734,5.784,5.824,6.256,6.318,6.513,6.58,6.709,7.079,7.469,7.607,8.013,8.206,8.489,8.563,8.62,8.671,8.785,8.934,8.981,9.01,9.041,9.175,9.216,9.241,9.319,9.351,9.608,9.763,9.888,10.196,10.46,10.727,11.688,12.076,12.203,12.395,12.561,12.599,12.631,12.727,12.804,13.217,13.316,13.409,13.542,13.738,13.778,13.908,13.959,14.405,14.469,14.583,14.651,15.041,15.168,15.219,15.845,15.939,15.993,16.059,16.196,16.275,16.379,16.444,16.466,16.647,16.727,16.92,17.087,17.183,17.239,17.444,17.55,17.634,17.851,17.943,18.215,18.837,19.402,19.868,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.058,0.31,0.389,0.731,1.229,1.31,1.343,1.414,1.495,1.534,1.564,1.662,1.723,2.265,2.401,2.487,2.58,2.744,3.067,3.552,3.604,3.919,4.05,4.131,4.414,4.496,4.615,4.92,5.47,5.762,5.902,6.529,6.888,7.323,7.555,7.865,8.183,8.308,8.394,8.485,8.614,8.824,9.366,9.596,9.745,9.815,9.876,9.954,10.013,10.144,10.34,10.567,10.746,10.872,11.197,11.883,12.161,12.345,12.584,12.808,12.863,12.945,12.97,13.025,13.232,13.617,13.673,13.731,14.241,14.491,14.64,14.721,15.891,16.112,16.157,16.473,16.681,16.75,16.869,17.195,17.256,17.561,17.654,17.712,17.876,17.969,18.015,18.337,18.367,18.543,18.776,18.861,19.367,19.584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
