0.067,0.225,0.377,0.928,1.062,1.612,2.052,2.258,2.303,2.335,2.417,2.587,2.906,3.012,3.076,3.237,3.765,3.838,3.943,4.141,4.285,4.359,4.464,4.962,5.029,5.214,5.666,5.718,5.89,6.119,6.247,6.352,7.038,8.084,8.23,8.527,8.556,8.672,9.216,9.675,9.769,10.017,10.143,10.192,10.687,10.725,10.783,11.117,11.207,11.612,11.643,11.723,11.87,11.927,12.018,12.095,12.207,12.445,12.542,12.63,12.675,12.772,12.936,13.122,13.335,13.395,13.497,13.634,13.807,13.89,13.935,14.518,14.671,14.769,14.923,14.978,15.085,15.108,15.292,15.636,15.804,16.005,16.075,16.113,16.172,16.285,16.52,17.158,17.299,17.443,17.698,17.787,17.952,18.202,18.763,18.879,18.905,19.177,19.353,19.422,19.471,19.651,19.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.152,0.434,0.606,0.856,1.015,1.406,1.471,2.036,2.279,2.641,2.841,2.904,3.048,3.118,3.278,3.397,3.649,4.002,4.065,4.315,4.621,4.869,5.191,5.273,5.535,5.662,5.879,5.981,6.191,6.509,7.425,7.871,7.911,8.482,8.833,8.975,9.177,9.236,9.382,9.663,9.814,10.251,10.704,10.765,11.092,11.24,11.482,11.5,11.549,11.766,11.81,11.866,11.904,12.03,12.203,12.244,12.256,12.489,12.534,12.841,12.875,13.209,13.304,13.824,13.871,13.992,14.097,14.164,14.198,14.308,14.967,15.241,15.282,15.417,15.513,15.583,15.672,15.949,16.15,16.324,16.359,16.428,16.481,16.51,16.57,16.676,16.788,16.972,17.001,17.154,17.288,17.305,17.353,17.601,17.783,18.053,18.308,18.337,18.426,18.469,18.504,18.665,18.857,18.955,18.98,19.526,19.762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.412,0.685,0.999,1.017,1.043,1.239,1.289,1.504,1.7,2.359,2.418,2.449,2.567,2.668,3.225,3.646,3.695,3.813,3.967,4.178,4.298,4.416,4.449,4.654,4.991,5.162,5.625,5.664,5.87,6.089,6.221,6.355,6.473,6.502,6.693,6.827,6.893,7.023,7.101,7.217,7.501,7.786,8.184,8.431,8.555,8.776,9.179,9.336,9.527,9.571,9.698,10.096,10.192,10.317,11.054,11.266,11.674,11.776,12.445,12.644,13.274,13.391,13.497,13.705,13.9,14.153,14.331,14.538,14.609,14.748,14.897,15.052,15.412,15.435,15.574,15.6,15.729,15.787,15.877,16.475,16.769,16.863,17.186,17.22,17.26,17.284,17.398,17.515,17.655,17.734,18.098,18.207,18.33,18.644,18.748,18.945,18.97,19.023,19.396,19.654,19.947,19.976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.093,0.146,0.22,0.277,0.402,0.545,0.937,1.095,1.193,1.305,1.376,2.056,2.173,2.332,2.434,2.607,2.802,2.84,3.786,3.861,3.914,4.539,5.261,5.303,5.532,5.696,6.034,6.211,6.411,6.631,6.934,7.204,7.339,7.507,7.563,7.615,7.792,7.847,7.946,8.261,8.809,9.113,9.154,9.329,9.743,9.848,10.252,10.75,11.047,11.122,11.141,11.492,11.659,12.759,12.845,12.884,13.043,13.075,13.212,13.468,13.637,14.076,14.346,14.9,14.938,15.046,15.087,15.279,15.371,15.407,15.571,15.615,15.663,15.932,16.25,16.482,16.695,16.831,16.852,17.119,17.415,17.637,17.753,17.839,17.934,17.995,18.406,19.469,19.743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.529,0.911,0.998,1.152,1.2,1.644,2.198,2.225,2.275,2.464,2.648,2.706,2.765,2.859,3.229,3.335,3.373,3.501,3.741,3.803,3.934,4.125,4.281,4.382,4.433,5.031,5.562,6.274,6.388,6.817,6.914,7.53,7.676,8.038,8.22,8.272,8.388,8.415,8.544,8.922,9.127,9.282,9.544,9.697,9.884,10.144,10.634,10.848,11.339,11.36,11.652,12.148,12.184,12.3,12.333,12.447,12.591,12.733,13.066,13.365,13.416,13.908,14.22,14.266,14.537,14.733,15.014,15.043,15.294,15.699,16.229,16.445,16.576,16.648,17.787,18.231,18.387,18.469,18.605,18.786,19.805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.091,0.153,0.228,0.286,0.404,0.472,0.553,0.713,0.84,1.151,1.268,1.75,1.789,2.196,2.246,2.315,2.469,2.633,2.984,3.022,3.452,4.048,4.256,4.401,4.53,4.593,4.824,4.891,5.081,5.142,5.247,5.34,5.426,5.838,6.101,6.376,6.457,6.635,6.696,6.766,6.808,7.255,7.299,7.33,7.416,7.476,7.769,8.034,8.643,8.741,9.057,9.299,9.331,9.441,9.736,9.784,9.992,10.138,10.507,10.791,11.153,11.279,11.357,11.441,11.676,11.736,11.767,11.923,12.104,12.169,12.378,12.499,12.579,12.673,12.81,13.045,13.14,13.901,14.208,14.719,14.755,15.481,16.163,16.197,16.231,16.437,16.697,17.08,17.183,17.243,17.288,17.408,17.704,17.842,17.978,18.063,18.169,18.644,18.915,18.944,19.154,19.363,19.561,19.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.169,0.447,0.637,1.284,1.325,1.523,1.706,1.762,1.967,2.052,2.408,2.478,2.644,2.989,3.056,3.122,3.612,3.744,3.864,4.002,4.287,4.307,4.587,4.652,4.775,4.831,4.919,4.954,5.101,5.292,5.413,5.909,6.048,6.55,6.772,6.858,7.037,7.092,7.461,7.57,7.626,7.662,7.83,8.138,8.563,8.645,8.774,9.232,9.604,10.881,11.455,11.666,12.365,12.655,12.879,13.156,13.707,14.983,15.201,15.387,15.473,16.063,16.097,16.175,16.214,16.563,16.746,17.164,17.272,17.298,17.404,17.602,17.668,17.74,17.789,18.067,18.301,18.616,18.798,18.953,18.996,19.08,19.319,19.541,19.675,19.911,19.968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.249,0.451,0.546,0.604,0.752,1.0,1.094,1.491,1.581,1.642,1.711,1.882,1.922,2.515,3.023,3.188,3.875,3.921,4.162,4.259,4.286,4.964,5.058,5.363,5.468,5.7,5.739,5.836,6.084,6.216,6.312,6.563,6.636,6.806,6.902,6.933,7.072,7.161,7.284,7.447,7.535,7.818,8.147,8.77,8.968,9.353,9.611,9.666,9.691,9.746,9.92,10.042,10.13,10.191,10.223,10.465,10.552,10.991,11.039,11.059,11.085,11.208,11.275,11.298,11.5,11.69,11.949,12.038,12.096,12.381,12.463,12.547,12.625,12.803,13.355,13.466,13.517,13.903,14.286,14.546,14.644,14.716,14.873,14.912,14.993,15.222,15.442,15.617,16.513,16.588,16.686,17.77,18.147,18.254,18.478,18.918,18.994,19.128,19.25,19.341,19.547,19.738,19.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.216,0.246,0.336,0.856,0.935,0.994,1.071,1.095,1.128,1.439,1.865,1.951,2.04,2.15,2.401,2.482,2.71,3.143,3.272,3.403,3.483,3.708,4.089,4.246,4.524,4.615,4.711,4.755,4.817,4.972,5.041,5.34,6.162,6.213,6.618,6.952,6.98,7.068,7.448,7.492,7.927,8.045,8.079,8.383,8.52,8.565,8.942,9.015,9.275,9.539,9.57,9.823,9.912,10.0,10.179,10.224,10.41,10.501,10.567,10.619,10.671,11.141,11.606,11.65,12.309,12.469,12.7,12.774,12.899,13.198,13.238,13.376,13.472,13.522,13.625,13.67,13.786,14.174,14.239,14.556,14.745,14.867,15.444,15.633,15.846,15.876,15.894,15.928,16.267,16.382,16.489,16.769,16.924,17.054,17.493,17.68,17.723,17.977,18.077,18.332,18.533,18.711,18.942,19.132,19.221,19.426,19.458,19.749,19.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108,1.031,1.27,1.32,1.382,1.472,1.611,1.66,1.738,2.594,2.631,2.711,2.818,3.093,3.17,3.36,3.462,3.666,4.07,4.168,4.205,4.254,4.448,4.618,4.725,4.769,5.098,5.331,5.656,6.274,6.547,6.849,6.957,7.181,7.421,7.989,8.024,8.089,8.155,8.29,8.505,8.91,9.128,9.412,9.994,10.2,10.407,10.625,10.755,10.897,10.939,10.966,11.077,11.483,11.51,11.558,11.751,11.796,11.847,11.911,11.986,12.055,12.13,12.278,12.819,12.897,13.082,13.108,13.169,13.291,13.668,13.913,14.054,14.117,14.19,14.549,14.585,14.65,14.752,14.863,15.004,15.366,15.498,15.649,15.687,15.8,16.038,16.096,16.135,16.189,16.273,16.388,16.475,16.745,17.047,17.247,17.558,17.869,17.988,18.061,18.152,18.188,18.277,18.606,18.701,18.814,18.896,19.087,19.269,19.319,19.403,19.441,19.593,19.704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.353,0.549,0.578,0.742,0.943,1.096,1.424,1.447,1.537,1.938,2.01,2.069,2.417,2.519,2.712,2.915,3.058,3.132,3.512,4.138,4.427,4.689,4.732,4.807,5.025,5.144,5.536,6.179,6.233,6.355,6.394,6.549,6.632,6.778,6.981,7.072,7.133,7.308,7.471,7.531,7.572,7.605,7.728,7.777,8.262,8.554,8.608,9.188,9.265,9.654,9.793,9.845,9.935,10.599,10.645,10.76,10.793,11.014,11.113,11.132,11.167,11.486,11.677,12.298,12.431,12.804,12.919,13.257,13.381,13.516,13.599,13.647,14.006,14.308,14.575,14.802,15.056,15.109,15.287,15.56,15.664,16.046,16.104,16.627,16.745,16.84,17.164,17.344,17.535,17.763,17.976,18.277,18.595,19.528,19.608,19.639,19.707,19.956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024,0.101,0.399,0.516,0.709,0.989,1.029,1.085,1.155,1.179,1.394,1.578,1.774,1.862,2.694,3.219,3.301,3.715,3.981,4.081,4.128,4.145,4.319,4.418,4.486,4.65,4.954,5.193,5.619,5.723,5.797,5.842,6.055,6.236,6.307,6.457,6.509,6.698,6.996,7.036,7.066,7.091,7.252,7.521,7.658,7.915,8.044,8.251,8.295,8.337,8.429,8.626,8.752,8.869,9.112,9.257,9.398,10.021,10.153,10.308,10.468,10.6,10.664,10.84,11.141,11.312,11.42,11.461,11.618,11.881,12.153,12.329,12.464,12.639,12.834,12.866,12.96,13.034,13.115,13.214,13.297,13.41,13.514,13.673,13.754,13.808,13.984,14.319,14.544,14.628,14.78,14.811,14.846,14.909,15.086,15.17,15.497,15.691,15.799,15.833,15.943,16.077,16.213,16.548,16.758,16.974,17.155,17.293,17.893,18.291,18.402,18.533,18.678,19.19,19.369,19.843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.362,0.436,0.874,0.905,1.417,1.698,2.315,2.374,2.685,2.786,2.859,3.187,3.741,4.692,4.818,4.939,5.005,5.07,5.388,5.531,5.637,5.899,6.066,6.402,6.674,6.758,6.986,7.15,7.282,7.361,7.489,7.66,7.712,7.861,8.939,9.051,9.402,9.466,9.648,9.684,9.839,10.332,10.46,10.526,10.66,11.01,11.136,11.714,11.969,12.006,12.512,12.568,12.877,13.348,13.412,13.705,14.239,14.542,14.838,15.151,15.215,15.507,15.544,15.846,16.02,16.177,16.276,16.463,17.452,17.809,17.968,19.255,19.515,19.651,19.926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.162,0.243,0.34,0.712,0.753,0.821,1.011,1.208,1.365,1.546,1.613,1.799,2.196,2.233,2.796,3.397,3.459,3.569,3.632,4.006,4.147,4.389,4.541,4.644,4.937,5.099,5.305,5.378,5.474,5.67,5.78,5.943,6.026,6.292,7.146,7.256,7.585,7.646,7.726,7.802,8.2,8.327,8.4,8.835,9.228,9.293,9.483,9.796,10.037,10.176,10.269,10.475,10.598,10.923,10.985,11.029,11.295,11.878,11.971,12.135,12.501,12.611,12.715,12.768,12.805,13.087,13.147,13.269,13.308,13.476,13.545,13.696,13.917,14.12,14.331,14.424,14.478,14.583,14.803,15.409,15.431,15.718,15.78,15.928,16.089,16.108,16.521,16.576,16.753,17.111,17.176,17.259,17.545,18.42,18.488,18.651,18.817,18.946,18.987,19.131,19.189,19.359,19.425,19.699,19.783,19.916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.178,0.327,0.351,0.508,0.728,0.959,1.115,1.228,1.432,1.702,1.747,2.096,2.151,2.556,2.63,3.134,3.221,3.358,3.528,3.578,3.756,3.845,4.043,4.317,4.406,4.473,4.541,4.84,5.093,5.186,5.33,5.546,5.745,5.824,6.058,6.43,6.509,6.692,6.722,6.779,7.011,7.112,7.278,7.449,7.874,7.96,8.178,8.209,8.232,8.297,8.683,8.945,9.038,9.265,9.866,10.108,10.316,10.476,10.78,10.906,11.009,11.259,11.558,11.608,11.83,12.02,12.552,12.75,12.904,12.948,13.052,13.229,13.402,13.556,13.597,13.792,14.089,14.301,14.602,14.644,14.931,15.088,15.187,15.22,15.297,15.444,15.521,15.953,16.039,16.461,16.538,16.563,16.753,16.867,17.082,17.247,18.142,18.179,18.232,18.366,18.906,18.96,19.557,19.631,19.793,19.996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.348,0.375,0.544,0.618,0.67,1.099,1.185,1.232,1.344,1.438,1.451,1.577,1.654,1.718,1.813,1.844,2.259,2.288,2.327,2.531,2.642,2.677,2.888,3.05,3.159,3.175,3.259,3.452,3.521,3.615,3.728,3.763,3.856,4.097,4.129,4.209,4.316,4.384,4.461,4.516,4.563,4.612,4.686,4.937,5.09,5.239,5.609,5.715,6.08,6.096,6.115,6.295,6.334,6.409,6.837,7.336,7.649,7.776,7.946,8.032,8.104,8.173,8.2,8.702,8.847,8.995,9.12,9.287,9.661,9.93,10.022,10.264,10.309,10.403,10.447,10.674,10.797,10.848,10.951,11.123,11.24,11.419,11.722,11.881,11.955,12.296,12.451,12.536,12.644,12.787,13.125,13.429,13.774,13.995,14.198,14.25,14.359,14.705,15.003,15.159,15.203,15.276,15.321,15.412,15.53,15.906,16.209,16.347,16.454,16.492,16.709,16.925,17.0,17.03,17.061,17.452,17.663,17.876,18.017,18.062,18.094,18.148,18.2,18.307,18.426,18.903,18.988,19.079,19.12,19.182,19.596
0.136,0.414,0.516,1.047,1.197,1.339,1.521,1.626,1.652,1.744,2.03,2.289,2.579,3.074,3.139,3.167,4.601,5.121,5.166,5.307,5.561,5.915,5.933,6.176,6.235,6.347,6.416,6.527,6.596,6.687,6.834,6.895,7.27,7.619,7.825,7.924,8.143,8.289,8.308,8.506,8.836,9.214,9.323,9.753,10.064,10.638,11.022,11.406,11.547,11.85,12.028,12.52,12.645,12.874,12.983,13.137,13.275,13.401,13.693,13.865,14.048,14.085,14.25,14.536,14.659,14.71,14.869,14.956,15.019,15.525,15.575,15.908,16.015,16.327,16.588,16.794,16.865,16.897,17.301,17.463,17.719,18.001,18.232,18.655,18.769,18.821,18.978,18.998,19.382,19.715,19.743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.168,0.39,0.433,0.793,0.985,1.033,1.275,1.655,1.76,2.371,2.577,3.247,3.93,4.207,4.614,4.68,4.773,5.212,5.263,5.317,5.382,5.432,5.761,5.955,6.109,6.176,6.72,7.233,7.348,7.533,7.601,7.656,7.938,8.641,9.005,9.299,9.758,9.813,9.923,10.209,10.253,10.362,10.495,10.581,10.698,10.841,10.88,11.026,11.123,11.251,11.803,11.861,12.06,12.541,12.701,12.931,12.996,13.12,13.366,13.598,13.636,13.876,13.938,14.204,14.358,14.578,14.65,15.115,15.405,15.497,15.639,15.757,15.927,15.977,16.606,16.686,16.74,16.919,16.954,17.126,17.187,17.462,17.857,18.175,18.244,18.285,18.323,18.5,18.635,19.077,19.362,19.405,19.555,19.823,19.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
