0.062,0.165,0.223,0.35,0.393,0.831,0.947,1.095,1.161,1.311,1.343,1.612,1.713,1.822,2.76,3.42,3.909,3.984,4.114,4.201,4.394,4.66,4.895,5.24,5.278,5.418,5.462,5.609,5.794,5.846,6.375,7.333,7.512,8.003,8.13,8.152,8.418,8.533,8.711,8.942,9.0,9.279,9.32,9.598,9.822,9.933,10.603,10.631,11.033,11.203,11.562,11.755,11.984,12.42,12.479,12.596,12.623,12.658,12.756,13.041,13.647,13.678,13.744,13.835,14.031,14.405,14.854,15.193,15.326,15.895,16.479,16.558,16.799,16.892,17.078,17.501,17.678,17.693,17.779,17.94,18.798,19.076,19.177,19.669,19.836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15,0.612,0.705,1.147,1.201,1.313,1.354,1.38,1.472,1.552,1.575,1.668,1.706,2.209,2.31,2.448,2.912,3.291,3.804,3.831,4.374,4.585,4.797,4.907,4.987,5.033,5.163,5.28,5.316,5.41,5.527,5.599,5.921,6.025,6.415,6.509,7.242,7.318,7.365,7.415,7.736,7.751,8.032,8.628,8.907,8.963,9.274,9.312,9.371,9.414,9.457,9.541,9.649,9.719,9.824,9.847,9.96,10.426,10.497,11.613,12.051,12.277,12.658,12.913,13.232,13.327,13.392,13.458,13.526,13.898,14.144,14.313,14.544,14.578,14.626,16.206,16.478,16.652,16.74,16.775,16.793,17.379,17.427,17.48,17.904,18.138,18.721,19.805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.121,0.6,0.644,1.038,1.166,1.32,1.478,2.18,2.209,2.575,2.632,2.92,3.336,3.518,3.56,3.746,3.789,4.058,4.189,4.267,4.319,4.575,4.641,4.695,4.852,4.882,5.145,5.531,5.597,5.925,5.977,6.077,6.101,6.176,6.426,6.479,6.558,6.601,7.642,7.685,7.767,8.499,8.637,8.752,8.875,8.978,9.218,9.375,9.558,9.6,9.807,9.837,9.899,10.011,10.461,10.656,10.907,11.139,11.231,11.491,11.782,11.928,11.987,12.637,12.702,12.831,12.927,12.988,13.02,13.057,13.279,13.404,13.596,13.734,13.869,13.962,14.103,14.3,14.543,14.92,15.101,15.447,15.563,15.755,16.135,16.163,16.258,16.578,16.771,16.82,16.919,16.976,17.086,17.206,17.388,17.404,17.669,17.734,17.842,18.089,18.144,18.226,18.301,18.379,18.458,18.51,19.291,19.614,19.678,19.89,nan,nan,nan,nan,nan,nan,nan
0.085,0.416,0.741,0.877,0.967,1.311,1.477,1.661,1.905,1.966,2.306,2.557,2.666,2.813,3.063,3.151,3.22,3.4,3.46,4.384,4.64,4.894,5.071,5.133,5.291,5.343,5.871,5.983,6.044,6.81,8.526,8.634,8.725,8.866,8.965,9.001,9.185,9.386,9.489,9.566,9.715,9.826,10.109,11.143,11.382,11.507,11.53,11.592,11.801,12.04,12.074,12.143,12.366,12.509,12.566,12.651,13.113,13.141,13.738,13.922,14.156,14.213,14.588,15.006,15.149,15.573,15.608,16.052,16.104,16.421,16.513,16.598,16.687,16.844,16.882,16.911,17.152,17.309,17.452,17.613,17.864,17.933,17.981,18.204,18.25,18.308,18.487,18.583,18.756,19.401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.05,0.101,0.276,0.321,0.356,0.516,0.632,0.718,0.922,0.966,1.117,1.172,1.197,1.561,1.594,1.707,1.847,1.971,2.09,2.255,2.354,2.429,2.626,2.667,3.116,3.375,4.125,4.223,5.003,5.059,5.084,5.243,5.301,5.434,5.469,5.514,5.559,5.612,5.881,6.275,6.54,7.007,7.085,7.697,8.114,8.817,8.848,8.89,9.007,9.344,9.43,9.544,9.882,10.02,10.094,10.199,10.243,10.393,10.654,10.78,10.989,11.115,11.259,11.51,11.589,11.652,11.797,11.853,12.055,12.295,12.425,13.287,13.496,13.63,13.667,13.742,13.861,13.977,14.034,14.145,14.566,14.744,15.028,15.276,15.318,15.657,15.884,16.062,16.123,16.234,16.401,16.553,16.742,16.803,17.221,17.755,18.07,18.296,18.409,18.651,19.04,19.765,19.864,19.933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.119,0.2,0.473,0.495,0.543,0.608,0.689,0.861,0.886,0.923,1.147,1.806,2.139,2.182,2.238,2.409,3.036,3.38,3.422,3.49,3.613,3.882,4.115,4.248,4.325,4.366,4.429,4.447,4.834,4.873,4.905,5.117,5.336,5.538,5.564,5.762,5.82,5.84,6.81,6.972,7.105,7.278,7.579,7.775,7.815,8.098,8.308,8.342,8.487,8.671,8.95,9.173,9.206,9.229,9.465,9.805,10.246,10.384,10.534,10.851,11.124,11.69,11.738,12.072,12.112,12.319,12.64,12.691,12.856,12.895,13.019,13.103,13.349,13.522,13.824,13.862,13.988,14.383,14.417,14.511,14.794,15.468,16.073,16.241,16.317,16.387,16.492,16.58,16.888,17.051,17.316,17.353,17.658,17.958,18.154,18.285,18.593,18.718,18.876,19.168,19.275,19.473,19.949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.081,0.152,0.324,0.374,0.407,0.718,0.819,0.853,1.069,1.137,1.277,2.056,2.175,2.361,2.405,2.471,2.598,2.683,2.833,3.492,3.784,3.988,4.21,4.242,4.314,4.767,4.799,4.834,4.867,5.003,5.137,5.205,5.264,5.333,5.462,5.633,5.726,5.878,6.159,6.308,6.603,6.997,7.336,7.543,7.613,7.694,7.735,7.872,8.146,8.25,8.424,8.72,8.752,8.784,8.861,8.918,9.001,9.466,9.892,10.409,10.885,11.07,11.43,11.696,11.807,11.97,12.044,12.16,12.267,12.366,12.439,12.783,12.893,12.955,13.335,13.453,13.535,13.848,14.045,14.19,15.066,15.122,15.223,15.325,15.42,15.855,15.923,16.157,16.261,16.351,16.497,16.579,16.645,16.667,16.708,16.778,16.879,16.905,17.096,17.218,17.298,17.346,17.537,17.68,18.184,18.462,18.578,18.829,18.984,19.464,19.536,19.732,nan,nan,nan,nan,nan
0.052,0.141,0.184,0.208,0.469,0.683,1.344,1.388,1.405,1.466,1.639,1.692,1.753,1.966,2.334,2.589,2.904,3.225,3.898,4.317,4.569,4.7,4.818,5.018,5.06,5.144,5.195,5.515,5.882,6.009,6.146,6.303,6.345,6.506,6.86,6.919,7.273,7.311,7.518,7.573,7.646,7.893,8.064,8.213,8.366,8.399,8.483,8.651,8.786,8.94,9.024,9.073,9.229,9.29,9.32,9.418,9.466,9.514,9.638,9.767,10.118,10.242,10.304,10.342,10.403,10.523,10.54,11.451,11.644,11.848,12.133,12.378,12.434,12.537,12.596,13.136,13.292,13.346,13.613,13.928,14.2,14.518,14.566,14.809,15.489,15.786,16.133,16.209,16.277,16.353,16.382,16.442,16.493,16.547,16.95,17.209,17.248,17.396,17.542,17.623,17.698,17.729,17.872,18.076,18.149,18.303,18.325,18.648,18.715,18.792,19.29,19.355,19.391,19.92,19.988,nan,nan
0.308,0.487,0.536,0.687,0.734,0.847,1.059,1.121,1.308,1.64,1.719,2.025,2.121,2.159,3.04,3.181,3.219,3.282,3.504,3.702,3.725,3.934,4.241,4.449,4.76,4.792,4.84,5.135,5.217,5.403,5.534,5.617,5.888,6.238,6.346,6.513,7.582,7.816,8.124,8.263,8.418,8.53,8.562,8.781,8.838,8.906,9.069,9.142,9.459,9.586,9.639,9.73,10.047,10.086,10.228,10.735,10.905,10.967,11.316,11.388,11.446,11.642,11.767,11.887,12.061,12.151,12.273,12.34,12.422,12.593,12.79,13.057,13.094,13.162,13.208,13.453,13.679,13.908,13.931,13.962,14.622,14.712,14.766,14.974,15.214,15.719,16.16,16.249,16.397,16.551,16.574,16.805,17.201,17.292,17.428,17.51,17.624,17.693,17.802,17.86,18.139,18.227,18.504,18.734,18.916,19.251,19.338,19.426,19.457,19.686,19.723,19.998,nan,nan,nan,nan,nan
0.153,0.298,0.438,0.528,0.651,0.772,0.825,0.904,0.934,1.012,1.219,1.52,1.566,1.721,1.796,1.877,2.312,2.475,2.618,2.751,2.91,3.626,3.886,3.922,4.024,4.153,4.354,4.654,4.878,5.047,5.089,5.121,5.284,5.313,5.522,5.813,5.952,6.103,6.167,6.304,6.814,7.22,7.612,7.664,7.877,7.972,8.101,8.377,8.451,8.541,8.772,9.094,9.19,9.215,9.281,9.469,9.692,9.74,10.249,10.414,10.578,11.318,11.63,11.753,12.497,12.677,12.764,12.857,12.927,13.031,13.119,13.385,13.428,13.463,14.259,14.708,14.953,15.231,15.295,15.473,15.88,16.024,16.074,16.148,16.213,16.606,16.647,16.795,16.977,17.024,17.38,17.413,17.441,17.497,17.679,17.846,18.01,18.408,18.53,18.994,19.314,19.414,19.508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.116,0.196,0.297,0.607,0.769,1.0,1.065,1.13,1.274,1.325,1.491,1.675,1.713,1.897,2.022,2.252,2.503,2.602,2.66,2.848,3.602,3.744,3.962,3.981,4.125,4.192,4.238,4.415,4.463,4.584,5.048,5.164,5.19,5.414,5.481,5.6,5.682,5.746,5.854,6.422,6.505,6.945,7.101,7.173,7.283,7.396,7.609,7.816,8.289,8.451,8.536,8.7,8.747,8.791,8.919,9.166,9.437,9.796,9.887,9.92,9.989,10.464,10.588,11.244,11.617,11.646,11.994,12.175,12.512,12.546,12.702,12.957,13.104,13.273,13.508,13.996,14.102,14.269,14.351,14.393,15.331,16.063,16.66,16.75,16.866,16.934,16.973,17.081,17.275,17.383,17.489,17.53,17.584,17.799,17.818,17.895,17.993,18.435,18.718,19.075,19.439,19.77,19.839,19.923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06,0.303,0.331,0.441,0.576,0.765,0.968,1.003,1.114,1.259,1.383,1.622,1.908,2.031,2.749,2.881,3.162,3.298,3.906,4.135,4.249,4.33,4.381,4.584,4.806,4.872,4.957,5.424,5.56,5.9,5.961,6.348,6.619,7.0,7.077,7.709,7.761,8.57,8.736,8.782,8.971,9.157,9.218,9.357,9.557,9.71,9.818,9.914,10.493,11.004,11.142,11.53,11.985,12.253,12.303,12.34,12.45,12.502,12.546,12.747,12.832,13.003,13.181,13.234,13.288,13.501,13.657,13.742,13.774,13.977,14.114,14.253,14.313,14.528,14.751,14.984,15.442,15.57,15.748,16.182,16.237,16.389,16.679,16.736,16.896,17.264,17.497,17.634,17.982,18.113,18.17,18.279,18.637,19.261,19.535,19.606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.115,0.225,0.454,0.62,0.774,1.239,1.537,1.612,1.814,1.834,2.475,2.803,3.261,3.359,3.734,3.804,4.297,4.48,4.692,4.771,4.883,4.916,5.041,5.304,5.844,5.862,5.918,5.973,6.319,6.678,6.904,7.118,7.388,7.515,7.628,8.18,8.578,8.787,8.934,8.961,9.105,9.192,9.407,9.664,9.864,9.948,10.258,10.294,10.923,11.591,11.685,11.984,12.103,12.462,12.501,12.583,12.712,13.035,13.115,13.218,13.341,13.376,13.686,13.894,13.961,14.085,14.338,14.522,14.584,14.615,14.753,14.987,15.97,16.0,16.051,16.091,16.733,16.804,16.867,16.98,17.322,17.389,17.424,17.867,17.993,18.023,18.316,18.505,18.85,19.089,19.373,19.492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.266,0.303,0.374,0.403,0.436,0.59,0.701,1.049,1.268,1.571,1.613,1.848,1.932,1.986,2.268,2.731,3.072,3.861,4.143,4.305,4.343,4.477,4.528,4.583,4.775,4.805,5.032,5.248,5.389,5.657,5.716,5.881,6.381,6.421,6.645,6.706,6.907,6.947,7.042,7.513,7.657,8.352,8.455,8.717,8.781,9.196,9.565,9.69,9.764,9.974,10.034,10.065,10.308,10.49,10.708,11.175,11.216,11.492,11.64,11.901,11.943,12.568,12.646,12.748,12.803,12.859,13.13,13.192,13.49,13.815,15.056,15.105,15.775,16.204,16.364,16.78,16.834,17.118,17.164,17.219,18.127,18.281,18.318,18.801,19.569,19.644,19.784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.13,0.403,0.476,0.793,0.965,0.994,1.077,1.251,1.353,1.38,1.431,1.558,2.48,2.632,3.115,3.515,3.694,4.26,4.903,4.949,5.123,5.289,5.93,6.326,6.46,6.496,6.539,6.914,7.374,7.598,7.815,7.874,7.919,7.966,8.089,8.145,8.487,8.624,8.663,8.75,8.823,8.87,9.035,9.146,9.301,9.523,9.601,9.983,10.047,10.766,11.278,11.922,12.007,12.354,12.399,12.573,12.874,12.979,13.123,13.817,13.967,14.055,14.194,14.329,14.379,14.705,15.558,15.772,15.834,15.952,16.123,16.221,16.266,16.499,16.557,16.62,16.706,16.748,17.036,17.099,17.231,17.363,17.597,17.654,17.898,17.972,18.043,18.154,18.328,18.859,19.461,19.713,19.744,19.819,19.966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.378,0.512,0.58,0.65,0.679,0.8,1.022,1.259,1.411,1.504,1.572,1.62,1.9,2.233,2.426,2.656,2.982,3.062,3.168,3.6,3.786,3.95,4.037,4.157,4.384,4.441,4.538,4.782,5.208,5.239,5.487,5.558,5.682,5.744,6.014,6.289,6.322,6.499,6.81,6.932,7.029,8.109,8.152,8.227,8.475,8.511,8.682,8.78,8.933,8.985,9.051,9.321,9.508,9.617,9.721,9.824,9.895,10.165,10.443,11.721,11.752,11.831,12.247,12.8,12.991,13.095,13.202,13.316,13.503,13.543,13.67,13.822,14.35,14.419,15.435,15.832,16.018,16.094,16.162,16.228,16.377,16.46,16.503,16.555,16.572,16.594,16.667,16.9,17.066,17.173,17.199,17.512,17.895,18.166,18.905,18.943,19.755,19.885,19.983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.335,0.54,0.697,0.804,0.899,1.067,1.255,1.294,1.318,1.372,1.466,1.554,1.701,1.75,1.851,2.626,2.721,2.994,3.056,3.531,3.594,3.682,3.752,3.805,3.876,4.394,4.595,4.678,4.716,4.859,4.912,5.032,5.322,5.475,5.749,5.827,6.043,6.304,6.353,6.842,6.901,6.991,7.295,7.382,7.46,8.02,8.113,8.26,8.551,8.647,8.768,8.836,8.884,9.091,9.35,9.581,9.68,9.76,10.029,10.115,10.669,10.87,11.196,11.459,11.795,11.913,11.944,12.153,12.388,12.481,12.684,12.809,13.035,13.053,13.072,13.565,13.764,14.304,14.431,14.549,14.688,14.921,15.075,15.464,15.618,16.095,16.16,16.427,16.547,16.614,16.661,16.83,17.126,17.228,17.372,17.495,17.531,17.571,17.854,17.976,18.062,18.188,18.835,19.604,19.937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.16,0.428,0.897,0.99,1.264,1.596,1.654,1.712,1.773,1.874,2.138,2.366,2.913,2.993,3.385,3.472,3.761,4.015,4.343,4.405,4.606,4.998,5.178,5.22,5.274,5.502,5.571,5.924,6.056,6.266,6.366,6.594,7.487,8.326,8.561,8.648,8.687,9.16,9.654,9.706,9.815,9.928,10.326,10.407,10.431,10.579,10.621,10.824,10.959,11.203,11.66,11.741,12.198,12.268,12.319,12.351,12.397,12.574,12.967,13.048,13.061,13.094,13.114,13.241,13.267,13.353,13.611,13.697,13.831,13.965,14.202,14.299,14.716,15.221,15.453,15.667,15.724,16.009,16.208,16.326,16.613,16.696,16.812,16.853,16.973,17.031,17.117,17.217,17.335,17.377,17.669,17.689,17.842,17.927,18.086,18.211,18.363,18.687,18.882,19.194,19.662,19.888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.094,0.685,0.793,0.911,1.028,1.485,1.659,1.687,1.928,2.901,3.008,3.134,3.177,3.357,3.503,3.805,3.962,4.165,4.355,4.49,4.581,4.749,4.903,4.988,5.02,5.085,5.128,5.296,5.489,6.127,6.474,6.516,6.606,6.923,7.025,7.158,7.254,7.659,7.761,7.863,8.49,8.553,8.576,8.617,8.657,8.706,8.863,8.964,9.156,9.521,9.625,9.732,9.926,10.274,10.579,10.818,10.923,11.12,11.292,11.86,11.958,12.208,12.582,12.657,12.674,12.741,12.912,13.172,13.197,13.406,13.666,13.766,13.803,14.008,14.065,14.174,14.925,15.277,15.423,15.457,15.582,15.672,15.769,15.968,16.247,16.296,16.364,16.733,16.783,16.909,16.957,17.066,17.524,17.627,17.665,17.866,18.1,18.184,18.442,18.981,19.325,19.745,19.996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.396,0.439,0.511,0.621,0.802,0.931,0.947,0.99,1.282,1.71,1.744,1.872,2.027,2.284,2.593,2.797,3.495,4.117,4.708,4.827,4.85,5.04,5.221,5.376,5.428,5.449,5.607,5.937,6.013,6.295,6.399,6.688,7.2,7.396,7.686,8.132,8.176,8.297,8.531,8.571,8.795,8.845,9.098,9.146,9.196,9.399,9.439,9.613,9.687,9.935,10.172,10.197,10.262,10.738,10.98,11.134,11.496,11.524,12.053,12.121,12.208,12.232,12.614,12.706,12.865,13.174,13.237,13.297,13.314,13.716,14.007,14.334,14.603,14.643,14.915,15.382,15.554,15.629,15.775,15.796,16.015,16.241,16.267,16.483,16.798,16.856,16.883,16.93,17.076,17.21,17.238,17.5,17.53,17.582,17.837,17.853,17.958,18.164,18.441,18.487,18.675,18.973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.423,0.474,0.542,0.599,0.842,1.059,1.091,1.312,1.609,1.81,2.122,2.543,2.725,2.95,3.132,3.181,3.327,3.398,3.453,3.572,3.9,3.978,4.196,4.255,4.322,4.477,4.631,4.845,4.934,5.199,5.409,5.465,5.5,5.758,5.913,5.956,6.258,6.321,6.384,7.078,8.099,8.375,8.443,8.652,8.791,8.855,9.401,9.429,9.515,9.552,9.584,9.755,9.842,9.889,10.104,10.376,10.432,10.521,10.749,11.164,11.614,11.739,11.78,11.805,11.888,12.04,12.479,12.801,12.927,13.039,13.066,13.286,13.394,13.459,13.496,13.532,13.767,13.828,13.958,14.141,14.253,14.505,14.886,15.632,16.013,16.426,16.597,16.625,16.741,16.771,16.837,16.892,17.058,17.258,17.332,17.587,17.664,18.045,18.411,18.479,19.081,19.898,19.974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
