0.067,0.225,0.377,0.844,0.927,1.061,1.611,2.052,2.26,2.304,2.335,2.417,2.912,3.012,3.078,3.238,3.766,3.839,3.943,4.141,4.284,4.359,4.463,4.669,4.89,4.961,4.998,5.029,5.213,5.36,5.665,5.718,5.889,6.119,6.248,6.353,8.084,8.229,8.527,8.555,8.671,9.026,9.215,9.485,9.674,9.768,10.017,10.143,10.193,10.688,10.725,11.208,11.641,11.723,11.87,11.927,12.018,12.094,12.206,12.258,12.443,12.541,12.622,12.675,12.761,12.936,13.121,13.165,13.334,13.394,13.477,13.511,13.633,13.807,13.889,13.935,14.519,14.672,14.771,14.924,15.086,15.128,15.295,15.637,15.804,16.005,16.074,16.113,16.138,16.173,16.285,16.519,16.678,17.156,17.298,17.442,17.697,17.786,17.952,18.881,18.908,19.179,19.423,19.472,19.652,19.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.152,0.433,0.605,0.639,0.851,0.871,1.009,1.406,1.47,1.678,2.036,2.643,2.843,2.925,3.279,4.002,4.065,4.309,4.329,4.617,4.869,5.19,5.272,5.534,5.661,5.878,5.981,6.191,6.509,7.871,7.912,8.266,8.481,8.832,8.972,9.176,9.231,9.381,9.662,9.814,10.251,10.766,11.093,11.241,11.482,11.5,11.55,11.766,11.81,11.867,12.03,12.203,12.243,12.255,12.486,12.511,12.838,12.873,13.208,13.303,13.548,13.824,13.871,13.992,14.097,14.164,14.199,14.309,15.243,15.283,15.418,15.672,15.949,16.149,16.323,16.358,16.427,16.48,16.508,16.562,16.675,16.755,16.789,16.971,16.998,17.068,17.153,17.287,17.303,17.352,17.388,17.6,17.782,18.053,18.317,18.36,18.428,18.471,18.506,18.665,18.859,18.977,19.527,19.762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.411,0.684,0.739,0.997,1.014,1.04,1.238,1.288,1.503,1.699,2.36,2.419,2.45,2.669,3.695,3.813,3.967,4.178,4.297,4.369,4.415,4.447,4.653,4.683,4.769,4.918,4.989,5.16,5.624,5.663,5.87,6.089,6.221,6.355,6.49,6.829,7.024,7.102,7.219,7.502,7.786,8.183,8.431,8.555,8.745,8.776,8.797,8.954,9.177,9.336,9.526,9.57,9.698,10.096,10.192,11.267,11.674,11.777,12.444,12.643,12.695,12.841,13.047,13.273,13.39,13.496,13.704,13.9,14.153,14.332,14.538,14.609,14.749,15.053,15.433,15.575,15.602,15.729,15.787,15.877,16.432,16.475,16.751,16.779,16.862,17.185,17.219,17.256,17.281,17.397,17.514,17.655,17.733,18.098,18.207,18.33,18.645,18.749,18.965,19.026,19.397,19.656,19.947,19.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.093,0.146,0.22,0.276,0.401,0.467,0.544,0.935,1.094,1.192,1.304,1.375,2.057,2.173,2.333,2.435,2.608,2.803,3.787,3.861,3.914,4.359,4.537,4.654,5.124,5.253,5.281,5.307,5.505,5.533,5.657,5.696,6.034,6.211,7.206,7.339,7.508,7.564,7.616,7.793,8.26,8.585,8.673,8.807,9.112,9.152,9.328,9.496,9.668,9.742,9.847,10.752,11.123,11.142,11.66,12.186,12.655,12.759,12.843,12.883,13.042,13.073,13.211,13.467,13.504,13.636,14.076,14.938,15.056,15.407,15.616,15.933,16.249,16.481,16.694,16.83,16.851,17.024,17.112,17.414,17.552,17.636,17.753,17.836,17.909,17.995,19.469,19.744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.528,0.909,0.997,1.045,1.117,1.152,1.199,1.644,2.223,2.276,2.465,2.648,2.767,2.861,3.338,3.376,3.502,3.742,3.803,3.934,4.125,4.281,4.381,4.432,4.478,4.811,5.03,5.227,5.562,6.274,8.038,8.219,8.271,8.386,8.414,8.543,8.734,8.922,9.126,9.282,9.543,9.694,9.874,10.145,10.864,11.351,11.653,12.148,12.184,12.299,12.327,12.446,12.59,12.732,13.065,13.364,13.413,13.556,13.908,14.221,14.735,15.016,15.044,15.295,15.7,16.229,16.435,16.576,16.604,16.647,16.799,16.931,17.329,17.37,17.552,17.786,18.231,18.388,18.47,18.605,19.806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.091,0.153,0.228,0.286,0.402,0.471,0.552,0.711,0.839,1.15,1.267,1.749,1.789,2.196,2.246,2.316,2.986,3.024,4.048,4.255,4.4,4.529,4.592,4.628,4.823,4.89,4.919,5.08,5.104,5.141,5.246,5.339,5.408,5.837,6.101,6.377,6.466,6.768,7.277,7.302,7.417,7.477,7.769,8.034,8.529,8.642,8.74,9.056,9.298,9.33,9.44,9.499,9.736,9.783,9.992,10.139,10.508,10.792,11.154,11.281,11.443,11.677,11.737,11.767,11.924,12.104,12.169,12.377,12.496,12.544,12.579,12.67,12.809,13.044,13.139,13.901,14.208,14.721,14.756,15.481,16.163,16.196,16.23,16.435,16.641,16.695,16.897,17.079,17.182,17.241,17.287,17.313,17.407,17.445,17.703,17.842,17.978,18.063,18.169,18.645,18.917,19.156,19.364,19.901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.168,0.206,0.315,0.446,0.637,0.851,1.224,1.283,1.319,1.522,1.706,1.761,1.967,2.052,2.409,2.479,2.65,3.009,3.058,3.126,3.613,3.744,3.864,4.002,4.286,4.306,4.586,4.646,4.667,4.774,4.83,4.919,4.952,5.101,5.132,5.175,5.262,5.412,5.789,5.889,6.048,6.859,7.039,7.117,7.466,7.578,7.659,7.83,8.138,8.562,8.636,8.728,8.773,8.967,9.231,9.603,11.456,12.247,12.365,12.654,12.813,12.878,13.155,13.22,13.705,14.985,15.203,15.388,16.063,16.097,16.174,16.214,16.562,16.744,17.029,17.163,17.27,17.296,17.337,17.403,17.565,17.602,17.667,17.74,17.788,18.067,18.302,18.798,18.955,18.998,19.32,19.542,19.676,19.911,19.968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.17,0.248,0.45,0.544,0.604,0.746,0.851,0.999,1.092,1.265,1.49,1.58,1.641,1.71,1.882,1.921,2.517,3.875,3.921,4.162,4.258,4.285,4.863,4.951,5.057,5.362,5.467,5.525,5.693,5.737,5.835,6.084,6.565,6.637,6.806,6.933,7.163,7.285,7.448,7.818,8.146,8.769,8.966,9.002,9.23,9.302,9.352,9.608,9.645,9.682,9.697,9.746,9.92,10.042,10.13,10.191,10.224,10.466,10.553,10.993,11.054,11.084,11.284,11.501,11.69,11.949,12.038,12.096,12.38,12.462,12.545,12.623,12.802,13.197,13.346,13.465,13.515,13.785,13.903,14.287,14.547,14.644,14.717,14.913,14.994,15.226,15.442,16.512,16.587,16.685,16.857,17.033,17.416,17.478,17.66,17.769,18.147,18.255,18.919,19.015,19.343,19.548,19.738,19.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.215,0.246,0.335,0.596,0.838,0.864,0.934,0.994,1.071,1.094,1.125,1.439,1.865,1.95,2.04,2.15,2.483,2.712,3.403,3.484,3.709,4.089,4.246,4.523,4.614,4.71,4.749,4.816,4.97,5.039,5.339,6.162,6.619,6.971,7.07,7.449,7.499,7.927,8.045,8.079,8.241,8.383,8.52,8.565,8.941,9.014,9.273,9.538,9.569,9.63,9.822,9.911,10.0,10.18,10.225,10.502,10.568,10.62,10.672,11.143,11.607,11.653,12.308,12.468,12.7,12.745,12.775,12.898,13.178,13.237,13.375,13.466,13.522,13.624,13.669,13.715,13.786,14.174,14.239,14.557,14.868,15.445,15.634,15.847,15.876,15.894,15.928,16.144,16.267,16.381,16.487,16.555,16.768,16.922,17.052,17.491,17.679,17.722,17.977,18.077,18.333,18.556,18.712,19.133,19.457,19.754,19.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108,0.584,0.821,0.935,1.029,1.269,1.319,1.381,1.47,1.611,1.66,1.738,2.597,2.632,3.095,3.171,3.361,3.463,3.666,4.07,4.168,4.204,4.253,4.448,4.612,4.635,4.724,4.767,4.817,5.097,5.245,5.33,5.359,5.656,6.569,6.982,7.181,7.989,8.024,8.089,8.155,8.288,8.504,8.909,9.065,9.126,9.411,9.994,10.408,10.625,10.764,10.899,10.964,11.484,11.559,11.752,11.797,11.856,11.912,11.986,12.055,12.13,12.277,12.768,12.818,12.89,13.057,13.085,13.109,13.168,13.286,13.565,13.667,13.913,13.956,14.054,14.117,14.19,14.55,14.586,14.651,14.754,14.864,15.006,15.367,15.498,15.658,15.801,16.038,16.096,16.135,16.189,16.272,16.387,16.474,16.744,17.045,17.246,17.557,17.869,17.988,18.061,18.152,18.188,18.277,18.702,18.816,18.898,19.273,19.32,19.441,19.593,19.704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.24,0.352,0.543,0.577,0.741,0.941,1.095,1.423,1.445,1.536,1.856,1.938,2.01,2.418,3.06,3.133,4.132,4.205,4.426,4.688,4.73,4.806,5.023,5.049,5.131,5.535,6.183,6.233,6.355,6.396,6.55,6.632,6.78,6.982,7.072,7.135,7.472,7.572,7.606,7.728,7.777,8.261,8.549,8.607,8.642,8.857,9.186,9.265,9.319,9.653,9.792,9.845,9.935,10.6,10.646,10.761,10.806,11.016,11.116,11.136,11.678,12.297,12.431,12.647,12.803,12.918,13.058,13.193,13.256,13.38,13.515,13.578,13.646,14.006,14.582,14.804,15.288,15.561,15.665,16.046,16.103,16.615,16.745,16.837,16.907,16.973,17.163,17.343,17.534,17.762,17.976,18.278,18.595,19.529,19.609,19.64,19.707,19.957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024,0.055,0.102,0.398,0.43,0.515,0.567,0.709,0.878,0.976,1.026,1.084,1.154,1.176,1.392,1.577,1.773,1.862,2.696,3.221,3.716,3.982,4.081,4.127,4.144,4.318,4.417,4.455,4.487,4.649,4.89,4.953,4.985,5.079,5.139,5.19,5.619,5.722,5.797,5.842,6.055,6.307,6.457,6.51,6.699,6.999,7.038,7.088,7.254,7.527,7.664,7.916,8.044,8.25,8.295,8.336,8.427,8.625,8.75,8.862,9.111,9.254,9.39,9.412,9.497,10.022,10.153,10.309,10.469,10.602,10.671,11.143,11.313,11.421,11.462,11.619,11.881,12.153,12.328,12.462,12.638,12.82,12.863,12.958,13.028,13.049,13.114,13.213,13.296,13.41,13.513,13.672,13.754,13.807,13.984,14.324,14.544,14.63,14.811,14.847,14.91,15.087,15.171,15.498,15.692,15.832,15.943,16.077,16.213,16.547,16.757,16.972,17.153,17.292,17.892,18.292,18.535,18.697,19.843,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.362,0.436,0.545,0.873,0.899,1.395,1.435,1.582,1.697,1.892,2.315,2.375,2.686,2.787,2.86,3.757,4.336,4.69,4.816,4.938,5.004,5.069,5.133,5.387,5.53,5.603,5.637,5.758,5.899,6.066,6.675,6.988,7.152,7.361,7.492,7.66,7.871,8.646,8.773,8.939,9.05,9.073,9.188,9.401,9.464,9.647,9.683,9.839,10.333,10.531,11.011,11.969,12.006,12.093,12.413,12.512,12.566,12.699,12.876,13.214,13.347,13.362,13.411,13.449,13.704,14.24,14.543,14.84,15.516,15.847,16.02,16.176,16.275,16.463,16.73,16.927,17.275,17.451,17.505,17.808,17.968,19.257,19.652,19.926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.162,0.242,0.34,0.667,0.711,0.752,0.791,0.821,1.009,1.207,1.364,1.509,1.547,1.612,1.796,2.196,2.798,3.46,3.569,3.632,4.006,4.147,4.388,4.541,4.643,4.936,5.097,5.304,5.377,5.473,5.616,5.669,5.767,5.795,5.943,6.026,6.293,7.257,7.586,7.727,8.2,8.325,8.399,8.523,8.79,8.834,9.028,9.083,9.227,9.248,9.292,9.482,9.53,9.664,9.795,10.037,10.177,10.27,10.476,10.599,10.924,10.986,11.029,11.297,11.879,11.971,12.135,12.202,12.472,12.503,12.61,12.714,12.767,12.795,12.96,13.087,13.146,13.172,13.242,13.271,13.307,13.475,13.543,13.694,13.727,13.917,14.12,14.332,14.424,14.479,14.584,15.41,15.433,15.78,15.928,16.089,16.108,16.517,16.575,16.752,16.788,17.11,17.175,17.258,17.544,18.421,18.489,18.652,18.819,18.947,18.988,19.132,19.36,19.426,19.699,19.783,19.916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.178,0.326,0.349,0.506,0.585,0.727,0.868,0.958,1.11,1.227,1.391,1.431,1.702,1.744,2.096,2.151,2.634,3.242,3.359,3.579,3.756,3.845,4.043,4.136,4.288,4.405,4.472,4.54,4.833,5.092,5.185,5.241,5.328,5.545,5.735,5.794,5.827,6.058,6.511,6.714,6.78,7.012,7.118,7.279,7.875,7.96,8.177,8.208,8.231,8.296,8.682,8.703,8.863,8.935,9.028,9.264,9.702,9.866,10.108,10.316,10.476,10.781,10.908,11.011,11.267,11.559,11.609,11.83,12.02,12.544,12.749,12.859,12.903,12.948,13.051,13.103,13.228,13.4,13.426,13.555,13.597,13.687,13.791,14.089,14.311,14.645,14.932,15.197,15.224,15.954,16.039,16.112,16.205,16.454,16.537,16.562,16.751,16.865,17.081,17.246,17.398,18.142,18.179,18.232,18.367,18.914,19.568,19.631,19.793,19.996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.347,0.374,0.543,0.618,0.668,0.754,1.024,1.097,1.172,1.231,1.343,1.437,1.449,1.575,1.653,1.717,1.813,1.844,2.286,2.315,2.677,2.889,3.051,3.166,3.261,3.453,3.522,3.728,3.764,3.856,4.097,4.129,4.208,4.315,4.384,4.46,4.515,4.562,4.611,4.686,4.937,4.958,5.055,5.091,5.146,5.238,5.607,5.715,6.08,6.096,6.115,6.295,6.334,6.41,7.358,7.649,7.777,7.946,8.032,8.104,8.172,8.199,8.701,8.845,8.872,8.983,9.119,9.285,9.397,9.531,9.66,9.93,10.022,10.265,10.31,10.404,10.675,10.798,10.953,11.123,11.241,11.42,11.881,11.955,12.295,12.45,12.536,12.643,12.714,12.786,12.935,13.124,13.427,13.774,13.995,14.25,14.36,14.706,15.005,15.16,15.322,15.531,15.906,16.209,16.346,16.453,16.491,16.709,16.923,16.999,17.027,17.059,17.451,17.661,17.876,18.017,18.062,18.094,18.148,18.201,18.307,18.427,18.905,18.989,19.121,19.184,19.597
0.136,0.413,0.515,1.047,1.196,1.338,1.377,1.516,1.625,1.651,1.743,2.03,2.29,2.581,3.141,3.169,4.599,4.752,5.12,5.165,5.22,5.306,5.561,5.915,5.933,6.177,6.236,6.348,6.446,6.528,6.598,6.689,6.835,6.896,7.271,7.62,7.825,7.924,8.143,8.288,8.306,8.505,8.827,9.213,9.295,9.323,9.753,10.064,10.644,11.407,11.548,11.851,12.028,12.52,12.643,12.873,12.933,12.982,13.136,13.274,13.395,13.693,13.865,14.048,14.085,14.25,14.537,14.66,14.87,14.958,15.576,15.908,16.015,16.326,16.587,16.794,16.865,16.896,17.3,17.46,17.598,17.718,18.001,18.232,18.656,18.823,18.986,19.383,19.742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.142,0.171,0.388,0.431,0.792,0.978,1.032,1.144,1.274,1.548,1.654,1.76,2.579,3.931,4.206,4.421,4.588,4.642,4.68,4.723,4.772,4.802,5.009,5.211,5.262,5.316,5.381,5.431,5.76,5.954,6.109,6.176,7.349,7.601,7.657,7.939,8.278,8.47,8.64,9.004,9.212,9.296,9.758,9.813,9.923,10.209,10.253,10.364,10.495,10.581,10.722,10.88,11.027,11.804,11.861,12.06,12.367,12.534,12.7,12.763,12.899,12.932,12.995,13.115,13.131,13.251,13.298,13.365,13.571,13.601,13.636,13.875,13.938,14.204,14.358,14.579,15.117,15.41,15.498,15.64,15.758,15.928,15.978,16.605,16.685,16.74,16.918,16.951,17.126,17.186,17.361,17.461,17.513,17.852,18.175,18.27,18.322,18.505,18.637,19.363,19.407,19.556,19.823,19.941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
