0.029,0.065,0.142,0.164,0.247,0.312,0.359,0.412,0.513,0.564,0.62,0.668,0.788,0.898,0.975,1.015,1.063,1.091,1.109,1.252,1.288,1.328,1.375,1.512,1.594,1.628,1.65,1.704,1.766,1.862,1.898,1.95,2.096,2.161,2.19,2.225,2.368,2.411,2.45,2.49,2.551,2.633,2.758,2.803,2.903,2.963,3.076,3.162,3.251,3.297,3.334,3.425,3.561,3.778,3.819,3.877,3.909,4.002,4.034,4.175,4.243,4.266,4.305,4.333,4.347,4.408,4.429,4.544,4.648,4.692,4.73,4.745,4.863,4.931,4.962,4.992,5.107,5.131,5.259,5.308,5.397,5.426,5.473,5.498,5.616,5.679,5.76,5.841,6.042,6.091,6.174,6.212,6.286,6.304,6.417,6.466,6.491,6.542,6.61,6.685,6.714,6.81,6.874,6.943,7.013,7.032,7.09,7.154,7.245,7.294,7.469,7.533,7.644,7.797,7.847,8.009,8.082,8.103,8.141,8.244,8.352,8.403,8.447,8.479,8.593,8.618,8.708,8.727,8.828,8.869,8.889,8.96,8.985,9.004,9.094,9.199,9.228,9.257,9.307,9.348,9.475,9.571,9.857,9.916,9.957,9.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.026,0.252,0.273,0.297,0.326,0.394,0.505,0.554,0.57,0.59,0.755,0.794,0.829,0.856,0.926,0.969,1.182,1.28,1.294,1.373,1.416,1.546,1.578,1.66,1.741,1.759,1.801,1.975,2.086,2.157,2.191,2.292,2.35,2.47,2.573,2.642,2.731,2.918,3.062,3.191,3.354,3.395,3.69,3.769,3.84,3.88,3.905,3.944,4.018,4.083,4.146,4.192,4.235,4.29,4.326,4.374,4.625,4.662,4.691,4.871,4.907,5.027,5.097,5.125,5.187,5.215,5.32,5.334,5.368,5.41,5.437,5.463,5.489,5.546,5.613,5.734,5.786,5.89,5.923,5.954,5.997,6.101,6.213,6.238,6.387,6.444,6.562,6.594,6.736,6.901,7.029,7.066,7.16,7.433,7.51,7.641,7.764,7.845,7.941,8.016,8.1,8.213,8.252,8.286,8.33,8.395,8.443,8.518,8.578,8.594,8.616,8.673,8.728,8.755,8.799,8.849,8.941,9.001,9.038,9.055,9.094,9.122,9.191,9.23,9.264,9.317,9.371,9.442,9.458,9.582,9.631,9.789,9.817,9.885,9.962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.094,0.116,0.167,0.222,0.272,0.322,0.455,0.557,0.633,0.66,0.685,0.705,0.742,0.789,0.839,0.93,1.022,1.075,1.18,1.205,1.484,1.57,1.617,1.65,1.802,1.84,1.87,1.938,1.967,1.993,2.019,2.12,2.194,2.316,2.382,2.475,2.536,2.593,2.636,2.688,2.785,2.838,2.956,2.978,3.225,3.255,3.338,3.555,3.611,3.685,3.75,3.796,3.844,3.916,4.021,4.097,4.256,4.299,4.314,4.363,4.405,4.486,4.521,4.559,4.669,4.748,4.769,4.803,4.907,4.94,5.013,5.039,5.167,5.213,5.283,5.321,5.446,5.475,5.508,5.599,5.658,5.729,5.816,5.893,5.934,6.097,6.133,6.177,6.376,6.419,6.458,6.532,6.599,6.634,6.756,6.917,6.989,7.137,7.295,7.414,7.486,7.524,7.641,7.655,7.702,7.8,7.962,8.008,8.055,8.149,8.174,8.224,8.255,8.422,8.473,8.527,8.552,8.589,8.608,8.661,8.693,8.801,8.825,8.859,8.97,9.072,9.095,9.131,9.156,9.227,9.281,9.305,9.381,9.404,9.473,9.511,9.622,9.673,9.725,9.811,9.911,9.937,9.959,9.982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.055,0.117,0.171,0.203,0.262,0.292,0.314,0.366,0.412,0.49,0.585,0.623,0.68,0.742,0.915,0.948,1.097,1.139,1.188,1.205,1.221,1.317,1.5,1.595,1.647,1.755,1.788,1.816,1.856,1.881,2.074,2.136,2.17,2.209,2.64,2.713,2.986,3.025,3.364,3.492,3.576,3.81,4.066,4.112,4.191,4.238,4.296,4.319,4.342,4.381,4.467,4.491,4.524,4.591,4.675,4.723,4.839,4.883,4.906,4.94,5.03,5.057,5.08,5.279,5.368,5.399,5.438,5.483,5.537,5.592,5.699,5.757,5.886,6.087,6.162,6.277,6.302,6.411,6.427,6.486,6.519,6.574,6.745,6.78,6.807,6.859,6.936,7.186,7.271,7.441,7.525,7.54,7.586,7.636,7.76,7.8,7.876,8.075,8.145,8.193,8.28,8.41,8.493,8.514,8.567,8.593,8.646,8.683,8.849,8.881,8.933,8.947,9.018,9.119,9.181,9.213,9.24,9.261,9.281,9.368,9.398,9.512,9.559,9.702,9.8,9.911,9.952,9.983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.095,0.159,0.241,0.325,0.388,0.401,0.433,0.478,0.636,0.685,0.713,0.759,0.791,0.85,0.939,1.11,1.159,1.173,1.238,1.289,1.316,1.341,1.381,1.397,1.471,1.49,1.544,1.617,1.656,1.696,1.744,1.917,1.951,2.039,2.057,2.077,2.129,2.166,2.243,2.293,2.404,2.463,2.511,2.995,3.074,3.119,3.137,3.165,3.213,3.257,3.302,3.342,3.434,3.574,3.634,3.674,3.92,3.975,4.042,4.13,4.186,4.339,4.374,4.574,4.626,4.767,4.789,4.935,5.02,5.084,5.107,5.142,5.229,5.286,5.327,5.37,5.434,5.503,5.569,5.606,5.686,5.774,5.976,6.202,6.222,6.271,6.34,6.38,6.446,6.504,6.548,6.892,6.983,7.022,7.074,7.115,7.308,7.549,7.752,7.789,7.869,7.964,8.086,8.143,8.251,8.276,8.315,8.429,8.575,8.673,8.723,8.899,8.981,9.052,9.096,9.198,9.221,9.248,9.406,9.444,9.469,9.569,9.586,9.666,9.737,9.882,9.935,9.955,9.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.184,0.24,0.304,0.428,0.459,0.484,0.513,0.641,0.687,0.71,0.786,0.825,0.861,0.924,0.989,1.009,1.052,1.189,1.259,1.368,1.429,1.477,1.574,1.766,1.874,1.974,2.051,2.279,2.352,2.701,2.862,2.965,3.235,3.3,3.352,3.572,3.743,3.802,3.87,4.049,4.073,4.114,4.166,4.196,4.284,4.315,4.384,4.417,4.492,4.551,4.571,4.605,4.699,4.741,4.763,4.792,4.836,4.875,4.961,4.984,5.045,5.107,5.293,5.328,5.421,5.463,5.554,5.574,5.61,5.675,5.766,5.841,5.868,5.889,6.108,6.155,6.239,6.297,6.492,6.613,6.721,6.784,6.969,7.137,7.233,7.286,7.38,7.469,7.707,7.762,7.807,7.923,7.999,8.021,8.093,8.123,8.197,8.251,8.341,8.375,8.406,8.425,8.493,8.604,8.643,8.724,8.763,8.786,8.805,8.845,8.866,8.887,8.986,9.014,9.042,9.086,9.172,9.205,9.24,9.323,9.351,9.427,9.495,9.548,9.586,9.726,9.753,9.856,9.896,9.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.065,0.095,0.129,0.146,0.188,0.252,0.286,0.318,0.406,0.444,0.466,0.529,0.556,0.595,0.625,0.706,0.729,0.789,0.815,0.83,0.861,0.934,0.961,1.044,1.068,1.094,1.176,1.259,1.316,1.372,1.399,1.419,1.477,1.544,1.555,1.593,1.631,1.659,1.687,1.711,1.743,1.955,2.031,2.073,2.144,2.265,2.315,2.429,2.493,2.619,2.646,2.693,2.706,2.777,2.838,3.056,3.089,3.128,3.148,3.221,3.295,3.373,3.482,3.522,3.546,3.627,3.653,3.94,4.1,4.236,4.279,4.296,4.334,4.388,4.438,4.473,4.492,4.507,4.533,4.608,4.747,4.784,4.814,4.839,4.879,4.973,4.998,5.097,5.133,5.178,5.216,5.27,5.326,5.351,5.408,5.468,5.572,5.597,5.627,5.647,5.699,5.72,5.798,5.838,5.865,5.903,5.964,6.021,6.111,6.238,6.459,6.519,6.622,6.808,6.836,6.879,6.997,7.044,7.189,7.269,7.296,7.467,7.481,7.731,7.796,7.828,8.057,8.109,8.221,8.239,8.267,8.332,8.379,8.46,8.485,8.532,8.645,8.763,8.793,8.87,8.905,8.961,8.986,9.018,9.116,9.194,9.227,9.258,9.288,9.349,9.383,9.423,9.536,9.564,9.596,9.608,9.692,9.786,9.857,9.893,9.97,9.989
0.035,0.055,0.104,0.132,0.25,0.28,0.42,0.472,0.655,0.685,0.713,0.775,0.791,0.96,1.037,1.073,1.098,1.133,1.16,1.196,1.263,1.31,1.427,1.571,1.634,1.671,1.754,1.79,1.865,1.995,2.072,2.109,2.158,2.296,2.323,2.381,2.641,2.839,2.865,2.889,2.937,3.003,3.029,3.091,3.143,3.232,3.43,3.571,3.596,3.652,3.707,3.735,3.754,3.811,3.841,3.947,4.011,4.034,4.098,4.121,4.151,4.395,4.445,4.542,4.603,4.647,4.684,4.717,4.874,4.902,4.958,5.031,5.059,5.086,5.118,5.151,5.23,5.437,5.472,5.536,5.605,5.672,5.693,5.739,5.795,5.84,5.89,5.915,5.952,6.133,6.168,6.205,6.248,6.373,6.431,6.532,6.81,6.842,6.9,6.957,7.198,7.402,7.486,7.549,7.592,7.742,7.859,8.031,8.071,8.108,8.146,8.24,8.354,8.533,8.554,8.6,8.647,8.723,8.749,8.768,8.783,8.806,8.85,8.883,8.935,8.964,8.988,9.037,9.115,9.14,9.168,9.216,9.243,9.325,9.482,9.552,9.667,9.868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.02,0.052,0.121,0.167,0.235,0.297,0.321,0.347,0.515,0.53,0.566,0.586,0.751,0.779,0.802,0.858,1.169,1.195,1.226,1.449,1.613,1.625,1.704,1.899,2.011,2.035,2.146,2.189,2.352,2.381,2.435,2.494,2.659,2.737,2.945,2.97,3.161,3.26,3.289,3.375,3.421,3.482,3.545,3.58,3.628,3.662,3.698,3.818,3.854,3.879,3.895,3.961,4.002,4.025,4.069,4.201,4.304,4.38,4.413,4.459,4.5,4.581,4.67,4.719,4.799,4.926,4.994,5.025,5.057,5.145,5.163,5.297,5.325,5.373,5.396,5.546,5.608,5.634,5.67,5.735,5.902,5.932,5.971,6.087,6.15,6.186,6.229,6.283,6.346,6.385,6.487,6.541,6.668,6.76,6.775,6.806,6.847,6.898,6.934,7.224,7.258,7.289,7.326,7.433,7.485,7.512,7.554,7.639,7.718,7.773,7.852,7.914,8.031,8.075,8.096,8.258,8.326,8.464,8.507,8.6,8.647,8.68,8.74,8.79,8.838,8.888,9.001,9.027,9.057,9.094,9.209,9.243,9.266,9.391,9.429,9.51,9.552,9.664,9.765,9.786,9.845,9.944,9.983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.053,0.181,0.333,0.459,0.591,0.638,0.674,0.739,0.782,0.838,0.918,0.938,1.043,1.161,1.24,1.338,1.357,1.373,1.43,1.452,1.563,1.742,1.796,1.861,2.098,2.211,2.279,2.321,2.37,2.386,2.419,2.714,2.749,2.872,2.961,2.979,3.128,3.147,3.164,3.268,3.426,3.45,3.532,3.555,3.586,3.617,3.684,3.782,3.811,3.849,3.945,4.039,4.119,4.208,4.246,4.282,4.338,4.364,4.566,4.618,4.662,5.021,5.076,5.18,5.212,5.259,5.274,5.326,5.37,5.388,5.468,5.514,5.621,5.642,5.761,5.816,5.93,6.064,6.285,6.318,6.353,6.375,6.518,6.836,6.952,7.043,7.109,7.127,7.307,7.319,7.395,7.467,7.509,7.536,7.577,7.625,7.679,7.732,7.831,7.981,8.006,8.043,8.074,8.122,8.134,8.29,8.359,8.446,8.5,8.515,8.611,8.644,8.675,8.728,8.775,8.83,8.893,9.007,9.051,9.08,9.096,9.148,9.227,9.249,9.294,9.356,9.391,9.528,9.629,9.805,9.927,9.964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.078,0.131,0.188,0.235,0.277,0.307,0.344,0.389,0.428,0.477,0.554,0.58,0.6,0.637,0.689,0.716,0.753,0.828,0.842,0.886,0.96,0.998,1.026,1.157,1.213,1.278,1.488,1.536,1.551,1.656,1.713,1.818,1.85,1.932,1.961,2.041,2.264,2.306,2.398,2.469,2.489,2.562,2.687,2.801,2.831,2.85,2.865,2.96,3.259,3.371,3.408,3.47,3.503,3.634,3.68,3.741,3.763,3.803,3.821,3.903,3.98,4.011,4.136,4.223,4.256,4.271,4.371,4.387,4.421,4.465,4.489,4.561,4.717,4.75,4.842,4.883,4.923,4.966,5.003,5.158,5.206,5.264,5.313,5.338,5.368,5.441,5.504,5.549,5.592,5.792,5.822,5.872,5.916,5.951,6.005,6.338,6.423,6.571,6.851,6.935,7.14,7.252,7.435,7.566,7.582,7.691,7.757,7.89,7.924,7.944,7.982,8.022,8.096,8.153,8.18,8.259,8.306,8.396,8.44,8.452,8.464,8.523,8.717,8.761,8.782,8.857,8.9,8.925,9.065,9.143,9.189,9.208,9.26,9.283,9.335,9.412,9.464,9.548,9.588,9.622,9.718,9.752,9.825,9.918,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.039,0.076,0.133,0.164,0.202,0.228,0.258,0.305,0.327,0.394,0.551,0.621,0.651,0.672,0.794,0.843,0.942,1.015,1.07,1.125,1.256,1.272,1.299,1.322,1.423,1.561,1.796,1.826,1.9,2.016,2.181,2.206,2.248,2.283,2.424,2.493,2.522,2.547,2.573,2.622,2.719,2.783,2.808,2.907,3.009,3.052,3.074,3.259,3.577,3.616,3.661,3.737,3.804,3.829,3.95,4.024,4.103,4.147,4.264,4.303,4.361,4.393,4.417,4.657,4.698,4.74,4.771,4.793,4.82,4.891,4.917,4.96,4.988,5.014,5.065,5.399,5.428,5.482,5.561,5.672,5.813,5.83,6.051,6.091,6.114,6.181,6.284,6.443,6.497,6.607,6.709,6.775,6.92,7.006,7.058,7.212,7.361,7.452,7.518,7.774,7.799,7.88,7.953,8.0,8.089,8.13,8.193,8.23,8.277,8.359,8.442,8.554,8.6,8.652,8.705,8.73,8.82,8.849,8.919,8.957,8.979,8.998,9.21,9.261,9.336,9.358,9.631,9.663,9.705,9.734,9.763,9.794,9.914,9.945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
