0.031,0.05,0.138,0.222,0.357,0.373,0.457,0.504,0.533,0.567,0.648,0.718,0.76,0.83,0.845,0.935,1.026,1.092,1.133,1.185,1.27,1.376,1.4,1.42,1.452,1.486,1.599,1.683,1.74,1.755,1.803,1.849,1.867,1.881,1.916,2.023,2.107,2.272,2.307,2.382,2.479,2.531,2.579,2.757,2.994,3.232,3.343,3.487,3.576,3.59,3.645,3.756,3.838,3.869,3.91,3.929,3.954,4.022,4.069,4.133,4.249,4.27,4.305,4.372,4.393,4.447,4.629,4.669,4.693,4.786,4.805,4.858,4.933,5.014,5.034,5.05,5.124,5.171,5.334,5.382,5.457,5.526,5.542,5.569,5.719,5.781,5.807,5.877,6.062,6.169,6.185,6.434,6.55,6.592,6.623,6.647,6.691,6.809,6.969,7.042,7.093,7.196,7.239,7.466,7.528,7.547,7.571,7.713,7.773,7.814,7.903,7.924,7.967,8.018,8.092,8.12,8.39,8.45,8.484,8.588,8.712,8.749,8.814,8.846,8.877,8.903,8.955,8.986,9.094,9.161,9.183,9.27,9.287,9.328,9.428,9.486,9.592,9.632,9.652,9.714,9.81,9.892,9.947,9.969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.117,0.159,0.283,0.432,0.447,0.49,0.527,0.606,0.727,0.82,0.938,0.966,1.027,1.109,1.188,1.26,1.289,1.329,1.361,1.396,1.41,1.566,1.605,1.683,1.723,1.812,1.858,1.901,1.975,2.002,2.087,2.157,2.248,2.271,2.371,2.406,2.468,2.585,2.658,2.856,3.162,3.301,3.331,3.362,3.413,3.457,3.594,3.651,3.714,3.812,3.871,3.935,3.999,4.047,4.18,4.338,4.441,4.481,4.521,4.619,4.658,4.811,4.856,5.004,5.08,5.178,5.27,5.315,5.345,5.397,5.46,5.489,5.543,5.566,5.654,5.702,5.735,5.767,5.805,5.873,5.978,6.088,6.129,6.253,6.387,6.539,6.634,6.723,6.766,6.992,7.072,7.287,7.354,7.368,7.538,7.687,7.711,7.749,7.852,7.88,7.929,7.981,8.019,8.043,8.07,8.086,8.256,8.3,8.427,8.592,8.655,8.69,8.736,8.84,8.929,8.995,9.022,9.059,9.091,9.132,9.169,9.195,9.22,9.297,9.339,9.408,9.463,9.594,9.656,9.684,9.712,9.743,9.789,9.875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.026,0.051,0.151,0.222,0.278,0.311,0.464,0.491,0.626,0.668,0.693,0.746,0.78,0.822,0.874,0.945,0.967,1.003,1.042,1.158,1.263,1.365,1.44,1.461,1.702,1.8,1.855,1.944,1.969,1.99,2.051,2.093,2.171,2.213,2.251,2.371,2.394,2.623,2.678,2.707,2.814,2.892,3.002,3.189,3.211,3.235,3.426,3.522,3.58,3.606,3.839,3.875,3.902,3.942,4.004,4.073,4.151,4.179,4.246,4.292,4.324,4.449,4.49,4.61,4.655,4.701,4.731,4.757,4.792,4.913,4.951,4.974,5.015,5.041,5.135,5.156,5.273,5.324,5.443,5.542,5.75,5.793,6.033,6.085,6.141,6.288,6.301,6.363,6.561,6.638,6.718,6.751,6.8,6.842,6.861,6.966,6.987,7.161,7.197,7.228,7.4,7.475,7.595,7.659,7.706,7.772,7.817,7.916,7.952,8.032,8.107,8.187,8.231,8.33,8.489,8.556,8.585,8.671,8.692,8.743,8.831,8.949,8.997,9.062,9.082,9.107,9.165,9.302,9.372,9.423,9.514,9.666,9.701,9.751,9.81,9.85,9.881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108,0.158,0.319,0.343,0.453,0.483,0.509,0.577,0.611,0.635,0.699,0.745,0.816,0.842,0.882,0.908,1.056,1.081,1.126,1.204,1.233,1.313,1.37,1.387,1.411,1.519,1.638,1.658,1.682,1.732,1.759,1.805,1.838,1.886,1.913,1.948,1.976,2.078,2.154,2.23,2.262,2.309,2.365,2.855,2.954,3.032,3.125,3.307,3.458,3.561,3.588,3.772,3.934,3.992,4.067,4.257,4.325,4.354,4.404,4.461,4.496,4.534,4.619,4.789,4.811,4.834,4.911,4.931,4.976,5.045,5.094,5.136,5.161,5.241,5.273,5.387,5.409,5.503,5.574,5.651,5.674,5.868,5.935,5.99,6.264,6.314,6.398,6.64,6.686,6.817,6.854,6.909,7.056,7.078,7.126,7.178,7.251,7.33,7.675,7.853,7.91,7.986,8.027,8.152,8.182,8.251,8.304,8.428,8.464,8.494,8.571,8.591,8.673,8.763,8.788,8.804,8.82,8.844,8.873,8.956,9.2,9.213,9.233,9.291,9.354,9.462,9.497,9.546,9.571,9.724,9.757,9.889,9.923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.115,0.162,0.258,0.35,0.372,0.412,0.476,0.518,0.573,0.688,0.706,0.747,0.849,0.935,0.953,1.027,1.057,1.105,1.166,1.192,1.215,1.371,1.448,1.498,1.589,1.643,1.689,1.74,1.79,1.869,1.908,2.008,2.053,2.099,2.16,2.184,2.207,2.289,2.423,2.621,2.769,2.83,2.921,3.237,3.33,3.364,3.387,3.525,3.573,3.661,3.701,3.785,3.804,4.074,4.124,4.151,4.19,4.215,4.306,4.359,4.375,4.563,4.615,4.654,4.724,4.835,4.876,4.911,4.984,5.02,5.06,5.079,5.12,5.155,5.207,5.247,5.3,5.386,5.445,5.515,5.538,5.572,5.621,5.78,5.819,5.859,6.0,6.044,6.106,6.395,6.454,6.532,6.656,6.769,6.801,6.864,7.007,7.05,7.137,7.159,7.233,7.453,7.681,7.776,7.794,7.833,7.871,8.011,8.028,8.11,8.147,8.247,8.259,8.296,8.508,8.633,8.658,8.725,8.785,8.916,8.968,9.028,9.064,9.113,9.139,9.201,9.24,9.284,9.518,9.564,9.713,9.818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.021,0.105,0.185,0.22,0.271,0.299,0.339,0.366,0.444,0.473,0.511,0.55,0.578,0.602,0.661,0.69,0.737,0.79,0.805,0.855,0.879,0.894,0.927,0.948,0.989,1.062,1.179,1.276,1.333,1.376,1.456,1.492,1.523,1.561,1.611,1.683,1.763,1.79,1.98,2.013,2.182,2.197,2.307,2.326,2.377,2.484,2.546,2.613,2.669,2.785,2.846,2.892,2.939,3.252,3.368,3.406,3.439,3.472,3.536,3.84,3.859,3.921,3.958,4.105,4.143,4.208,4.228,4.303,4.347,4.426,4.453,4.5,4.669,4.824,4.865,4.918,4.99,5.098,5.175,5.232,5.254,5.307,5.333,5.358,5.404,5.432,5.591,5.628,5.7,5.745,5.766,5.835,5.905,6.115,6.212,6.302,6.494,6.52,6.598,6.695,6.726,6.767,6.916,6.957,7.088,7.152,7.213,7.327,7.429,7.488,7.633,7.674,7.853,7.904,7.968,8.028,8.076,8.107,8.162,8.188,8.248,8.261,8.382,8.468,8.509,8.556,8.665,8.735,8.767,8.794,8.818,8.895,8.96,9.016,9.086,9.114,9.166,9.26,9.306,9.326,9.364,9.379,9.403,9.523,9.595,9.632,9.666,9.714,9.753,9.874,9.989,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092,0.153,0.19,0.204,0.252,0.319,0.332,0.493,0.528,0.574,0.615,0.628,0.68,0.754,0.804,0.893,0.913,1.013,1.064,1.08,1.118,1.147,1.208,1.233,1.281,1.335,1.385,1.439,1.495,1.594,1.623,1.733,1.829,1.886,1.914,1.961,2.056,2.141,2.288,2.404,2.438,2.475,2.534,2.742,2.875,2.977,3.021,3.112,3.179,3.454,3.757,3.794,3.858,3.957,3.992,4.167,4.287,4.336,4.428,4.496,4.575,4.696,4.749,4.85,4.87,4.924,4.963,5.132,5.248,5.281,5.31,5.401,5.485,5.585,5.696,5.843,6.063,6.166,6.194,6.248,6.285,6.342,6.448,6.532,6.689,6.731,6.804,6.904,6.96,7.077,7.135,7.295,7.384,7.42,7.489,7.662,7.736,7.764,7.839,7.881,7.949,7.971,7.989,8.028,8.086,8.166,8.194,8.252,8.354,8.384,8.476,8.499,8.532,8.597,8.69,8.707,8.764,8.785,8.815,8.859,8.884,8.921,8.937,8.97,9.011,9.07,9.171,9.195,9.263,9.296,9.333,9.362,9.452,9.493,9.53,9.579,9.71,9.751,9.81,9.933,9.954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.043,0.193,0.248,0.313,0.358,0.419,0.495,0.68,0.726,0.757,0.886,0.933,0.976,1.086,1.107,1.175,1.204,1.229,1.279,1.313,1.416,1.472,1.599,1.634,1.733,1.769,1.928,1.989,2.093,2.151,2.184,2.259,2.325,2.419,2.458,2.513,2.595,2.728,2.759,2.811,2.836,2.957,3.11,3.217,3.295,3.322,3.348,3.502,3.706,3.725,3.743,3.918,3.96,4.052,4.278,4.313,4.362,4.4,4.512,4.573,4.609,4.737,4.777,4.804,4.976,5.016,5.031,5.08,5.119,5.168,5.195,5.268,5.282,5.331,5.353,5.381,5.447,5.491,5.553,5.63,5.663,5.749,5.812,5.898,5.976,6.059,6.105,6.226,6.318,6.408,6.43,6.481,6.511,6.555,6.665,6.69,6.782,6.863,6.943,7.008,7.068,7.386,7.405,7.488,7.525,7.588,7.665,7.702,7.726,7.847,8.005,8.033,8.086,8.141,8.155,8.202,8.328,8.429,8.514,8.582,8.618,8.76,8.778,8.857,8.892,8.91,8.967,8.994,9.075,9.094,9.125,9.177,9.196,9.276,9.311,9.339,9.394,9.445,9.506,9.61,9.652,9.719,9.742,9.763,9.837,9.855,9.879,9.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.043,0.071,0.095,0.196,0.277,0.409,0.449,0.482,0.517,0.571,0.614,0.652,0.735,0.797,0.836,0.853,0.905,0.975,1.009,1.036,1.095,1.127,1.171,1.205,1.238,1.27,1.309,1.352,1.391,1.467,1.525,1.564,1.707,1.753,1.831,1.85,1.899,2.007,2.047,2.068,2.113,2.469,2.558,2.658,2.694,2.745,2.89,3.028,3.104,3.277,3.358,3.412,3.476,3.517,3.55,3.577,3.619,3.731,3.799,3.84,3.862,3.883,3.961,4.02,4.069,4.131,4.204,4.283,4.316,4.332,4.401,4.445,4.462,4.512,4.534,4.559,4.588,4.649,4.682,4.812,5.059,5.109,5.174,5.215,5.344,5.381,5.422,5.498,5.629,5.674,5.765,5.848,6.021,6.086,6.109,6.15,6.259,6.292,6.313,6.465,6.547,6.675,6.759,6.794,6.834,6.888,6.952,7.119,7.192,7.277,7.329,7.387,7.412,7.45,7.476,7.497,7.545,7.567,7.641,7.765,7.837,7.867,7.993,8.04,8.117,8.139,8.18,8.206,8.25,8.302,8.353,8.404,8.433,8.533,8.551,8.69,8.723,8.736,8.752,8.767,8.843,8.94,8.963,9.059,9.086,9.155,9.225,9.25,9.307,9.336,9.464,9.563,9.589,9.61,9.68,9.704,9.736,9.76,9.805,9.896
0.099,0.131,0.226,0.298,0.359,0.445,0.474,0.575,0.725,0.796,0.824,0.878,0.914,0.973,1.041,1.063,1.142,1.178,1.228,1.256,1.292,1.32,1.401,1.429,1.528,1.584,1.63,1.677,1.754,1.82,1.873,1.911,1.961,2.011,2.038,2.095,2.132,2.31,2.339,2.411,2.459,2.497,2.539,2.585,2.695,2.746,2.871,3.138,3.169,3.213,3.233,3.324,3.344,3.366,3.562,3.61,3.796,3.859,3.902,3.959,4.004,4.108,4.131,4.171,4.215,4.298,4.372,4.459,4.479,4.511,4.592,4.649,4.684,4.72,4.762,4.801,4.841,4.951,5.146,5.169,5.237,5.26,5.303,5.33,5.365,5.537,5.574,5.587,5.625,5.702,5.734,5.763,5.854,5.952,6.009,6.189,6.321,6.348,6.374,6.416,6.472,6.557,6.57,6.631,6.759,6.823,6.856,6.905,6.98,7.037,7.093,7.309,7.347,7.398,7.477,7.527,7.616,7.861,7.904,8.017,8.16,8.179,8.397,8.434,8.491,8.515,8.528,8.539,8.583,8.627,8.659,8.723,8.758,8.818,8.853,8.88,8.924,8.966,8.992,9.011,9.026,9.062,9.132,9.187,9.221,9.251,9.322,9.38,9.495,9.541,9.659,9.737,9.84,9.869,9.903,9.917,nan,nan,nan,nan
0.023,0.062,0.103,0.14,0.341,0.512,0.573,0.61,0.719,0.833,0.85,0.89,0.952,1.067,1.123,1.199,1.226,1.306,1.341,1.511,1.539,1.592,1.628,1.67,1.796,1.82,1.841,1.904,1.955,2.059,2.18,2.283,2.349,2.466,2.534,2.612,2.711,2.961,3.047,3.092,3.27,3.393,3.484,3.566,3.692,3.761,3.893,3.963,3.999,4.021,4.072,4.221,4.242,4.259,4.271,4.309,4.34,4.397,4.433,4.512,4.558,4.619,4.689,4.766,4.832,4.952,4.989,5.033,5.11,5.147,5.194,5.23,5.256,5.365,5.404,5.478,5.542,5.577,5.631,5.706,5.734,5.755,5.879,5.926,5.991,6.079,6.141,6.209,6.23,6.238,6.252,6.31,6.391,6.543,6.598,6.636,6.66,6.773,6.894,7.113,7.236,7.252,7.352,7.424,7.45,7.531,7.588,7.671,7.741,7.764,7.902,7.999,8.034,8.06,8.133,8.234,8.316,8.379,8.44,8.5,8.59,8.664,8.77,8.809,8.84,8.882,8.903,8.976,9.059,9.096,9.169,9.204,9.23,9.282,9.344,9.402,9.434,9.511,9.555,9.594,9.713,9.751,9.817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.046,0.115,0.139,0.298,0.342,0.357,0.485,0.515,0.608,0.813,0.85,0.944,1.016,1.044,1.087,1.13,1.165,1.286,1.311,1.37,1.399,1.42,1.441,1.527,1.577,1.625,1.803,1.832,1.9,2.075,2.231,2.244,2.472,2.758,2.82,3.168,3.233,3.355,3.462,3.521,3.639,3.733,3.778,3.852,3.998,4.067,4.147,4.329,4.417,4.47,4.561,4.577,4.652,4.666,4.688,4.734,4.768,4.833,4.853,4.878,4.944,4.971,5.088,5.226,5.296,5.428,5.488,5.549,5.603,5.64,5.69,5.766,5.794,5.822,5.874,5.944,6.018,6.087,6.143,6.275,6.311,6.339,6.576,6.634,6.812,6.942,7.116,7.449,7.552,7.795,7.829,7.922,7.935,8.0,8.027,8.056,8.118,8.163,8.179,8.207,8.239,8.322,8.358,8.405,8.44,8.477,8.563,8.585,8.606,8.664,8.754,8.796,8.826,8.872,8.899,8.927,8.963,8.997,9.028,9.093,9.165,9.196,9.25,9.307,9.391,9.458,9.478,9.516,9.57,9.622,9.666,9.764,9.865,9.935,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
