0.367,0.506,0.674,0.693,1.079,1.13,1.427,1.535,2.407,2.717,2.954,3.024,3.268,3.704,3.889,4.055,4.227,4.294,4.544,4.776,4.806,5.322,5.407,5.466,5.542,6.0,6.281,6.599,7.159,7.296,7.342,7.367,7.448,7.746,7.856,8.08,8.294,8.325,8.34,8.575,8.757,8.823,9.26,9.291,9.764,9.83,9.885,9.949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.189,0.234,0.263,0.596,0.667,0.931,1.02,1.378,1.632,1.678,1.777,1.903,2.074,2.197,2.535,2.593,2.876,3.128,3.288,3.48,3.593,3.704,3.826,3.906,4.05,4.329,4.431,4.603,4.675,4.931,5.09,5.137,5.176,5.529,5.595,5.669,6.237,6.877,6.97,7.371,7.841,7.896,7.954,7.978,8.117,8.184,8.31,8.392,8.534,8.567,8.622,8.806,8.958,8.977,9.238,9.368,9.892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.334,0.458,0.62,0.657,0.785,0.889,1.1,1.451,1.616,1.661,2.19,2.256,2.886,3.438,3.496,3.847,3.919,3.993,4.185,4.252,4.317,4.352,4.399,4.655,4.813,4.852,4.979,5.028,5.056,5.182,5.22,5.263,5.493,5.559,5.587,5.624,5.668,6.117,6.242,6.539,6.634,7.098,7.331,7.447,7.5,8.125,8.229,8.378,8.463,8.655,8.799,8.817,8.94,9.058,9.271,9.395,9.416,9.73,9.762,9.889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.136,0.239,0.474,0.611,0.671,0.702,0.894,0.978,1.06,1.087,1.125,1.19,1.472,1.635,1.761,1.883,2.066,2.338,2.937,3.0,3.345,3.542,3.905,3.954,4.278,4.338,4.383,4.461,4.49,4.522,4.846,4.881,4.915,5.021,5.067,5.193,5.274,5.809,5.864,6.343,6.585,6.643,6.733,6.962,7.743,8.642,8.8,8.861,8.886,9.341,9.375,9.555,9.886,9.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.159,0.467,0.6,0.67,0.915,0.957,1.126,1.198,1.357,1.453,1.55,1.841,2.101,2.344,2.487,3.015,3.715,4.004,4.622,4.674,4.832,4.935,4.961,5.01,5.161,5.251,5.41,5.703,6.316,6.89,7.017,7.604,8.039,8.13,8.204,8.238,8.441,8.99,9.039,9.269,9.352,9.76,9.939,9.986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.722,0.788,0.833,1.059,1.108,1.312,1.399,1.681,1.743,1.796,2.214,2.351,2.424,2.774,2.822,3.502,3.969,4.345,4.386,4.866,5.014,5.137,5.193,5.802,6.214,6.277,6.685,7.118,7.436,7.5,7.573,7.679,7.888,8.327,8.641,8.707,8.858,9.078,9.17,9.229,9.298,9.502,9.61,9.807,9.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.077,0.139,0.564,0.613,0.739,0.953,1.022,1.114,1.371,1.404,1.557,1.622,2.399,2.44,2.695,2.752,2.856,3.613,3.812,3.914,4.031,4.075,4.298,4.347,4.463,4.488,4.523,4.674,4.732,4.761,4.867,4.904,4.973,5.038,5.283,5.5,5.526,5.628,5.697,5.768,5.827,6.074,6.345,6.399,6.467,6.567,7.544,7.641,7.717,8.184,8.244,8.327,8.769,8.9,9.105,9.216,9.256,9.283,9.373,9.414,9.616,9.665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.286,0.881,0.921,1.048,1.117,1.184,1.268,1.759,1.851,1.94,2.121,2.198,2.286,2.338,2.524,3.053,4.121,4.157,4.655,4.816,4.877,4.935,5.049,5.162,5.477,5.522,5.761,5.929,6.004,6.18,6.596,6.752,7.034,7.261,7.336,7.615,7.663,7.914,8.065,8.363,8.733,8.793,9.106,9.202,9.278,9.618,9.953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.318,0.404,0.544,0.598,0.626,0.663,0.726,0.856,0.879,0.937,1.069,1.182,1.224,1.586,1.671,1.718,1.963,2.619,2.679,3.55,3.705,3.871,4.195,4.306,4.961,5.141,5.23,5.382,5.505,5.788,6.058,6.146,6.432,7.179,7.279,8.005,8.073,8.284,8.445,8.644,8.901,8.96,9.006,9.22,9.282,9.494,9.651,9.711,9.74,9.801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.445,0.5,0.573,0.709,0.99,1.063,1.377,1.411,1.463,1.499,1.714,1.976,2.068,2.169,2.313,2.375,2.876,2.917,3.604,3.856,3.994,4.255,4.588,4.717,4.748,4.871,5.054,5.171,5.261,5.735,5.895,5.999,6.13,6.223,6.378,7.266,7.7,7.757,7.789,7.846,8.07,8.191,8.258,8.673,8.815,9.018,9.242,9.303,9.513,9.538,9.716,9.827,9.887,9.954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.173,0.247,0.665,0.797,0.934,1.179,1.29,1.492,1.584,1.764,1.94,2.343,2.434,2.476,2.811,3.189,3.564,3.623,3.663,3.887,4.113,4.377,4.463,4.778,4.803,4.892,5.032,5.125,5.185,5.242,5.471,5.684,5.901,5.937,6.079,6.392,6.599,6.628,6.71,7.328,7.513,7.844,7.954,8.108,8.192,8.233,8.286,8.347,8.387,8.404,8.566,8.664,8.685,8.764,8.8,8.83,8.867,8.957,9.393,9.524,9.652,9.714,9.83,9.884,9.938,nan,nan,nan,nan,nan,nan,nan
0.116,0.195,0.284,0.425,0.476,0.574,0.634,0.889,0.914,0.955,1.119,1.193,1.248,1.332,1.609,1.754,1.926,2.235,3.339,3.422,4.008,4.285,4.549,4.615,4.681,4.746,4.826,4.97,5.367,5.512,5.984,6.195,6.356,6.676,6.734,6.843,6.907,7.35,7.439,7.968,8.023,8.095,8.308,8.346,8.416,8.578,8.67,8.773,8.882,9.01,9.127,9.29,9.356,9.432,9.465,9.618,9.716,9.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.246,0.303,0.369,0.468,0.575,0.617,0.794,0.922,1.019,1.235,1.378,1.481,1.54,1.587,1.685,1.926,1.978,2.191,2.341,2.596,3.218,3.309,3.462,3.669,3.929,3.95,4.104,4.161,4.223,4.668,4.874,4.965,5.239,5.298,5.333,5.535,5.897,5.953,6.225,6.262,6.297,6.355,6.749,7.26,7.899,8.08,8.131,8.195,8.276,8.326,8.358,8.396,8.622,8.977,8.999,9.341,9.411,9.496,9.661,9.707,9.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.212,0.417,0.703,0.946,1.057,1.113,1.228,1.307,1.564,1.642,2.08,2.198,2.306,2.383,2.894,3.592,3.735,3.857,4.106,4.441,4.497,4.54,4.612,4.677,5.097,5.286,5.34,5.431,5.746,5.893,7.269,7.401,8.06,8.114,8.368,8.446,8.48,8.857,8.925,8.987,9.025,9.056,9.079,9.309,9.441,9.478,9.734,9.883,9.949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.109,0.297,0.341,0.748,0.929,1.055,1.132,1.255,1.376,1.565,1.605,1.656,1.697,1.817,2.107,2.154,2.577,3.391,3.567,3.959,4.083,4.186,4.41,4.637,4.667,4.974,5.514,5.676,5.729,5.937,6.004,6.073,6.179,6.271,6.334,6.409,6.474,6.524,6.775,7.145,7.206,7.358,7.641,7.912,8.077,8.343,8.398,8.446,8.517,8.584,8.666,8.873,8.968,9.022,9.443,9.515,9.723,9.839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.254,0.409,0.467,0.493,0.602,0.635,1.101,1.129,1.23,1.329,1.48,1.541,1.661,1.721,1.91,2.192,2.91,2.969,3.662,3.978,4.025,4.121,4.166,4.305,4.768,4.848,4.885,5.025,5.153,5.19,5.339,5.709,5.968,6.177,6.262,6.512,6.539,6.796,7.469,8.177,8.207,8.434,8.752,8.854,8.899,9.097,9.309,9.382,9.483,9.703,9.869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.352,0.447,0.469,0.506,0.532,0.871,0.998,1.055,1.186,1.28,1.519,1.79,1.819,1.97,2.039,2.138,2.231,2.386,2.42,3.418,3.641,3.801,3.859,4.072,4.116,4.146,4.46,4.666,4.859,4.893,5.064,5.152,5.204,5.223,5.303,5.495,6.006,6.47,7.3,7.454,7.561,7.658,7.97,8.036,8.11,8.442,8.808,8.95,9.084,9.105,9.494,9.55,9.579,9.764,9.783,9.923,9.961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.042,0.092,0.261,0.577,0.707,0.869,0.92,0.969,1.215,1.262,1.408,1.643,1.853,1.901,2.264,2.367,2.651,3.667,3.752,3.782,4.014,4.101,4.373,4.449,4.549,5.026,5.113,5.206,5.27,5.603,6.235,6.363,6.422,6.451,6.491,6.584,6.782,6.888,7.031,7.348,7.678,7.792,7.851,8.117,8.174,8.229,8.412,8.644,8.884,8.912,9.258,9.294,9.438,9.69,9.892,9.916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.049,0.121,0.266,0.309,0.509,0.884,0.96,0.981,1.04,1.567,1.625,1.774,2.323,2.987,3.169,3.771,3.961,4.006,4.111,4.151,4.181,4.294,4.53,4.555,4.681,5.06,5.087,5.156,5.351,5.564,5.59,5.686,5.784,6.414,7.021,7.18,7.307,7.342,8.138,8.234,8.381,8.517,8.57,8.717,8.757,8.824,9.04,9.327,9.791,9.852,9.956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.25,0.463,0.51,0.741,0.812,0.876,0.946,0.979,1.089,1.755,1.787,3.17,3.315,4.044,4.306,4.503,4.551,4.621,4.784,4.817,5.027,5.272,5.363,5.662,5.916,5.948,6.862,6.913,7.36,7.91,8.509,8.546,8.971,9.03,9.28,9.845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.345,0.455,0.49,0.545,0.677,0.898,0.94,1.172,1.296,1.443,1.477,1.559,1.645,1.69,1.853,1.961,2.329,2.539,2.68,3.406,3.431,3.495,3.774,3.797,4.045,4.353,4.436,4.738,4.858,4.882,5.252,5.405,5.471,5.497,5.66,5.805,6.627,6.677,6.808,7.483,7.51,8.01,8.064,8.141,8.267,8.316,8.369,8.468,8.531,8.685,8.874,9.065,9.364,9.386,9.664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.105,0.192,0.525,0.978,1.144,1.341,1.462,1.6,1.727,1.804,1.841,1.999,2.144,2.176,2.226,4.083,4.491,4.7,4.854,4.958,5.031,5.059,5.115,5.317,5.43,5.541,5.581,5.715,6.207,6.242,6.286,6.497,6.616,6.641,7.123,7.356,7.516,7.635,7.966,8.158,8.32,8.424,8.664,8.754,8.958,9.047,9.128,9.268,9.487,9.629,9.658,9.718,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.197,0.49,0.553,1.07,1.127,1.461,1.979,2.012,2.256,3.074,3.631,4.551,4.759,4.854,4.96,5.066,5.208,5.621,5.658,5.73,5.88,5.915,5.973,6.146,6.314,6.667,7.133,7.289,7.433,7.987,8.244,8.832,8.858,9.013,9.121,9.16,9.391,9.413,9.487,9.523,9.666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.421,0.474,0.608,0.805,0.852,0.914,1.082,1.144,1.244,1.352,1.404,1.484,1.974,2.016,2.35,3.731,3.852,4.042,4.182,4.621,4.763,4.86,4.95,5.005,5.062,5.677,5.911,6.047,6.121,7.045,7.216,7.854,8.146,8.318,8.626,9.195,9.321,9.346,9.392,9.658,9.844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.384,0.441,0.499,0.738,0.992,1.024,1.072,1.294,1.552,1.742,1.797,1.836,2.029,2.302,2.951,3.325,3.874,4.394,4.538,4.699,4.765,5.139,5.179,5.563,6.342,6.405,6.6,7.087,7.248,7.318,7.663,7.7,7.789,7.814,7.848,7.969,8.163,8.28,8.347,8.384,8.523,8.685,8.881,8.956,9.057,9.127,9.28,9.491,9.657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.183,0.223,0.373,0.55,0.642,0.688,0.789,0.898,1.089,1.298,1.558,1.778,1.801,2.005,2.041,2.175,2.648,2.774,3.305,3.451,3.604,3.834,4.126,4.282,4.506,4.558,4.926,5.13,5.324,5.361,5.683,5.84,5.931,5.985,6.322,6.366,6.416,6.496,6.589,6.667,6.804,7.225,7.511,7.599,7.698,7.967,8.006,8.055,8.214,8.282,8.499,8.564,8.652,8.707,8.749,8.842,8.939,8.969,9.009,9.056,9.079,9.103,9.159,9.211,9.311,9.357,9.397,9.43,9.508,9.568,9.92,9.945
0.183,0.312,0.547,0.794,0.905,1.001,1.059,1.088,1.34,1.381,1.577,1.898,1.989,2.152,2.445,2.627,2.663,2.745,3.253,3.381,3.426,3.617,3.653,3.791,3.853,4.093,4.471,4.496,4.545,4.604,4.765,4.785,4.865,5.009,5.083,5.167,5.197,5.328,5.421,5.468,5.497,5.567,5.625,5.868,5.911,6.021,6.322,6.422,6.532,6.624,6.821,7.58,7.959,8.615,8.81,8.943,8.967,9.074,9.157,9.176,9.277,9.544,9.605,9.66,9.709,9.808,9.918,9.944,nan,nan,nan,nan
0.03,0.055,0.13,0.257,0.439,0.491,0.585,0.631,0.668,0.825,0.941,1.245,1.364,1.509,1.536,1.651,1.843,1.983,2.501,2.593,2.769,2.998,3.623,3.71,3.962,4.317,4.387,4.814,4.9,4.914,5.008,5.266,5.333,5.669,6.049,6.227,6.419,6.834,6.889,7.145,7.177,7.489,7.671,8.197,8.28,8.372,8.429,8.755,8.801,8.949,9.006,9.043,9.121,9.198,9.249,9.475,9.501,9.628,9.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.048,0.211,0.42,0.489,0.551,0.717,0.784,0.869,0.894,0.915,1.007,1.118,1.314,1.44,1.906,2.304,3.044,3.322,3.752,4.048,4.062,4.216,4.278,4.448,4.522,4.758,5.067,5.099,5.328,5.371,5.771,6.378,6.741,7.064,7.322,7.461,7.815,7.91,8.063,8.329,8.398,8.658,8.738,8.773,8.883,9.051,9.202,9.303,9.432,9.502,9.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06,0.5,0.556,0.592,0.791,0.937,1.278,1.324,2.055,2.399,2.465,3.117,3.768,3.83,3.88,3.981,4.147,4.292,4.484,4.623,4.899,4.922,5.044,5.278,5.459,5.571,5.629,5.748,5.885,6.154,6.218,6.274,6.397,6.458,6.699,6.956,7.048,7.699,7.82,7.948,8.072,8.154,8.322,8.52,8.573,8.994,9.152,9.458,9.56,9.71,9.771,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.078,0.161,0.357,0.431,0.512,0.678,0.733,0.946,1.088,1.158,1.589,1.697,2.002,2.118,2.165,2.329,2.732,2.889,3.038,3.275,3.516,3.579,3.713,3.924,4.015,4.218,4.412,4.508,4.644,4.659,5.091,5.166,5.222,5.439,5.535,5.734,5.762,5.945,6.415,6.459,6.688,6.831,7.065,7.492,7.84,8.088,8.234,8.707,8.917,9.06,9.197,9.448,9.477,9.693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.214,0.323,0.455,0.526,0.769,0.827,0.977,1.394,1.486,1.617,1.801,1.884,1.95,2.027,2.438,2.65,3.157,3.255,3.717,3.889,4.157,4.712,4.878,4.905,5.04,5.087,5.125,5.173,5.243,5.27,5.402,5.457,5.504,5.572,5.737,5.799,5.839,6.093,6.407,6.444,6.537,6.727,7.066,7.157,7.327,7.538,8.326,8.428,8.783,8.967,9.252,9.395,9.661,9.853,9.955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09,0.222,0.268,0.347,0.416,0.787,0.845,0.973,1.187,1.25,1.317,1.436,1.528,2.009,2.071,2.119,2.405,2.678,2.907,3.044,3.267,3.649,3.715,4.182,4.464,4.578,4.849,4.914,4.984,5.073,5.424,5.472,5.508,5.641,5.775,5.903,5.928,6.747,6.927,7.721,7.823,8.055,8.111,8.247,8.416,8.467,8.76,8.881,9.357,9.377,9.859,9.929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.207,0.442,0.589,0.68,0.885,0.971,1.05,1.213,1.329,1.44,1.637,1.763,2.364,2.489,2.528,2.716,2.935,3.472,3.529,3.655,3.717,3.888,4.107,4.144,4.778,4.87,5.079,5.293,5.351,5.446,5.85,6.11,6.226,6.517,6.61,6.716,7.152,7.286,7.445,7.774,7.906,8.197,8.429,8.653,8.761,8.814,8.924,9.1,9.272,9.349,9.373,9.642,9.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.66,1.022,1.232,1.358,1.487,1.512,1.738,1.799,1.824,1.914,2.084,2.339,2.456,3.029,3.184,3.422,3.786,4.072,4.388,4.649,5.008,5.262,5.303,5.441,5.554,5.583,5.608,5.643,6.429,6.573,6.791,6.962,7.093,7.409,8.03,8.059,8.299,8.405,8.53,8.596,8.695,8.952,9.091,9.117,9.322,9.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.119,0.399,0.57,0.727,1.033,1.109,1.17,1.245,1.284,1.326,1.455,1.873,2.209,2.265,2.3,2.985,3.024,3.109,3.197,3.365,3.448,3.56,3.614,3.773,3.84,3.908,4.052,4.077,4.199,4.377,4.538,4.683,4.948,4.982,5.134,5.173,5.28,5.328,5.514,5.643,5.674,5.754,5.818,6.183,6.308,6.437,6.462,7.225,7.354,7.559,7.858,8.03,8.158,8.201,8.428,8.466,8.55,8.621,8.681,8.715,8.857,9.027,9.052,9.099,9.448,9.756,9.804,nan,nan,nan,nan,nan
0.181,0.336,0.461,0.479,0.855,0.987,1.348,1.467,1.815,1.859,1.877,1.954,2.265,2.345,2.726,2.968,3.867,4.078,4.252,4.323,4.451,4.618,4.716,4.822,4.89,5.317,5.437,5.494,5.549,5.719,5.764,5.852,5.867,6.163,6.638,7.093,8.121,8.231,8.29,8.616,8.716,8.985,9.243,9.404,9.624,9.658,9.7,9.795,9.878,9.902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.091,0.243,0.336,0.388,0.414,0.483,0.559,0.606,0.731,0.807,0.871,1.185,1.745,1.874,1.924,2.061,2.104,2.19,2.248,2.355,2.575,2.745,2.825,3.411,3.482,3.726,3.915,4.078,4.11,4.397,4.514,4.651,4.718,4.791,4.841,5.001,5.068,5.091,5.233,5.283,5.324,5.377,5.439,5.478,5.679,5.777,6.424,6.828,6.893,7.266,7.523,7.668,8.131,8.844,9.135,9.387,9.443,9.792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.358,0.681,0.733,0.775,0.797,1.081,1.113,1.194,1.365,1.65,1.839,2.145,2.282,2.307,2.4,2.6,2.686,3.318,3.685,4.275,4.433,4.499,4.532,4.87,5.15,5.426,5.472,5.514,5.815,5.891,6.026,7.562,7.736,8.144,8.337,8.363,8.542,8.62,8.759,8.829,8.957,9.084,9.259,9.302,9.555,9.651,9.917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.056,0.283,0.348,0.542,0.597,0.621,0.801,0.986,1.108,1.323,1.393,1.614,1.91,1.953,2.074,2.118,2.383,2.637,2.871,2.949,3.058,3.129,3.258,3.467,3.506,3.575,3.764,3.879,4.07,4.221,4.266,4.338,4.459,4.65,4.72,4.809,5.043,5.202,5.232,5.427,5.469,5.933,5.982,6.551,6.656,6.795,7.393,7.47,7.682,7.936,7.977,8.04,8.07,8.357,8.455,8.677,8.847,9.055,9.202,9.258,9.404,9.748,9.805,9.824,9.951,nan,nan,nan,nan,nan,nan,nan
0.081,0.308,0.373,0.567,0.622,0.646,0.826,1.011,1.133,1.348,1.418,1.639,1.935,1.978,2.099,2.143,2.408,2.662,2.896,2.974,3.083,3.154,3.283,3.492,3.531,3.6,3.789,3.904,4.095,4.246,4.291,4.363,4.484,4.675,4.745,4.834,5.068,5.227,5.257,5.452,5.494,5.958,6.007,6.576,6.681,6.82,7.418,7.495,7.707,7.961,8.002,8.065,8.095,8.382,8.48,8.702,8.872,9.08,9.227,9.283,9.429,9.773,9.83,9.849,9.976,nan,nan,nan,nan,nan,nan,nan
