0.109,0.194,0.357,0.472,0.535,0.643,1.202,1.262,1.435,1.521,1.873,1.933,2.065,2.168,2.67,2.737,2.84,3.103,3.38,4.44,4.469,4.635,4.745,4.832,4.969,5.083,5.252,5.321,5.356,5.516,5.7,6.013,6.354,6.577,6.63,6.768,7.049,7.218,7.531,7.579,7.641,7.732,7.827,7.906,8.171,8.901,8.971,9.197,9.367,9.406,9.557,9.833,9.898,9.993,10.05,10.1,10.21,10.321,10.373,10.532,10.827,11.35,11.511,11.589,11.683,11.78,12.03,12.142,12.305,12.395,12.575,12.712,12.893,13.015,13.217,13.617,14.08,14.546,14.669,14.936,15.064,15.137,15.183,15.318,15.361,15.483,15.945,16.014,16.145,16.19,16.31,16.344,16.443,16.537,16.864,16.894,17.141,17.215,17.923,17.954,18.318,18.428,18.532,18.737,18.768,19.059,19.261,19.33,19.393,19.518,19.654,19.747,19.967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.112,0.173,0.205,0.348,0.375,0.421,0.462,0.772,0.945,2.384,2.612,2.904,3.0,3.045,3.381,3.667,3.845,4.032,4.348,4.535,4.654,4.936,5.014,5.287,5.651,6.026,6.377,6.525,6.652,7.069,7.17,8.087,8.128,8.15,8.195,8.231,8.271,8.402,8.56,8.746,8.965,9.414,9.504,9.724,9.857,10.004,10.435,10.469,10.581,10.619,10.686,11.33,11.442,11.461,11.724,11.768,12.078,12.188,12.507,12.793,13.03,13.107,13.331,13.396,13.599,13.741,14.105,14.287,14.359,14.525,14.627,14.888,15.281,15.415,15.442,15.514,15.586,15.71,16.003,16.082,16.125,16.411,16.575,17.055,17.331,17.351,17.626,17.661,17.679,17.808,18.04,18.307,18.459,18.522,18.77,18.916,18.989,19.295,19.339,19.656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.24,0.309,0.455,0.592,0.747,0.795,0.934,1.235,1.393,1.956,2.217,2.341,2.423,2.499,2.672,2.73,2.927,3.221,3.329,4.325,4.541,4.636,4.705,4.798,4.872,5.097,5.186,5.328,5.361,5.458,5.499,5.682,5.76,5.95,6.156,6.171,6.233,6.472,6.619,6.637,6.717,6.783,7.049,7.176,7.913,8.022,8.059,8.11,8.771,8.829,8.977,9.131,9.504,9.545,9.629,9.728,10.049,10.206,10.33,10.625,11.142,11.655,11.699,11.885,11.976,12.04,12.299,12.526,12.706,12.776,12.811,12.947,13.004,13.101,13.501,13.566,13.962,14.236,14.423,14.48,14.541,14.835,14.861,14.922,14.996,15.06,15.103,15.231,15.305,15.466,15.701,15.795,15.844,16.274,16.402,16.462,16.572,16.694,16.844,16.872,17.122,17.361,17.637,18.034,18.238,18.372,18.595,18.684,18.698,18.901,18.971,19.168,19.279,19.346,19.709,19.789,nan,nan,nan,nan,nan,nan,nan
0.077,0.133,0.316,0.439,0.457,0.671,0.711,0.866,1.23,1.308,1.458,1.948,2.217,2.446,2.516,2.907,2.959,3.004,3.58,3.693,3.821,4.059,4.115,4.684,5.203,5.309,5.804,5.854,6.024,6.393,6.482,6.547,6.622,6.693,6.806,7.217,7.514,7.627,7.724,7.87,7.959,8.359,8.725,8.833,9.061,9.23,9.325,9.474,9.646,9.734,9.882,9.943,10.02,10.249,10.315,10.415,10.763,11.068,11.176,11.364,11.494,11.651,11.763,12.173,12.562,12.707,12.739,13.073,13.392,13.552,13.792,13.874,13.99,14.371,14.418,14.519,14.684,14.752,14.821,15.086,15.254,15.359,15.475,15.606,15.66,15.802,15.869,16.133,16.22,16.373,16.399,16.77,17.381,17.465,17.516,17.723,17.85,18.071,18.224,18.255,18.461,18.773,18.818,19.316,19.749,19.932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.13,0.262,0.421,0.573,0.765,0.82,1.095,1.61,1.645,1.744,1.899,1.931,2.306,2.648,2.781,2.935,3.13,3.301,3.429,3.509,3.654,3.678,4.286,4.359,4.747,4.801,4.825,5.032,5.124,5.384,6.059,6.3,6.356,6.455,6.626,6.762,6.984,7.236,7.401,7.447,7.946,8.088,8.123,8.272,8.501,8.625,8.907,9.517,9.545,9.699,9.736,9.807,9.826,9.919,9.967,9.99,10.013,10.193,10.231,10.458,10.778,10.991,11.36,11.466,11.838,12.347,12.397,12.52,12.564,12.718,13.046,13.095,13.556,13.761,14.025,14.273,14.351,14.903,14.951,15.317,15.722,15.98,16.251,16.276,16.329,16.66,16.751,17.13,17.375,17.552,18.057,18.256,18.293,18.381,18.682,18.968,19.051,19.093,19.185,19.349,19.468,19.512,19.868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.044,0.168,0.554,0.644,1.167,1.234,1.483,1.792,2.117,2.161,2.333,2.413,2.48,2.719,2.78,2.85,3.185,3.21,3.363,3.658,3.698,4.185,4.439,4.535,4.696,4.78,4.946,4.967,5.041,5.41,5.755,5.857,6.25,6.345,6.414,6.452,6.809,6.867,6.969,7.053,7.082,7.141,7.22,7.322,7.418,7.512,7.606,7.827,7.864,8.628,8.662,8.678,8.772,8.88,9.259,9.77,10.054,10.42,10.46,10.711,10.745,10.808,11.051,11.079,11.586,11.966,12.05,12.118,12.363,12.457,12.557,12.673,12.695,12.793,12.902,12.957,13.077,13.13,13.375,13.499,13.599,13.77,13.887,14.164,14.305,14.777,14.885,14.993,15.404,15.445,15.67,15.706,15.764,15.782,15.871,16.057,16.18,16.304,16.637,16.662,16.7,16.735,16.772,16.893,17.094,17.216,17.37,17.575,17.796,17.834,18.063,18.136,18.801,18.892,18.935,19.342,19.499,19.674,19.807,nan,nan,nan,nan
0.146,0.486,0.693,0.995,1.116,1.398,1.593,1.688,1.779,1.819,2.143,2.26,2.467,2.596,2.667,2.886,3.123,3.15,3.297,3.461,3.506,3.916,4.067,4.214,4.408,4.461,4.862,5.229,5.309,5.698,6.082,6.373,6.472,6.618,7.035,7.152,7.236,7.825,7.871,8.03,8.762,8.842,8.898,9.174,9.321,9.487,9.552,9.688,9.838,9.877,10.051,10.378,10.491,10.772,11.771,11.815,11.876,11.91,11.988,12.075,12.326,12.474,12.723,12.762,12.88,12.969,13.242,13.296,13.473,13.555,13.833,13.894,14.074,14.287,14.4,14.449,14.497,14.605,14.751,14.958,15.004,15.032,15.137,15.313,15.775,16.191,16.748,16.894,17.147,17.636,17.721,18.168,18.522,18.581,18.611,18.726,18.826,19.225,19.409,19.777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.254,0.397,0.632,0.931,1.281,1.356,1.509,1.634,1.96,2.473,2.546,2.921,3.025,3.13,3.194,3.267,4.185,4.234,4.382,4.536,4.666,4.975,5.107,5.171,5.372,5.582,5.663,5.717,5.824,6.024,6.355,6.621,6.682,6.789,6.923,7.031,7.133,7.228,7.323,7.44,7.497,7.62,7.936,8.267,8.607,8.709,8.909,8.965,9.457,10.088,10.479,10.557,10.827,11.219,11.565,11.98,12.408,12.431,12.817,12.861,12.904,13.258,13.31,13.457,13.68,14.251,14.353,14.661,14.938,15.105,15.851,16.038,16.056,16.099,16.226,16.36,16.647,16.716,17.212,17.27,17.593,17.875,17.995,18.042,18.328,18.768,18.847,19.026,19.149,19.205,19.404,19.66,19.763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.12,0.544,0.721,0.858,0.973,1.105,1.226,1.307,2.158,2.248,2.471,2.561,2.991,3.409,3.779,3.888,4.337,4.45,4.54,4.623,4.846,5.142,5.221,5.254,5.449,5.518,5.596,6.001,6.111,6.518,6.563,6.863,7.168,7.294,7.53,7.642,7.72,7.831,8.288,8.33,8.605,8.699,9.248,9.384,9.534,9.803,10.021,10.166,10.436,10.516,10.587,10.981,11.285,11.442,11.48,11.655,11.717,11.84,11.927,12.214,12.247,12.321,12.356,12.579,12.984,13.084,13.358,14.271,14.315,14.395,14.464,14.51,14.578,14.759,15.045,15.102,15.167,15.35,15.44,15.794,16.263,16.325,16.61,16.899,17.744,17.782,17.849,18.163,18.248,18.3,18.413,18.444,18.518,18.706,18.983,19.09,19.512,19.992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.19,0.232,0.904,0.964,1.043,1.153,1.368,1.537,2.203,2.509,2.691,3.046,3.333,3.455,3.512,3.926,3.981,4.021,4.328,4.969,5.262,5.729,6.029,6.155,6.223,6.49,6.656,6.723,6.798,6.913,6.966,7.054,7.68,7.719,8.7,8.759,8.812,8.898,8.934,9.395,9.441,9.664,9.853,9.888,10.479,10.966,11.103,11.22,11.386,11.443,11.651,12.0,12.244,12.473,12.512,12.582,12.655,12.74,12.881,13.675,13.708,13.98,14.278,14.398,14.62,14.737,15.065,15.254,15.572,15.597,15.838,17.107,17.247,17.376,17.471,17.523,17.621,17.812,17.9,18.608,18.688,18.854,18.87,18.911,18.95,18.985,19.193,19.208,19.324,19.478,19.708,19.943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.202,0.451,0.775,0.884,1.085,1.288,2.011,2.132,2.346,2.642,2.752,2.782,2.89,2.909,2.987,3.02,3.059,3.241,3.446,3.889,3.934,4.038,4.068,4.105,4.16,4.505,4.861,4.918,5.09,5.176,5.62,5.719,5.875,5.905,6.63,6.684,6.869,6.884,7.396,7.514,7.648,7.832,8.275,8.495,8.624,8.649,8.871,8.984,9.052,9.275,9.461,9.882,9.903,10.076,10.097,10.292,10.591,10.63,10.76,11.029,11.116,11.365,11.509,11.755,11.834,11.926,12.095,12.382,12.464,12.676,12.972,13.28,13.324,13.68,14.207,14.347,14.447,14.668,14.82,14.837,14.882,15.321,15.555,15.94,16.417,16.463,16.618,16.92,17.201,17.246,17.372,17.514,17.611,17.782,18.43,18.485,18.555,18.601,18.795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.206,0.5,0.743,0.91,1.238,1.325,1.352,1.863,2.177,2.268,2.351,2.713,2.946,3.136,3.182,3.249,3.301,3.457,3.613,3.716,3.952,4.08,4.214,4.508,4.777,4.976,5.266,5.587,5.966,6.293,6.521,6.568,6.589,6.632,6.711,6.826,6.882,6.946,7.249,7.434,7.584,7.744,7.874,7.906,8.071,8.396,8.563,8.754,8.909,9.007,9.15,9.266,9.322,9.366,9.433,9.494,10.063,10.101,10.555,10.716,10.84,11.475,11.861,12.296,12.694,13.098,13.127,13.17,13.218,13.404,13.575,13.605,13.881,14.033,14.195,14.664,15.042,15.17,15.31,15.499,15.782,16.454,16.623,16.783,16.928,17.268,17.752,17.844,18.185,18.457,18.566,18.84,19.189,19.425,19.596,19.745,19.951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.152,0.188,0.254,0.308,0.72,1.043,1.195,1.332,1.75,1.87,2.077,2.274,2.377,2.493,2.711,3.199,3.241,3.274,3.337,3.876,3.967,4.121,4.185,4.467,4.493,4.602,4.67,4.748,4.822,4.916,5.001,5.275,5.6,5.652,5.994,6.078,6.29,6.505,6.537,6.57,6.741,6.788,6.933,7.066,7.241,7.315,7.388,7.421,7.466,7.707,8.086,8.171,8.299,8.557,8.628,8.732,8.791,8.989,9.172,9.255,9.557,9.919,10.156,10.488,10.71,10.904,10.996,11.043,11.379,11.432,11.498,11.841,11.966,12.129,12.472,12.551,12.67,12.957,13.531,13.663,13.723,14.391,14.462,14.64,14.772,15.094,15.221,15.422,15.574,15.62,15.952,16.086,16.112,16.421,16.528,16.635,16.716,16.807,16.835,16.956,17.033,17.301,17.416,17.49,17.718,17.739,17.839,18.12,18.296,18.325,18.526,18.637,18.778,18.999,19.601,19.941,19.998,nan,nan,nan,nan,nan,nan
0.062,1.224,1.617,1.868,1.967,2.017,2.143,2.179,2.374,2.712,2.905,3.346,3.503,3.877,4.128,4.426,5.237,6.221,6.368,6.506,6.951,7.22,7.81,7.931,8.526,8.781,8.847,9.009,9.122,9.184,9.321,9.575,9.621,9.696,9.799,10.023,10.056,10.15,10.518,12.525,13.228,13.463,13.602,13.767,13.884,13.943,14.033,14.186,14.689,14.85,14.938,15.118,15.317,15.485,15.807,15.847,15.903,16.203,16.609,16.824,17.054,17.159,17.277,17.347,17.796,18.315,18.518,19.194,19.405,19.459,19.838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.123,0.429,0.466,0.565,0.699,1.178,1.477,1.732,1.859,1.901,2.89,3.111,3.165,3.862,4.344,4.446,4.605,4.793,4.892,4.997,5.048,5.101,5.256,5.276,5.35,5.528,5.546,5.563,5.637,5.967,6.423,6.815,7.305,7.421,7.562,7.704,7.807,7.954,8.202,8.251,8.288,8.733,9.11,9.403,9.482,9.556,9.636,9.851,10.006,10.723,10.802,10.911,11.044,11.263,11.387,11.495,11.643,11.759,12.009,12.69,12.984,13.529,13.657,13.761,14.227,14.431,14.536,14.693,14.956,15.093,15.646,15.97,16.024,16.329,16.352,16.398,16.522,16.556,17.035,17.32,17.467,17.557,18.259,18.304,18.558,18.907,19.036,19.077,19.165,19.513,19.88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.185,0.446,0.498,0.576,0.678,0.892,1.108,1.603,1.713,1.764,2.008,2.196,2.315,2.655,2.773,2.98,3.054,3.155,3.177,3.758,3.829,4.263,4.546,4.617,4.708,4.769,4.989,5.106,5.505,5.858,5.953,6.01,7.023,7.162,7.266,7.456,7.974,8.061,8.232,8.381,8.785,9.209,9.361,9.515,9.605,9.645,10.013,10.059,10.105,10.288,10.344,10.497,10.557,10.782,10.984,11.238,11.388,11.429,11.453,11.632,11.87,11.95,12.066,12.394,12.823,12.999,13.116,13.61,13.627,13.725,13.912,14.081,14.289,14.541,14.734,15.131,15.201,15.655,15.724,15.88,16.151,16.244,16.598,16.961,17.092,17.482,17.546,17.76,17.825,18.01,18.161,18.211,18.242,18.498,18.59,18.735,18.882,18.928,19.34,19.515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.595,0.853,1.178,1.327,1.471,1.843,1.969,2.192,2.342,2.39,2.821,3.164,3.285,3.38,3.604,3.679,3.769,3.879,4.098,4.161,4.266,4.471,4.832,4.903,5.293,5.505,5.627,5.811,5.874,5.933,6.598,6.776,7.075,7.246,7.478,7.539,7.672,7.82,7.886,8.021,8.11,8.775,8.862,8.958,9.2,9.268,9.378,9.485,9.741,9.816,10.017,10.303,10.603,10.728,10.805,10.86,10.98,11.097,11.239,11.444,11.746,12.195,12.416,13.469,13.985,14.058,14.097,14.234,14.302,14.512,14.591,14.659,15.512,15.637,15.714,16.216,16.572,16.83,17.019,17.296,17.325,17.498,17.649,17.69,17.955,17.993,18.063,18.149,18.224,18.396,18.482,18.66,18.794,19.032,19.633,19.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11,0.269,0.799,1.283,1.697,1.869,2.082,2.127,2.283,2.829,3.111,3.137,3.424,3.468,3.715,3.735,3.782,3.821,3.893,4.23,4.297,4.475,4.524,4.579,4.656,4.738,4.79,4.83,4.853,4.992,5.21,5.422,5.466,5.566,6.154,6.393,7.09,7.24,7.287,7.345,7.373,7.584,8.25,8.359,8.452,8.511,8.622,8.657,8.69,8.71,8.741,9.021,9.344,9.411,9.471,9.523,9.949,10.077,10.491,10.902,10.962,11.064,11.32,11.342,11.635,11.866,12.11,12.454,12.541,12.705,12.748,12.767,13.251,13.35,13.41,13.728,14.353,14.598,14.766,14.855,14.983,15.08,15.495,15.634,16.125,16.347,16.388,16.559,16.712,16.739,17.113,17.209,17.267,17.705,17.788,17.844,17.931,17.965,18.039,18.111,18.458,18.56,18.906,19.037,19.076,19.201,19.239,19.322,19.381,19.743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.192,0.35,0.445,0.618,0.697,1.104,1.371,1.43,1.443,1.487,1.966,2.181,2.212,2.324,2.431,2.65,2.736,3.031,3.255,3.335,3.736,3.911,3.947,4.059,4.161,4.216,4.372,4.449,4.484,4.731,4.826,5.314,5.333,5.62,5.704,5.826,5.958,6.131,6.685,6.742,6.776,7.022,7.401,7.479,7.634,8.167,9.104,9.225,9.384,9.546,9.617,9.664,9.863,10.23,10.357,10.481,10.513,10.684,10.898,11.249,11.386,11.729,11.958,11.994,12.222,12.386,12.44,13.0,13.018,13.082,13.273,13.292,13.326,13.432,13.601,13.673,14.248,14.403,14.781,14.894,15.066,15.1,15.244,15.326,15.495,15.778,15.807,15.986,16.066,16.334,16.414,16.631,16.778,16.908,16.979,17.087,17.545,17.616,17.769,17.865,18.067,18.885,18.971,19.125,19.427,19.73,19.887,19.926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
