0.384,0.427,0.696,0.927,1.006,1.096,1.14,1.348,1.373,2.024,2.54,2.725,2.859,2.899,3.405,3.537,3.896,3.989,4.027,4.327,4.476,4.55,4.575,4.686,4.837,4.888,5.264,5.668,6.276,6.369,6.477,6.621,6.691,7.02,7.251,7.533,7.702,7.771,8.04,8.09,8.254,8.39,8.501,8.808,8.862,8.985,9.239,9.294,9.378,9.652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.026,0.275,0.57,0.585,0.771,0.809,0.846,0.987,1.314,1.449,1.798,1.844,2.447,2.714,3.286,3.456,3.498,4.058,4.146,4.201,4.319,4.454,4.796,4.854,5.01,5.368,5.529,5.651,5.714,6.159,6.28,6.432,6.573,7.237,7.529,7.645,7.729,7.998,8.495,8.54,8.709,8.884,8.937,8.975,9.037,9.219,9.377,9.408,9.663,9.757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.097,0.282,0.677,0.703,0.869,1.052,1.105,1.216,1.522,1.607,1.687,1.91,2.002,2.052,2.167,2.6,2.754,3.048,3.783,3.9,4.206,4.278,4.369,4.48,4.607,4.641,4.792,4.892,4.929,5.068,5.587,5.624,5.752,5.882,6.056,6.096,6.258,6.625,6.708,7.507,7.696,7.853,7.87,7.917,8.019,8.182,8.377,8.484,8.653,8.846,8.938,9.058,9.418,9.559,9.786,9.914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.123,0.208,0.272,0.511,0.63,0.768,0.993,1.245,1.562,1.645,1.697,1.871,1.911,2.2,2.715,2.794,3.1,3.674,3.912,4.231,4.466,4.6,4.656,4.724,4.811,5.052,5.192,5.23,5.598,5.698,5.758,5.863,6.054,6.259,6.343,6.67,6.704,6.762,7.147,7.662,7.74,8.106,8.344,8.384,8.835,9.2,9.289,9.468,9.513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.096,0.248,0.402,0.479,0.656,0.743,1.146,1.213,1.333,1.427,1.448,1.538,1.681,1.809,2.012,2.103,2.148,2.199,2.235,2.369,3.257,3.308,3.448,3.746,4.164,4.721,4.908,5.173,5.303,5.402,5.532,5.737,5.808,5.856,5.946,6.574,6.701,7.337,7.991,8.115,8.341,8.535,8.691,8.838,9.169,9.324,9.728,9.761,9.863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.187,0.312,0.511,0.677,0.732,0.85,0.886,1.016,1.094,1.466,1.81,2.023,2.101,2.406,2.762,3.918,4.143,4.175,4.271,4.522,4.661,4.739,4.843,4.909,4.996,5.088,5.175,5.566,5.612,5.713,5.923,6.027,6.668,6.907,7.169,7.432,7.484,8.021,8.217,8.24,8.311,8.345,8.424,8.477,8.572,8.633,8.666,8.965,9.043,9.093,9.135,9.435,9.618,9.696,9.764,9.818,9.856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.132,0.195,0.419,0.571,0.615,0.645,0.727,0.854,0.905,0.969,1.097,1.218,1.301,1.359,1.418,1.463,1.592,1.71,1.766,1.802,2.141,2.564,2.723,2.781,2.87,3.25,3.745,3.782,4.225,4.427,4.485,4.534,4.576,4.634,4.65,4.753,4.93,4.961,5.154,5.258,5.289,5.512,5.753,5.815,5.891,6.041,6.153,6.212,6.675,7.103,7.257,7.403,7.484,7.694,7.957,8.058,8.14,8.299,8.464,8.624,8.704,8.729,9.052,9.16,9.561,9.708,9.901,9.983
0.037,0.056,0.113,0.154,0.431,0.681,0.727,1.101,1.167,1.807,1.843,2.721,2.946,3.186,3.24,3.824,3.852,4.074,4.14,4.163,4.225,4.258,4.53,4.583,4.744,4.87,5.049,5.214,5.308,5.597,5.652,5.773,6.028,6.563,6.724,8.086,8.255,8.335,8.593,8.805,8.995,9.02,9.038,9.06,9.198,9.225,9.599,9.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.025,0.172,0.305,0.347,0.568,0.825,1.259,1.485,1.649,2.059,2.242,2.737,2.804,3.236,3.34,3.646,3.675,3.721,3.917,3.997,4.189,4.424,4.535,4.716,4.946,5.133,5.547,5.79,5.899,6.144,6.569,6.733,6.958,7.48,7.659,7.896,8.008,8.321,8.576,8.715,8.76,9.114,9.271,9.286,9.33,9.518,9.683,9.837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.053,0.184,0.339,0.765,1.275,1.374,1.496,1.79,2.335,2.379,2.484,2.832,3.037,3.057,3.216,3.633,3.69,3.72,3.792,3.892,3.963,4.064,4.328,4.464,5.218,5.416,5.487,5.53,5.926,5.984,6.097,6.461,6.496,7.325,7.516,7.538,7.722,7.751,7.787,7.841,7.899,7.954,8.219,8.742,8.758,9.037,9.093,9.154,9.345,9.363,9.64,9.669,9.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.091,0.243,0.293,0.36,0.577,0.625,0.748,0.882,0.929,1.041,1.329,1.603,1.623,2.117,2.403,2.653,2.926,2.962,3.063,3.372,3.516,3.82,4.152,4.387,4.421,4.538,4.646,4.727,4.888,5.06,5.392,5.507,5.748,6.132,6.173,6.227,6.797,7.171,7.831,8.201,8.25,8.29,8.421,8.448,8.577,8.712,8.735,8.798,9.04,9.209,9.482,9.556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.076,0.233,0.263,0.33,0.403,0.636,0.823,1.042,1.099,1.299,1.351,1.847,1.953,2.346,2.488,2.592,3.355,3.767,3.913,4.141,4.216,4.26,4.376,4.415,4.505,4.823,4.91,4.951,5.031,5.099,5.215,5.733,5.971,6.219,6.285,7.548,7.728,7.999,8.173,8.312,8.355,8.6,8.678,8.791,8.837,8.957,9.236,9.471,9.524,9.599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.121,0.206,0.37,0.422,0.528,0.559,0.894,0.966,1.081,1.103,1.152,1.218,1.387,1.508,1.712,1.753,1.923,2.081,2.375,3.13,3.398,3.516,3.555,3.777,4.042,4.248,4.442,4.544,5.249,5.275,5.455,5.655,5.834,5.915,6.803,7.842,8.144,8.48,8.588,8.625,8.646,8.92,9.01,9.283,9.584,9.709,9.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.234,0.274,0.305,0.563,0.746,1.095,1.397,1.426,1.674,1.729,1.745,1.858,2.125,2.184,2.273,2.425,2.848,3.114,3.537,3.655,4.8,4.864,4.956,5.013,5.07,5.126,5.314,5.569,5.615,5.666,5.736,5.785,6.096,6.261,6.455,6.948,7.356,7.615,7.898,7.943,8.002,8.57,8.644,8.696,8.76,8.945,8.982,9.032,9.433,9.463,9.49,9.514,9.579,9.748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.096,0.397,0.587,0.84,1.0,1.039,1.072,1.206,1.272,1.332,1.37,1.415,1.455,1.511,1.583,1.622,2.065,2.107,2.623,2.664,2.769,3.038,3.153,3.225,3.337,3.415,3.604,3.631,3.666,4.084,4.288,4.375,4.797,4.969,5.02,5.198,5.231,5.279,5.336,5.395,5.446,5.486,5.63,5.913,6.036,6.127,6.485,6.659,7.064,7.248,7.457,7.663,8.129,8.197,8.42,8.518,8.702,8.81,8.87,8.9,9.211,9.595,9.674,9.823,9.91,nan,nan,nan
0.18,0.326,0.437,0.924,1.046,1.086,1.269,1.783,2.158,2.725,3.013,3.116,3.2,3.369,3.954,4.101,4.185,4.225,4.239,4.409,4.464,4.5,4.62,4.831,4.853,4.971,5.086,5.108,5.166,5.356,5.423,5.464,5.777,5.854,6.037,6.383,6.536,6.858,7.001,7.074,7.172,7.642,7.724,7.891,8.436,8.514,8.638,8.823,8.964,9.012,9.083,9.186,9.268,9.414,9.567,9.697,9.969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.233,0.303,0.391,0.615,0.959,1.085,1.179,1.255,1.299,1.612,1.693,1.869,1.96,2.059,2.252,2.316,2.513,3.497,3.832,4.002,4.185,5.097,5.166,5.214,5.321,5.454,5.578,5.846,5.889,6.064,6.154,6.179,6.377,6.418,6.757,6.973,7.767,7.868,7.894,8.165,8.693,8.745,8.782,8.84,8.926,9.002,9.289,9.367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.046,0.131,0.681,0.84,0.968,1.398,1.542,1.74,1.812,2.509,2.554,3.165,3.325,3.483,3.583,3.684,3.991,4.015,4.356,4.836,5.504,5.539,5.574,5.604,6.125,6.165,6.544,6.887,7.128,7.316,7.613,7.648,7.801,7.838,8.289,8.779,8.895,9.005,9.193,9.221,9.274,9.327,9.449,9.573,9.665,9.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.104,0.392,0.6,1.164,1.474,1.831,2.244,2.319,2.369,2.489,3.05,3.301,3.529,3.738,3.788,3.833,3.884,3.9,4.032,4.293,4.607,4.85,5.235,5.317,5.455,5.556,6.139,6.178,6.236,6.517,7.98,8.708,8.736,8.924,8.964,8.992,9.064,9.466,9.604,9.863,9.962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.133,0.183,0.236,0.485,0.55,0.753,0.821,0.891,1.254,1.301,1.411,1.496,1.827,1.889,1.923,1.986,2.12,2.173,2.572,2.834,2.934,3.133,3.304,4.319,4.69,4.73,4.942,5.418,5.444,5.465,5.936,5.959,6.208,6.293,6.354,6.559,6.676,6.802,6.971,7.025,7.513,7.791,7.813,7.916,8.087,8.124,8.189,8.272,8.424,8.491,8.665,8.849,9.03,9.178,9.269,9.304,9.437,9.483,9.684,9.722,9.869,nan,nan,nan,nan,nan,nan,nan
0.132,0.148,0.17,0.245,0.327,0.378,0.707,0.799,0.941,1.183,1.396,1.523,1.696,1.89,1.977,2.06,2.29,2.546,4.009,4.499,4.582,4.959,5.109,5.198,5.254,5.616,5.831,5.859,5.924,5.956,6.098,6.815,7.512,7.559,7.704,7.737,7.792,7.827,7.917,8.062,8.124,8.209,8.26,8.319,8.338,8.386,8.527,8.937,9.031,9.208,9.228,9.255,9.363,9.423,9.564,9.871,9.929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.359,0.511,0.584,0.692,1.468,1.556,1.626,1.67,1.715,1.946,2.368,3.358,3.464,3.564,3.607,3.95,4.036,4.157,4.417,4.457,5.134,5.332,6.13,6.464,7.716,7.881,8.006,8.128,8.495,8.673,9.098,9.22,9.292,9.819,9.874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.056,0.131,0.248,0.449,0.525,0.596,0.646,0.751,0.779,0.824,0.903,1.043,1.161,1.22,1.384,1.846,1.902,2.075,2.223,2.276,2.67,2.753,2.891,3.892,4.126,4.528,4.611,4.926,4.987,5.021,5.171,5.24,5.288,5.486,5.561,5.651,5.834,5.892,6.033,6.123,6.351,6.417,6.615,6.924,6.973,7.343,7.402,7.77,7.898,7.95,8.005,8.168,8.457,8.485,8.534,8.973,9.122,9.158,9.298,9.409,9.499,9.727,9.909,nan,nan,nan,nan,nan
0.473,0.548,0.641,0.77,0.893,1.141,1.458,1.546,1.62,1.837,2.017,2.122,2.148,2.767,2.837,3.085,3.133,3.289,3.458,3.542,3.736,3.9,4.019,4.194,4.376,4.415,4.729,4.779,4.886,5.028,5.108,5.222,5.32,5.456,5.59,5.626,5.993,6.046,6.074,6.107,6.846,6.911,6.93,7.203,7.244,7.819,7.921,8.304,8.457,8.919,8.995,9.168,9.324,9.575,9.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.089,0.187,0.258,0.388,0.471,0.519,0.538,0.663,0.759,0.829,0.924,1.067,1.256,1.513,2.027,3.689,3.912,4.045,4.347,4.518,4.565,4.697,4.961,5.017,5.077,5.288,5.533,5.825,5.942,6.095,6.197,6.366,6.739,6.895,7.07,7.357,7.424,7.527,7.593,7.637,7.697,7.797,7.985,8.137,8.156,8.475,8.535,8.783,8.877,8.904,9.107,9.273,9.411,9.648,9.732,9.892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.124,0.335,0.364,0.429,0.566,0.771,0.863,0.898,1.111,1.212,1.596,1.855,2.078,2.143,2.429,3.631,3.666,3.919,4.013,4.06,4.472,4.504,4.665,4.738,4.965,5.089,5.328,5.428,5.673,5.765,5.968,6.009,6.06,6.51,6.586,6.606,6.864,6.908,7.204,7.331,7.522,7.771,7.802,7.848,7.998,8.332,8.396,8.617,8.86,9.106,9.529,9.609,9.669,9.912,9.961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.115,0.391,0.678,0.792,0.842,0.874,0.949,1.031,1.156,1.37,1.439,1.61,1.792,1.83,2.296,2.345,2.582,2.745,2.767,3.299,3.42,3.856,4.1,4.172,4.191,4.383,4.565,4.763,4.883,5.009,5.08,5.311,5.458,5.541,5.744,6.006,6.126,6.409,7.45,7.562,7.67,8.131,8.21,8.303,8.349,8.592,8.725,8.978,9.064,9.152,9.671,9.858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.205,0.242,0.282,0.396,0.495,0.644,0.783,0.812,1.041,1.153,1.293,1.31,1.377,1.42,1.715,1.799,1.852,2.275,2.518,2.575,2.689,2.803,3.31,3.374,3.737,3.902,4.314,4.399,4.448,4.851,4.937,5.124,5.156,5.206,5.255,5.273,5.294,5.418,5.501,5.562,5.744,5.878,5.901,5.984,6.017,6.152,6.333,6.404,6.485,6.571,6.693,6.932,8.318,8.435,8.55,8.655,8.732,9.016,9.054,9.087,9.239,9.367,9.399,9.45,9.499,9.751,nan,nan
0.148,0.301,0.56,0.638,0.805,0.934,1.237,1.258,1.483,1.526,1.59,1.638,2.034,2.071,2.21,2.575,2.719,2.784,2.912,3.09,3.143,3.223,3.731,3.814,4.081,4.2,4.359,4.454,4.641,4.875,4.945,4.977,5.182,5.263,6.015,6.536,6.691,7.238,7.374,7.508,7.694,8.047,8.337,8.45,8.741,8.975,9.154,9.251,9.297,9.485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.078,0.335,0.43,0.771,0.905,0.985,1.049,1.139,1.208,1.443,1.675,1.778,1.808,1.945,2.049,2.146,2.247,2.708,2.775,2.839,3.38,3.426,3.803,4.072,4.13,4.244,4.384,4.632,4.814,4.977,5.17,5.255,5.669,5.783,5.816,6.091,6.664,6.748,6.936,7.104,7.732,7.786,8.061,8.35,8.586,8.642,8.764,8.982,9.023,9.202,9.313,9.397,9.721,9.88,9.978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.258,0.338,0.391,0.514,0.64,0.716,0.749,0.793,0.831,0.906,0.941,1.054,1.322,1.454,1.522,1.588,1.726,1.821,1.981,2.019,2.356,3.191,3.374,3.491,3.782,4.268,4.309,4.506,4.683,4.773,4.92,5.117,5.457,5.615,5.933,6.079,6.243,6.469,6.948,7.186,7.387,7.482,7.621,7.753,8.198,8.245,8.32,8.627,8.656,8.749,8.803,8.907,9.118,9.179,9.226,9.304,9.465,9.525,9.581,9.623,9.711,9.883,9.979,nan,nan,nan,nan,nan
0.289,0.385,0.441,0.968,1.061,1.339,1.358,1.413,1.433,1.963,1.991,2.233,2.415,2.587,2.647,3.024,3.301,3.905,4.022,4.09,4.135,4.532,4.706,5.08,5.118,5.183,5.228,5.64,5.675,5.732,6.1,6.937,7.271,7.799,7.842,7.905,7.967,8.005,8.147,8.324,8.367,8.43,8.61,8.779,9.47,9.59,9.701,9.756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.074,0.316,0.511,0.628,0.659,0.786,0.857,1.008,1.042,1.302,1.32,1.402,1.441,1.772,2.007,2.085,2.518,2.943,3.249,3.397,3.797,4.022,4.109,4.542,4.561,4.727,4.996,5.27,5.496,5.585,6.027,6.094,6.304,6.582,6.613,6.652,6.739,6.787,6.932,6.998,7.243,7.362,7.419,7.78,7.951,8.603,8.755,8.844,9.061,9.12,9.256,9.437,9.773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.085,0.111,0.143,0.389,0.474,0.517,0.795,0.835,1.475,1.925,2.157,2.313,2.588,3.371,3.526,3.718,3.916,3.977,4.108,4.23,4.424,4.67,4.691,4.753,4.829,4.972,5.108,5.293,5.376,5.403,5.455,5.666,6.125,6.213,6.703,6.856,7.03,7.177,7.992,8.083,8.222,8.692,8.904,9.138,9.274,9.337,9.361,9.564,9.688,9.736,9.791,9.908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.273,0.318,0.35,0.375,0.407,0.723,0.784,0.855,0.976,1.035,1.076,1.191,1.435,1.486,1.627,1.781,1.88,1.98,2.15,2.307,2.697,3.388,3.811,4.145,4.201,4.318,4.419,5.172,5.382,5.682,6.572,7.008,7.075,7.577,8.189,8.516,9.041,9.082,9.096,9.334,9.445,9.468,9.568,9.808,9.889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.548,0.821,0.961,0.995,1.052,1.129,1.153,1.242,1.348,1.396,1.485,1.855,2.118,2.439,2.822,2.971,3.299,3.389,3.55,3.72,3.759,4.038,4.155,4.334,4.509,4.594,4.661,4.966,5.002,5.398,5.599,5.867,6.192,7.403,8.028,8.142,8.473,8.698,8.848,8.931,9.051,9.11,9.282,9.324,9.801,9.865,9.982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107,0.154,0.227,0.399,0.655,0.755,1.049,1.281,1.301,1.397,1.593,1.934,2.093,2.241,2.668,2.702,2.806,2.95,3.123,3.896,4.08,4.365,4.548,4.73,4.851,4.967,5.043,5.4,5.707,5.773,5.918,6.798,6.944,7.083,7.433,7.555,7.783,8.405,8.453,8.571,8.727,8.758,8.802,8.836,8.866,8.916,9.002,9.221,9.47,9.633,9.727,9.956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.17,0.258,0.303,0.384,0.602,0.692,0.764,0.993,1.046,1.266,1.505,1.531,1.687,1.772,1.811,1.855,2.021,3.411,3.687,3.758,3.813,3.855,4.016,4.185,4.468,4.849,4.891,4.925,4.964,5.088,5.17,5.206,5.309,5.555,5.667,5.797,5.903,5.971,6.156,6.388,6.758,7.104,7.378,7.481,7.522,7.648,7.679,7.729,7.784,7.84,8.107,8.54,8.579,8.747,8.796,8.939,9.346,9.634,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.242,0.651,0.669,1.104,1.399,1.65,1.739,2.423,2.851,3.292,3.413,3.602,3.879,3.915,3.968,4.009,4.153,4.434,4.522,4.545,4.608,4.723,5.089,5.108,5.157,5.456,5.719,5.986,6.133,6.188,6.386,6.516,6.597,6.643,7.202,7.454,7.474,7.667,7.718,7.754,8.056,8.182,8.401,8.631,8.882,8.947,9.207,9.336,9.41,9.447,9.524,9.546,9.685,9.735,9.844,9.896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.36,0.738,0.918,0.975,1.027,1.252,1.3,1.36,1.416,1.484,1.545,1.65,1.767,1.904,1.949,2.04,2.173,2.404,3.242,3.462,3.617,3.844,3.926,4.271,4.612,4.656,4.711,5.136,5.178,5.621,5.696,5.97,6.131,6.775,7.645,7.85,8.003,8.215,8.245,8.681,8.777,9.004,9.232,9.442,9.545,9.897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.385,0.763,0.943,1.0,1.052,1.277,1.325,1.385,1.441,1.509,1.57,1.675,1.792,1.929,1.974,2.065,2.198,2.429,3.267,3.487,3.642,3.869,3.951,4.296,4.637,4.681,4.736,5.161,5.203,5.646,5.721,5.995,6.156,6.8,7.67,7.875,8.028,8.24,8.27,8.706,8.802,9.029,9.257,9.467,9.57,9.922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.41,0.788,0.968,1.025,1.077,1.302,1.35,1.41,1.466,1.534,1.595,1.7,1.817,1.954,1.999,2.09,2.223,2.454,3.292,3.512,3.667,3.894,3.976,4.321,4.662,4.706,4.761,5.186,5.228,5.671,5.746,6.02,6.181,6.825,7.695,7.9,8.053,8.265,8.295,8.731,8.827,9.054,9.282,9.492,9.595,9.947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.435,0.813,0.993,1.05,1.102,1.327,1.375,1.435,1.491,1.559,1.62,1.725,1.842,1.979,2.024,2.115,2.248,2.479,3.317,3.537,3.692,3.919,4.001,4.346,4.687,4.731,4.786,5.211,5.253,5.696,5.771,6.045,6.206,6.85,7.72,7.925,8.078,8.29,8.32,8.756,8.852,9.079,9.307,9.517,9.62,9.972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
