0.051,0.159,0.63,0.703,0.796,1.158,1.221,1.46,1.623,1.925,1.983,2.293,3.041,3.382,3.682,3.872,4.156,4.406,4.495,4.708,4.821,4.84,4.894,4.973,5.013,5.058,5.073,5.171,5.29,5.534,5.597,5.665,5.734,5.825,5.941,6.146,6.421,6.759,6.943,7.056,7.122,7.491,7.551,7.592,7.726,8.205,8.24,8.266,8.351,8.495,8.552,8.744,8.994,9.179,9.437,9.572,9.791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09,0.22,0.317,0.496,0.558,0.808,0.876,0.989,1.071,1.111,1.208,1.406,1.573,1.756,1.946,2.022,2.159,2.472,2.513,2.636,2.818,3.821,3.874,4.191,4.355,4.454,4.672,4.814,4.98,5.207,5.316,5.457,5.495,5.695,5.757,5.938,5.985,6.145,6.576,6.824,6.883,7.35,7.478,7.531,7.667,7.877,8.269,8.524,8.554,8.6,8.656,9.018,9.116,9.194,9.327,9.347,9.573,9.716,9.959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.139,0.451,0.534,0.636,0.705,0.839,1.145,1.221,1.25,1.309,1.536,1.866,2.063,2.434,3.135,3.203,3.345,3.469,3.605,4.064,4.342,4.451,4.537,4.571,4.592,4.783,4.838,4.876,4.941,5.053,5.185,5.339,5.78,6.132,6.335,6.57,6.799,7.121,7.227,7.289,7.471,7.952,8.502,8.824,8.873,8.934,8.964,9.049,9.361,9.425,9.938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.193,0.395,0.581,0.713,0.831,1.065,1.099,1.137,1.178,1.252,1.468,1.599,1.663,1.707,1.821,1.86,2.03,2.071,2.162,2.27,2.467,3.006,3.435,3.527,3.59,3.717,3.768,3.808,3.991,4.106,4.371,4.495,4.723,4.948,5.148,5.302,5.353,5.549,5.812,5.961,6.108,6.222,6.298,6.36,6.983,7.032,7.654,7.76,7.897,8.035,8.084,8.141,8.205,9.045,9.082,9.113,9.303,9.611,9.74,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.416,0.79,0.975,1.391,2.069,2.185,2.321,2.406,2.428,2.522,3.038,3.122,3.805,3.847,3.897,4.603,4.79,5.052,5.114,5.265,5.526,5.571,5.747,5.789,6.197,6.249,6.468,7.452,7.496,7.541,7.601,7.947,8.015,8.226,8.31,8.428,8.563,8.759,8.95,9.013,9.192,9.459,9.627,9.664,9.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.33,0.61,0.684,0.741,0.822,1.099,1.177,1.353,1.408,1.507,1.875,2.279,3.174,3.285,3.504,3.644,3.715,3.834,3.913,4.086,4.216,4.241,4.445,4.656,4.74,5.079,5.101,5.158,5.381,5.428,5.638,5.706,5.742,6.021,6.072,6.197,6.382,7.436,7.597,7.847,8.05,8.435,8.499,8.54,8.596,8.672,8.953,9.094,9.464,9.503,9.869,9.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.283,0.366,0.438,0.684,0.828,0.882,0.94,0.994,1.081,1.251,1.299,1.572,1.76,1.786,1.873,1.899,1.975,2.107,2.202,2.367,2.438,2.594,2.834,3.123,3.157,3.2,3.258,3.553,3.669,3.91,4.154,4.165,4.24,4.505,4.529,4.586,4.745,4.899,5.195,5.221,5.563,5.683,5.855,6.373,6.446,6.708,7.169,7.718,7.78,7.867,8.068,8.356,8.603,8.704,8.75,8.79,8.815,8.904,9.014,9.39,9.771,9.874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.159,0.242,0.374,0.412,0.455,0.508,0.789,1.04,1.083,1.149,1.27,1.341,1.437,1.969,2.089,2.163,2.305,2.46,2.499,2.731,2.795,2.93,3.496,3.622,3.757,3.849,4.251,4.68,4.832,5.103,5.262,5.318,5.48,5.544,5.589,5.627,5.724,5.792,6.193,6.633,6.98,7.049,7.286,7.44,7.628,7.791,7.885,7.97,8.062,8.295,8.354,8.381,8.408,8.588,8.736,8.926,9.089,9.158,9.18,9.489,9.647,9.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.08,0.367,0.581,1.084,1.117,1.258,1.338,1.474,1.526,1.631,1.889,1.999,2.139,2.471,2.708,2.978,3.813,3.935,4.188,4.742,4.805,4.862,4.971,4.999,5.187,5.468,5.574,5.825,5.954,6.14,6.343,6.64,6.975,7.492,7.522,7.711,7.764,8.171,8.431,8.502,8.588,8.628,8.666,8.803,8.906,8.927,9.072,9.244,9.327,9.468,9.507,9.536,9.885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.167,0.507,0.689,0.729,0.772,0.816,0.901,0.953,0.984,1.213,1.246,2.106,2.511,2.625,2.663,2.715,2.794,3.081,3.32,3.405,3.953,4.281,4.7,5.091,5.201,5.257,5.927,6.212,6.279,6.395,6.818,7.558,7.904,8.501,8.537,8.714,8.842,8.87,8.937,9.079,9.141,9.289,9.415,9.449,9.639,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.712,0.831,0.885,1.096,1.193,1.23,1.345,1.381,1.689,2.131,2.339,2.804,2.85,3.157,4.166,4.306,4.435,4.488,4.74,4.926,4.97,5.07,5.399,5.539,6.435,6.82,6.855,6.891,7.351,7.609,7.635,7.964,8.031,8.157,8.445,8.57,8.648,8.696,8.742,8.801,8.846,9.167,9.253,9.345,9.437,9.474,9.764,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.148,0.191,0.218,0.337,0.46,0.59,0.822,0.848,0.901,1.147,1.203,1.286,1.677,1.757,1.921,2.414,2.594,2.645,2.821,2.854,2.957,3.167,3.231,3.527,3.953,4.089,4.277,4.352,4.475,4.532,4.604,5.095,5.145,5.241,5.412,5.464,5.702,6.083,6.495,6.786,7.233,7.567,7.735,8.03,8.235,8.352,8.401,8.451,8.703,8.786,8.995,9.376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.046,0.295,0.661,0.808,1.035,1.165,1.382,1.538,1.629,1.677,1.707,1.855,2.156,2.313,2.543,3.091,3.504,3.706,4.024,4.04,4.607,4.665,4.902,5.027,5.181,5.544,5.656,5.738,5.806,6.646,6.7,6.868,7.157,7.669,7.967,8.236,8.292,8.366,8.414,8.592,8.704,8.915,8.988,9.052,9.085,9.169,9.215,9.393,9.501,9.557,9.667,9.759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.114,0.146,0.251,0.377,0.483,0.555,0.634,0.754,0.809,0.888,0.919,0.962,1.232,1.351,1.455,1.494,2.317,2.393,2.637,3.488,3.654,3.828,4.007,4.434,5.058,5.081,5.118,5.136,5.23,5.258,5.556,5.764,6.067,6.372,6.413,6.731,7.114,7.276,7.44,7.614,7.716,7.972,8.027,8.113,8.203,8.305,8.556,8.824,8.86,8.952,8.986,9.474,9.551,9.664,9.926,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175,0.664,0.733,0.814,1.065,1.295,1.449,1.47,1.611,2.403,2.507,3.016,3.188,3.319,3.551,3.633,4.088,4.371,4.406,4.783,4.81,4.862,4.91,5.201,5.308,5.358,5.52,5.635,5.98,6.15,7.211,7.393,7.512,7.542,8.215,8.553,8.779,8.854,8.978,9.028,9.268,9.302,9.427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.181,0.262,0.413,0.5,0.656,1.104,1.294,1.465,1.495,1.621,1.782,1.999,2.093,2.157,2.2,2.339,2.484,3.07,3.39,3.537,4.199,4.24,4.671,4.777,4.954,5.072,5.326,5.48,5.541,5.84,5.872,6.186,6.582,6.611,7.123,7.289,7.318,7.69,8.158,8.291,8.364,8.526,8.646,8.952,8.98,9.057,9.226,9.469,9.53,9.699,9.775,9.873,9.918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.074,0.141,0.352,0.504,0.6,0.637,0.674,0.761,0.812,0.857,0.904,1.386,1.439,1.524,1.661,1.851,1.994,2.627,2.728,3.313,3.521,4.384,4.516,4.838,5.006,5.038,5.069,5.239,5.335,5.566,5.955,6.135,6.494,6.678,6.843,7.044,7.643,7.712,7.993,8.054,8.127,8.68,8.708,8.751,8.844,8.989,9.015,9.154,9.236,9.547,9.663,9.84,9.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.167,0.364,0.532,0.709,0.854,0.88,1.163,1.409,1.619,1.793,1.922,2.067,2.346,2.636,2.821,3.754,4.084,4.238,4.281,4.437,4.626,4.834,4.874,4.905,5.002,5.064,5.125,5.193,5.22,5.257,5.305,5.344,5.431,5.478,5.694,5.746,5.837,5.862,5.981,6.075,6.199,6.228,6.647,7.91,8.02,8.081,8.175,8.271,8.391,8.564,8.609,8.706,8.782,8.824,8.911,8.958,9.077,9.242,9.433,9.63,9.802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.162,0.458,0.663,0.813,0.836,1.008,1.021,1.093,1.794,2.387,2.945,3.142,3.409,3.64,3.702,4.06,4.545,4.686,4.757,4.872,5.079,5.182,5.294,5.432,5.458,5.614,5.931,6.235,6.328,6.423,6.532,7.054,7.8,7.981,8.015,8.205,8.236,8.363,8.517,8.821,9.092,9.138,9.403,9.499,9.712,9.751,9.783,9.912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.63,0.747,1.195,1.232,1.396,1.663,2.215,2.376,2.779,2.842,3.025,3.1,3.438,3.745,4.283,4.324,4.476,4.628,4.774,4.954,5.134,5.297,5.402,5.617,5.815,5.993,6.026,6.451,6.594,6.754,6.855,7.085,7.165,8.106,8.154,8.277,8.323,8.39,8.461,8.668,8.805,8.939,9.154,9.357,9.406,9.458,9.478,9.548,9.699,9.834,9.955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.217,0.247,0.382,0.584,0.964,1.061,1.345,1.711,1.772,2.062,2.204,2.26,2.283,2.36,2.434,3.107,3.307,3.764,4.159,4.186,4.451,4.587,4.625,4.65,4.787,4.899,5.069,5.154,5.187,5.244,5.355,5.517,5.673,5.701,5.779,5.978,6.26,7.265,7.339,7.688,7.921,7.983,8.127,8.172,8.294,8.433,8.603,8.679,8.829,8.884,8.969,9.282,9.395,9.69,9.718,9.804,9.853,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.041,0.078,0.137,0.329,0.487,1.12,1.251,1.317,1.458,1.563,1.612,1.86,2.688,3.051,3.31,3.952,4.063,4.139,4.189,4.567,4.695,4.724,4.773,4.852,5.262,5.311,5.336,5.535,5.658,5.939,6.451,6.705,6.788,7.149,7.829,8.023,8.242,8.357,8.484,8.522,8.579,8.864,8.978,9.156,9.832,9.906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.065,0.188,0.247,0.308,0.396,0.662,0.786,0.828,0.866,0.936,1.204,1.649,1.713,1.739,2.172,3.031,3.121,3.419,3.658,3.826,3.998,4.396,4.525,4.809,4.944,4.979,5.033,5.087,5.199,5.314,5.59,5.701,5.902,6.073,6.167,6.196,6.453,7.511,8.022,8.364,8.415,8.529,8.858,8.885,8.978,9.421,9.799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061,0.388,0.44,0.777,0.947,1.624,1.825,2.09,2.169,2.297,2.893,2.917,2.97,3.15,3.46,3.537,3.742,3.918,4.049,4.184,4.371,4.448,4.506,4.552,4.619,4.664,5.046,5.08,5.153,5.19,5.277,5.828,5.933,6.029,6.12,6.195,6.511,6.761,7.336,7.468,7.573,7.876,8.264,8.364,8.392,8.563,8.604,8.633,8.695,8.739,8.871,9.042,9.064,9.163,9.282,9.658,9.715,9.848,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.317,0.385,0.457,0.584,0.83,0.911,1.001,1.048,1.102,1.163,1.23,1.344,1.429,1.506,1.686,1.73,1.784,1.839,1.87,2.053,2.087,2.129,2.18,2.216,2.477,2.941,3.089,3.171,3.357,3.684,3.815,3.978,4.004,4.071,4.222,4.28,4.376,4.413,4.662,4.937,5.006,5.215,5.268,5.375,5.487,5.754,5.926,5.968,6.231,6.334,6.541,6.839,7.053,7.117,7.377,7.779,8.001,8.103,8.138,8.616,8.657,8.745,8.793,8.969,9.15,9.264,9.309,9.459,9.511,9.821,9.846,9.872
0.105,0.397,0.685,0.804,0.866,0.973,1.083,1.101,1.33,1.391,1.433,1.525,1.87,2.108,2.236,2.719,2.94,3.076,3.457,3.645,3.716,3.804,3.839,4.094,4.154,4.257,4.297,4.327,4.354,4.767,4.848,4.988,5.089,5.324,5.354,5.404,5.494,5.535,5.64,5.684,5.843,6.211,6.256,6.454,6.596,6.721,7.664,7.769,7.918,8.205,8.295,8.454,8.496,8.855,9.106,9.146,9.215,9.328,9.45,9.561,9.645,9.805,9.959,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.21,0.473,0.526,0.576,0.718,0.849,0.925,1.032,1.152,1.183,1.296,1.354,1.408,1.483,1.533,1.908,2.228,2.272,2.764,2.822,2.937,2.995,3.2,3.483,3.641,4.268,4.32,4.595,4.643,4.766,4.829,5.008,5.045,5.148,5.177,5.254,5.494,5.619,5.896,6.091,6.374,7.023,7.368,7.611,7.698,7.985,8.047,8.254,8.389,8.449,8.488,8.694,8.769,9.048,9.373,9.463,9.596,9.747,9.959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.62,0.759,1.016,1.137,1.362,1.415,1.548,1.756,1.913,1.952,2.055,2.489,2.571,3.295,3.413,3.561,3.668,3.722,3.82,4.321,4.396,4.528,4.628,4.809,4.97,5.164,5.188,5.266,5.338,5.427,5.471,5.553,5.733,6.372,7.106,7.358,7.747,7.883,8.101,8.214,8.313,8.435,8.537,8.707,8.84,8.867,9.048,9.207,9.428,9.623,9.775,9.877,9.959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038,0.078,0.586,0.694,1.443,1.459,2.053,2.153,2.502,2.548,2.618,2.686,2.917,3.064,3.142,3.379,3.709,3.809,3.991,4.213,4.395,4.507,4.608,4.884,4.944,5.308,5.367,5.405,5.72,5.85,5.953,6.002,6.099,6.46,7.391,7.541,7.697,7.781,7.879,8.099,8.229,8.384,8.519,8.574,8.671,8.751,8.796,8.873,8.928,8.972,9.205,9.304,9.379,9.441,9.891,9.998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.119,0.178,0.339,1.092,1.519,1.568,1.62,1.683,2.529,2.583,2.653,3.184,3.386,3.782,3.807,4.023,4.422,4.515,4.539,4.598,4.682,4.736,4.846,4.873,5.017,5.452,5.651,5.709,6.362,6.526,6.545,6.658,7.046,7.243,7.321,7.405,7.496,7.581,7.631,8.029,8.42,8.775,8.847,9.065,9.438,9.462,9.662,9.703,9.772,9.905,9.936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.223,0.379,0.43,0.813,0.941,1.133,1.343,1.433,2.05,2.159,2.203,2.506,2.938,3.029,3.163,3.408,3.881,4.004,4.232,4.409,4.459,4.751,4.878,4.923,5.099,5.23,5.278,5.34,5.406,5.446,5.599,6.083,6.188,6.703,6.952,7.393,7.677,7.877,7.973,8.227,8.279,8.46,8.492,8.629,8.72,8.956,9.015,9.111,9.175,9.249,9.364,9.772,9.922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.068,0.107,0.156,0.196,0.237,0.377,0.468,0.656,0.756,0.827,0.858,1.234,1.263,1.457,1.579,1.611,1.718,1.92,2.204,2.305,3.099,3.311,3.525,3.747,4.041,4.448,4.501,4.53,4.608,4.917,5.537,5.835,5.877,5.928,6.079,6.714,6.904,7.686,7.776,7.865,7.897,8.152,8.394,8.503,8.586,8.887,8.941,9.089,9.156,9.226,9.588,9.61,9.871,9.886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.088,0.644,0.859,0.896,0.963,1.219,1.349,1.373,1.815,1.933,1.99,2.111,2.168,2.46,2.897,3.204,3.266,3.54,4.294,4.339,4.639,4.712,4.892,5.063,5.347,5.561,5.603,5.709,5.909,5.998,6.098,6.368,6.434,6.851,6.972,7.226,7.468,7.884,8.216,8.246,8.745,8.821,9.01,9.117,9.338,9.684,9.787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.034,0.126,0.2,0.336,0.38,0.49,0.677,0.745,0.783,0.975,1.095,1.145,1.297,1.473,1.885,2.017,2.229,2.676,3.107,3.607,3.975,4.125,4.279,4.439,4.55,4.661,4.759,5.08,5.453,5.587,5.634,5.689,5.747,5.814,6.024,6.064,6.209,6.456,6.9,7.137,7.861,8.107,8.227,8.261,8.507,8.673,8.731,8.765,8.892,8.935,8.973,9.229,9.447,9.67,9.944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.324,0.482,0.839,0.946,1.064,1.229,1.336,1.435,1.566,1.678,1.807,2.001,2.455,2.474,2.612,3.441,3.548,3.786,3.884,3.912,4.03,4.082,4.238,4.439,4.533,4.665,4.791,4.842,4.908,5.198,5.351,5.486,5.625,5.906,5.989,6.165,6.439,6.815,6.97,7.341,7.528,7.69,7.874,8.075,8.093,8.182,8.282,8.413,8.464,8.578,8.613,8.65,8.695,9.103,9.361,9.49,9.665,9.692,9.843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.076,0.173,0.235,0.289,0.425,0.51,0.651,0.834,1.243,1.408,1.474,1.53,1.742,1.985,2.014,2.084,2.288,2.373,2.569,3.199,3.246,3.443,3.539,3.676,4.05,4.084,4.151,4.356,4.479,4.716,4.796,4.887,5.087,5.18,5.711,5.974,6.125,6.46,6.524,6.779,7.11,7.382,7.647,7.84,8.063,8.275,8.355,8.415,8.464,8.715,8.887,9.126,9.251,9.468,9.503,9.545,9.592,9.648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.242,0.326,0.393,0.666,0.755,1.067,1.303,1.771,2.242,2.535,2.945,2.959,3.082,3.124,3.907,4.124,4.159,4.278,4.331,4.417,4.652,4.674,4.907,5.101,5.122,5.401,5.521,5.665,5.706,5.757,6.108,6.152,6.307,6.391,6.678,7.101,7.271,7.371,7.636,7.752,7.839,8.041,8.255,8.391,8.456,8.673,8.843,9.026,9.105,9.173,9.207,9.304,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.068,0.1,0.788,1.079,1.155,1.199,1.225,1.293,1.408,1.617,1.668,1.974,2.079,2.3,2.658,2.774,2.876,3.045,3.234,4.162,4.253,4.281,4.298,4.486,4.598,4.732,5.105,5.31,5.343,5.669,6.022,6.056,6.41,6.657,7.365,7.726,7.793,8.303,8.806,8.845,8.947,9.117,9.152,9.263,9.353,9.4,9.503,9.559,9.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.197,0.308,0.443,0.578,0.898,1.119,1.255,1.426,1.618,1.809,1.921,2.124,2.167,2.244,2.289,2.369,2.529,2.821,3.12,3.364,3.792,3.989,4.041,4.098,4.267,4.313,4.63,4.827,4.896,5.213,5.371,5.495,5.559,5.673,5.738,5.784,5.955,6.055,6.448,6.471,6.801,6.977,7.31,7.983,8.148,8.228,8.386,8.414,8.532,8.583,8.694,9.053,9.208,9.303,9.68,9.805,9.969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.084,0.202,0.563,0.882,0.98,1.066,1.104,1.455,1.913,2.31,2.458,2.531,2.915,2.941,3.181,3.403,3.475,3.653,3.847,4.074,4.122,4.312,4.465,4.551,4.674,4.731,5.13,5.413,5.474,5.491,5.838,6.615,7.478,8.152,8.335,8.409,8.463,8.819,8.835,8.919,8.985,9.105,9.439,9.491,9.616,9.65,9.715,9.77,9.856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
