0.241,0.483,0.695,0.848,0.885,0.92,1.02,1.085,1.175,1.303,1.344,1.464,1.533,1.561,1.778,2.117,3.072,3.28,3.886,3.904,4.293,4.416,4.628,4.682,4.743,4.79,4.935,5.016,5.18,5.224,5.292,5.343,5.661,5.914,5.969,6.137,6.873,6.978,7.199,7.667,7.874,8.044,8.144,8.187,8.398,8.719,8.755,8.899,8.926,8.995,9.054,9.272,9.461,9.487,9.526,9.731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.213,0.394,0.481,0.514,0.572,1.009,1.254,1.401,1.597,1.864,2.127,2.287,2.355,2.569,2.878,2.926,3.099,3.611,3.792,4.074,4.143,4.287,4.321,4.38,4.546,4.627,4.766,4.864,4.927,4.958,5.039,5.085,5.196,5.275,5.579,5.752,5.898,5.988,6.016,6.928,6.987,7.384,8.122,8.245,8.299,8.48,8.582,8.645,9.048,9.107,9.178,9.219,9.294,9.368,9.392,9.547,9.671,9.705,9.962,nan,nan,nan,nan,nan,nan,nan,nan
0.952,0.969,1.04,1.116,1.281,1.367,1.424,1.595,1.627,1.846,2.053,3.101,3.552,3.599,4.006,4.339,4.491,4.572,4.635,4.68,4.78,4.833,4.954,5.203,5.324,5.396,5.581,5.61,5.757,5.818,5.908,6.344,6.415,6.703,6.83,6.887,7.863,8.094,8.551,8.625,8.985,9.021,9.108,9.24,9.291,9.408,9.454,9.488,9.534,9.602,9.639,9.931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.124,0.393,0.445,0.476,0.539,0.684,0.792,0.99,1.089,1.146,1.2,1.539,1.585,1.685,1.782,1.84,1.905,2.246,2.401,3.172,3.21,3.539,3.856,4.56,4.699,4.816,4.943,5.544,5.611,5.681,5.718,5.927,5.961,5.992,6.515,6.607,6.966,7.069,7.465,7.924,7.998,8.414,8.433,8.531,8.596,8.766,8.951,9.161,9.201,9.295,9.38,9.706,9.945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.135,0.405,0.58,0.999,1.164,1.284,1.35,1.456,1.526,1.603,1.698,1.743,1.86,2.071,2.239,2.478,2.555,2.776,2.97,3.188,3.236,3.503,3.782,3.811,3.9,3.931,4.55,4.596,4.738,4.915,5.143,5.214,5.267,5.336,5.667,5.789,6.026,6.273,6.355,6.464,6.481,6.589,6.636,6.911,7.19,7.342,7.389,8.102,8.847,8.901,9.194,9.254,9.697,9.727,9.861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.218,0.3,0.621,1.277,1.313,1.378,1.634,1.684,1.833,2.076,2.681,2.889,2.987,4.024,4.059,4.178,4.219,4.253,4.291,4.419,4.516,4.588,4.634,5.068,5.158,5.71,5.804,6.214,6.683,7.075,7.193,7.277,7.521,7.703,7.94,8.303,8.643,8.751,8.825,8.937,9.173,9.206,9.352,9.445,9.598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.574,0.735,0.762,0.883,1.115,1.496,1.65,1.75,1.883,1.984,2.104,2.993,3.268,3.415,3.889,3.933,3.991,4.253,4.309,4.353,4.841,4.883,4.985,5.03,5.171,5.35,5.446,5.473,5.532,5.68,5.743,5.791,5.809,5.972,6.436,7.477,7.549,7.708,7.89,8.129,8.238,8.307,8.513,8.877,8.91,9.024,9.035,9.101,9.221,9.255,9.431,9.469,9.527,9.569,9.707,9.968,9.991,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.143,0.172,0.505,0.815,0.893,0.967,0.991,1.119,1.246,1.271,1.321,1.37,1.449,1.551,1.9,2.022,3.217,3.824,3.928,3.992,4.214,4.438,4.609,4.805,4.982,5.06,5.216,5.293,5.652,5.788,6.0,6.396,6.955,7.028,7.148,7.511,8.443,8.686,8.719,8.935,8.96,9.165,9.196,9.447,9.535,9.661,9.947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.19,0.484,0.729,0.855,0.992,1.294,1.334,1.474,1.881,1.911,2.094,2.307,2.434,3.21,3.312,3.619,4.498,4.899,5.062,5.223,5.267,5.383,5.581,5.644,5.711,5.878,6.268,7.395,7.791,7.874,8.107,8.382,8.509,8.696,8.735,8.843,8.876,8.954,9.041,9.156,9.183,9.45,9.62,9.907,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.242,0.317,0.44,0.481,0.506,0.55,0.66,1.01,1.197,1.257,1.286,1.372,1.882,2.533,2.726,3.183,3.505,3.591,4.005,4.224,4.262,4.34,4.482,4.915,5.08,5.107,5.271,5.473,5.853,5.877,6.163,6.521,6.637,6.812,6.847,6.923,6.974,7.546,7.758,7.89,8.112,8.171,8.524,8.596,8.639,8.683,8.716,8.888,9.242,9.274,9.447,9.538,9.66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.139,0.29,0.404,0.483,0.646,0.806,0.945,1.049,1.225,1.278,1.468,1.566,1.621,2.005,2.393,3.526,3.691,4.009,4.393,4.438,4.992,5.18,5.357,5.563,5.585,5.638,5.736,5.877,6.75,6.91,7.044,7.109,7.347,7.987,8.015,8.304,8.339,8.533,8.574,8.99,9.027,9.194,9.243,9.454,9.67,9.811,9.916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107,0.204,0.709,0.757,0.835,0.876,0.939,1.216,1.271,1.371,1.405,1.507,1.567,1.688,1.894,1.91,2.073,2.249,2.449,2.543,2.613,2.67,2.836,3.852,4.284,4.318,4.536,4.741,4.893,4.996,5.212,5.41,5.626,5.655,5.701,6.05,6.098,6.288,6.322,6.387,6.513,6.676,7.119,7.147,7.49,7.668,7.706,7.771,7.856,7.92,8.047,8.456,8.512,8.556,8.75,8.872,9.105,9.152,9.314,9.464,9.52,9.581,nan,nan,nan,nan,nan
0.08,0.161,0.227,0.296,0.345,0.657,0.744,0.912,0.954,1.111,1.222,1.308,1.362,1.421,1.56,1.679,1.763,1.815,2.287,2.602,2.75,2.991,3.25,3.604,3.832,3.944,4.058,4.379,4.521,4.924,5.065,5.114,5.147,5.279,5.323,5.495,5.774,5.954,6.062,6.315,6.527,6.763,6.959,7.829,8.094,8.144,8.201,8.241,8.487,8.663,8.692,8.741,8.778,8.856,8.938,9.358,9.479,9.506,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.29,0.617,0.844,1.103,1.158,1.229,1.3,1.332,1.464,1.727,1.992,2.604,2.95,3.844,3.88,3.971,4.091,4.126,4.341,4.601,4.658,4.732,4.79,4.84,4.959,5.014,5.043,5.157,5.19,5.231,5.284,5.309,5.476,5.544,5.969,6.133,6.216,6.274,6.38,6.787,7.499,7.565,8.456,8.49,8.777,8.936,8.965,9.201,9.309,9.36,9.785,9.823,9.924,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.111,0.197,0.243,0.338,0.739,0.801,1.096,1.339,1.53,1.807,1.837,2.1,2.234,2.323,3.179,3.41,3.484,3.578,3.956,4.234,4.265,4.43,4.564,4.787,4.823,5.03,5.187,5.289,5.339,5.37,5.445,5.949,6.172,6.196,6.271,7.098,7.198,8.209,8.598,8.976,9.015,9.583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051,0.155,0.552,0.603,0.657,0.814,0.958,0.985,1.111,1.201,1.391,1.444,1.574,1.606,1.781,1.925,1.982,2.065,2.875,2.94,3.121,3.273,3.553,3.99,4.162,4.2,4.417,4.561,4.674,4.728,5.119,5.143,5.409,5.844,6.469,6.535,7.138,7.267,8.075,8.181,8.322,8.345,8.46,8.694,8.736,9.079,9.238,9.407,9.488,9.535,9.69,9.895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.348,0.465,0.667,1.019,1.095,1.335,1.444,1.641,1.735,1.83,1.93,2.193,2.28,2.552,2.57,3.178,3.537,3.669,3.892,4.082,4.14,4.22,4.305,4.48,4.589,4.827,4.988,5.228,5.265,5.309,5.557,5.981,6.137,6.605,6.688,7.091,7.414,7.73,7.895,7.982,8.28,8.39,8.421,8.517,8.64,8.796,8.867,8.927,8.963,9.087,9.467,9.694,9.77,9.945,9.989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.692,0.722,0.795,1.236,1.432,1.817,1.955,2.212,3.798,3.871,3.907,4.103,4.137,4.197,4.285,4.372,4.476,4.539,4.627,4.726,4.779,4.809,4.881,4.911,5.136,5.157,5.287,5.351,5.488,5.934,6.046,6.583,6.985,7.0,7.069,7.142,7.597,7.889,8.004,8.071,8.168,8.562,9.158,9.275,9.367,9.801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.197,0.294,0.374,0.503,0.576,0.645,0.666,0.71,0.93,1.016,1.067,1.246,1.388,1.41,1.446,1.838,1.885,1.996,2.145,2.612,2.656,2.744,2.8,3.375,3.869,4.313,4.55,4.79,4.897,5.024,5.183,5.223,5.453,5.479,5.561,5.738,6.623,7.212,7.388,7.702,7.783,7.869,7.983,8.302,8.577,8.691,8.809,9.018,9.44,9.497,9.535,9.931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.041,0.121,0.159,0.235,0.261,0.485,0.512,0.571,0.621,0.721,0.873,0.913,1.056,1.079,1.157,1.292,1.894,1.929,1.98,2.069,2.145,2.422,2.665,3.117,3.452,3.552,3.738,3.786,3.866,4.1,4.141,4.207,4.228,4.42,4.504,4.54,4.745,4.987,5.005,5.058,5.124,5.268,5.327,5.572,5.728,5.836,5.881,6.174,6.576,7.034,7.646,7.747,8.003,8.043,8.224,8.307,8.515,8.779,8.873,8.93,9.139,9.167,9.228,9.315,9.389,9.498,9.612
0.167,0.436,0.544,0.625,0.72,0.812,0.828,1.047,1.263,1.461,1.687,1.803,2.379,2.915,3.038,3.504,3.746,3.821,3.869,4.401,4.464,4.723,4.784,4.83,4.906,5.003,5.237,5.305,5.415,5.824,5.952,6.065,6.153,7.075,7.774,7.905,8.048,8.297,8.364,8.401,8.45,8.482,8.709,8.841,8.966,9.12,9.195,9.335,9.395,9.686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.062,0.391,0.537,0.62,1.301,1.49,1.539,1.695,1.781,1.9,1.965,2.005,2.349,2.713,2.771,3.005,3.197,3.332,3.752,3.97,4.347,4.476,4.496,4.596,4.689,4.749,4.776,5.121,5.496,5.926,6.113,6.222,6.257,6.37,6.682,6.786,7.749,7.793,8.084,8.29,8.325,8.378,8.556,8.583,8.632,8.743,9.073,9.266,9.311,9.432,9.574,9.742,9.936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.206,0.365,0.422,0.458,0.503,0.534,0.658,0.695,0.76,0.846,1.246,1.276,1.413,1.529,1.706,1.903,1.967,2.813,2.943,3.667,3.985,4.313,4.945,5.016,5.343,5.774,5.895,6.2,6.456,7.51,7.94,8.042,8.303,8.404,8.627,8.71,8.786,8.846,8.915,9.093,9.221,9.453,9.493,9.963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.321,0.382,0.511,0.564,0.786,0.901,1.051,1.246,1.402,1.427,1.634,1.789,1.833,1.87,1.926,2.048,2.428,2.56,2.872,3.405,3.567,3.85,4.032,4.101,4.146,4.177,4.245,4.262,4.477,4.519,4.556,4.583,4.656,4.688,4.717,4.88,4.978,5.283,5.46,5.575,5.839,6.008,6.163,6.384,6.785,6.844,6.982,7.254,7.796,7.945,8.12,8.209,8.312,8.834,8.907,8.995,9.279,9.304,9.321,9.461,9.774,9.809,9.96,nan,nan,nan
0.3,0.353,0.452,0.753,0.874,0.936,1.123,1.193,1.424,1.666,1.743,2.324,2.611,2.651,2.736,3.268,3.726,3.798,3.907,4.494,4.566,4.742,4.88,4.966,5.192,5.269,5.407,5.808,5.862,5.958,5.996,6.511,6.539,6.825,7.364,8.292,8.318,8.383,8.695,8.813,8.946,8.977,9.078,9.312,9.406,9.596,9.672,9.733,9.963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.111,0.154,0.45,0.764,0.818,0.916,1.049,1.184,1.333,1.472,1.682,2.037,2.094,2.127,2.161,2.279,2.636,2.673,2.793,3.002,3.077,3.715,3.807,4.072,4.24,4.335,4.475,4.516,4.537,5.04,5.132,5.277,5.412,6.097,6.147,6.416,6.81,7.127,7.198,7.268,7.482,7.758,8.189,8.367,8.402,8.419,8.454,8.526,8.606,8.77,8.883,8.996,9.071,9.192,9.357,9.411,9.828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.19,0.467,0.668,0.756,0.827,1.015,1.285,1.379,1.495,1.667,2.026,2.236,2.555,2.859,3.736,3.824,3.903,3.977,4.148,4.284,4.424,4.836,5.549,5.611,6.303,7.013,7.843,7.971,8.334,8.366,8.717,8.859,8.948,9.003,9.107,9.233,9.307,9.551,9.618,9.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.397,0.588,0.747,0.888,0.958,0.991,1.208,1.445,1.483,2.011,2.055,2.184,2.232,2.387,2.857,3.025,3.479,3.572,3.7,3.949,4.066,4.145,4.221,4.456,4.665,4.831,5.048,5.137,5.306,5.372,5.432,5.495,5.806,5.891,6.683,7.135,7.426,7.575,7.71,7.892,8.108,8.424,8.491,8.651,8.729,8.751,8.843,9.087,9.268,9.298,9.408,9.648,9.941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.219,0.386,1.326,1.361,1.446,1.569,1.611,1.899,2.336,2.364,2.831,3.189,3.695,3.786,4.003,4.362,4.475,4.529,4.881,5.082,5.255,5.367,5.664,5.706,5.956,6.051,6.115,6.797,7.074,7.196,7.503,7.689,8.244,8.354,8.423,9.447,9.64,9.969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.243,0.509,0.82,0.85,1.06,1.4,1.617,1.79,1.931,2.127,2.274,2.356,2.412,2.462,2.588,2.869,3.707,3.837,3.911,4.314,4.448,4.554,4.683,4.918,4.978,5.006,5.149,5.269,5.55,5.6,5.762,5.848,5.962,6.1,6.195,6.36,6.531,7.096,7.755,8.08,8.264,8.419,8.465,8.596,8.728,8.811,8.881,8.923,9.067,9.398,9.754,9.966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.238,0.436,0.604,0.706,0.817,0.892,1.021,1.052,1.122,1.19,1.411,1.577,1.803,2.228,2.325,2.59,2.872,3.016,3.262,3.301,3.62,3.713,3.78,4.064,4.305,4.331,4.432,4.581,4.764,4.81,4.935,5.072,5.206,5.274,5.428,5.588,6.08,6.243,6.398,6.468,6.867,7.121,7.63,7.836,8.05,8.229,8.307,8.43,8.669,9.145,9.183,9.297,9.376,9.48,9.518,9.542,9.606,9.67,9.933,nan,nan,nan,nan,nan,nan,nan,nan
0.049,0.998,1.024,1.123,1.167,1.613,1.754,2.321,2.616,2.884,2.956,3.377,3.516,3.748,3.957,4.001,4.055,4.181,4.417,4.671,4.971,5.005,5.216,5.266,5.545,5.606,5.693,6.287,6.511,6.736,7.122,7.194,7.338,7.603,8.149,8.519,8.796,9.014,9.08,9.121,9.633,9.863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.228,0.369,0.728,0.955,0.99,1.084,1.244,1.306,1.466,1.519,1.729,1.861,2.053,2.502,2.716,2.762,2.882,3.073,3.143,3.218,3.544,3.689,3.754,4.121,4.27,4.561,4.679,4.74,4.881,4.986,5.094,5.352,5.466,5.682,5.958,5.977,6.067,6.236,6.387,6.735,7.16,7.388,7.586,7.723,7.852,8.004,8.109,8.355,8.424,8.528,8.658,8.716,9.194,9.529,9.561,9.869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.237,0.372,0.435,0.614,0.641,0.667,0.722,0.754,0.797,0.994,1.018,1.347,1.478,1.558,1.595,1.7,2.74,2.772,3.69,3.903,4.002,4.179,4.215,4.335,4.507,4.691,4.992,5.224,5.373,5.464,5.528,6.392,6.704,7.151,7.654,7.826,7.914,8.086,8.358,8.497,8.609,8.765,8.835,8.898,9.124,9.342,9.502,9.579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.147,0.419,0.553,0.882,0.895,0.93,1.05,1.108,1.134,1.179,1.258,1.387,1.528,2.25,2.353,2.502,3.086,3.425,3.586,4.081,4.116,4.143,4.331,4.395,4.731,5.038,5.117,5.295,5.547,5.971,6.146,6.486,6.671,6.745,7.532,7.669,7.785,7.944,8.22,8.287,8.456,8.957,9.045,9.238,9.298,9.701,9.777,9.809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.104,0.226,0.438,0.633,0.948,1.067,1.352,1.458,1.515,1.627,1.695,1.747,1.931,2.002,2.19,2.337,2.558,2.641,2.926,3.343,3.537,3.622,3.748,4.071,4.252,4.272,4.765,4.909,4.982,5.163,5.222,5.34,5.465,5.613,5.687,5.852,5.939,6.089,6.133,6.677,6.728,7.109,7.311,7.399,7.495,7.883,8.086,8.214,8.266,8.451,8.7,9.311,9.369,9.531,9.766,9.978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.188,0.319,0.428,0.467,1.048,1.105,1.345,1.518,1.65,1.713,1.775,2.052,2.212,2.869,3.36,3.441,3.521,3.833,4.308,4.432,4.545,4.823,4.85,5.048,5.118,5.228,5.312,5.387,5.421,5.595,5.694,5.895,6.226,6.778,7.082,7.539,7.672,7.852,7.954,8.217,8.492,8.697,8.72,8.846,8.946,9.023,9.118,9.302,9.748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.121,0.334,0.649,0.697,0.742,0.875,1.065,1.213,1.266,1.346,1.522,1.703,1.821,2.012,3.618,3.958,4.061,4.223,4.372,4.433,4.47,4.748,4.847,5.204,5.48,5.508,5.573,5.71,6.054,6.177,6.273,6.413,6.563,6.604,6.664,6.721,7.229,7.287,7.427,7.917,8.15,8.368,8.402,8.562,8.694,8.902,9.268,9.682,9.909,9.976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107,0.302,0.363,0.422,0.453,0.511,0.712,0.974,1.02,1.103,1.167,1.272,1.351,1.416,1.463,1.559,1.581,1.861,2.141,2.253,2.441,2.489,2.765,2.799,2.923,2.978,3.185,3.508,3.851,4.044,4.138,4.219,4.252,4.311,4.352,4.661,4.92,5.044,5.207,5.335,5.371,5.619,5.736,5.931,5.996,6.224,6.324,6.526,6.668,6.853,7.086,7.391,7.482,7.584,7.681,8.157,8.531,8.764,8.823,9.147,9.295,9.531,9.973,nan,nan,nan,nan
0.381,0.841,0.969,1.162,1.194,1.235,1.314,1.442,1.717,1.782,1.998,2.101,2.245,2.282,2.359,2.787,3.079,3.375,3.422,3.763,3.984,4.427,4.778,4.929,5.167,5.42,5.556,5.585,5.711,5.802,5.97,6.483,6.529,6.588,6.746,7.257,8.066,8.466,8.528,8.714,8.95,9.198,9.304,9.64,9.798,9.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
