0.067,0.225,0.377,0.844,0.927,1.061,1.611,2.052,2.26,2.304,2.335,2.417,2.912,3.012,3.078,3.238,3.766,3.839,3.943,4.141,4.284,4.359,4.463,4.669,4.89,4.961,4.998,5.029,5.213,5.36,5.665,5.718,5.889,6.119,6.248,6.353,8.084,8.229,8.527,8.555,8.671,9.026,9.215,9.485,9.674,9.768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.152,0.433,0.605,0.639,0.851,0.871,1.009,1.406,1.47,1.678,2.036,2.643,2.843,2.925,3.279,4.002,4.065,4.309,4.329,4.617,4.869,5.19,5.272,5.534,5.661,5.878,5.981,6.191,6.509,7.871,7.912,8.266,8.481,8.832,8.972,9.176,9.231,9.381,9.662,9.814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.411,0.684,0.739,0.997,1.014,1.04,1.238,1.288,1.503,1.699,2.36,2.419,2.45,2.669,3.695,3.813,3.967,4.178,4.297,4.369,4.415,4.447,4.653,4.683,4.769,4.918,4.989,5.16,5.624,5.663,5.87,6.089,6.221,6.355,6.49,6.829,7.024,7.102,7.219,7.502,7.786,8.183,8.431,8.555,8.745,8.776,8.797,8.954,9.177,9.336,9.526,9.57,9.698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.093,0.146,0.22,0.276,0.401,0.467,0.544,0.935,1.094,1.192,1.304,1.375,2.057,2.173,2.333,2.435,2.608,2.803,3.787,3.861,3.914,4.359,4.537,4.654,5.124,5.253,5.281,5.307,5.505,5.533,5.657,5.696,6.034,6.211,7.206,7.339,7.508,7.564,7.616,7.793,8.26,8.585,8.673,8.807,9.112,9.152,9.328,9.496,9.668,9.742,9.847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.528,0.909,0.997,1.045,1.117,1.152,1.199,1.644,2.223,2.276,2.465,2.648,2.767,2.861,3.338,3.376,3.502,3.742,3.803,3.934,4.125,4.281,4.381,4.432,4.478,4.811,5.03,5.227,5.562,6.274,8.038,8.219,8.271,8.386,8.414,8.543,8.734,8.922,9.126,9.282,9.543,9.694,9.874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.091,0.153,0.228,0.286,0.402,0.471,0.552,0.711,0.839,1.15,1.267,1.749,1.789,2.196,2.246,2.316,2.986,3.024,4.048,4.255,4.4,4.529,4.592,4.628,4.823,4.89,4.919,5.08,5.104,5.141,5.246,5.339,5.408,5.837,6.101,6.377,6.466,6.768,7.277,7.302,7.417,7.477,7.769,8.034,8.529,8.642,8.74,9.056,9.298,9.33,9.44,9.499,9.736,9.783,9.992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.168,0.206,0.315,0.446,0.637,0.851,1.224,1.283,1.319,1.522,1.706,1.761,1.967,2.052,2.409,2.479,2.65,3.009,3.058,3.126,3.613,3.744,3.864,4.002,4.286,4.306,4.586,4.646,4.667,4.774,4.83,4.919,4.952,5.101,5.132,5.175,5.262,5.412,5.789,5.889,6.048,6.859,7.039,7.117,7.466,7.578,7.659,7.83,8.138,8.562,8.636,8.728,8.773,8.967,9.231,9.603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.17,0.248,0.45,0.544,0.604,0.746,0.851,0.999,1.092,1.265,1.49,1.58,1.641,1.71,1.882,1.921,2.517,3.875,3.921,4.162,4.258,4.285,4.863,4.951,5.057,5.362,5.467,5.525,5.693,5.737,5.835,6.084,6.565,6.637,6.806,6.933,7.163,7.285,7.448,7.818,8.146,8.769,8.966,9.002,9.23,9.302,9.352,9.608,9.645,9.682,9.697,9.746,9.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.215,0.246,0.335,0.596,0.838,0.864,0.934,0.994,1.071,1.094,1.125,1.439,1.865,1.95,2.04,2.15,2.483,2.712,3.403,3.484,3.709,4.089,4.246,4.523,4.614,4.71,4.749,4.816,4.97,5.039,5.339,6.162,6.619,6.971,7.07,7.449,7.499,7.927,8.045,8.079,8.241,8.383,8.52,8.565,8.941,9.014,9.273,9.538,9.569,9.63,9.822,9.911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108,0.584,0.821,0.935,1.029,1.269,1.319,1.381,1.47,1.611,1.66,1.738,2.597,2.632,3.095,3.171,3.361,3.463,3.666,4.07,4.168,4.204,4.253,4.448,4.612,4.635,4.724,4.767,4.817,5.097,5.245,5.33,5.359,5.656,6.569,6.982,7.181,7.989,8.024,8.089,8.155,8.288,8.504,8.909,9.065,9.126,9.411,9.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.24,0.352,0.543,0.577,0.741,0.941,1.095,1.423,1.445,1.536,1.856,1.938,2.01,2.418,3.06,3.133,4.132,4.205,4.426,4.688,4.73,4.806,5.023,5.049,5.131,5.535,6.183,6.233,6.355,6.396,6.55,6.632,6.78,6.982,7.072,7.135,7.472,7.572,7.606,7.728,7.777,8.261,8.549,8.607,8.642,8.857,9.186,9.265,9.319,9.653,9.792,9.845,9.935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024,0.055,0.102,0.398,0.43,0.515,0.567,0.709,0.878,0.976,1.026,1.084,1.154,1.176,1.392,1.577,1.773,1.862,2.696,3.221,3.716,3.982,4.081,4.127,4.144,4.318,4.417,4.455,4.487,4.649,4.89,4.953,4.985,5.079,5.139,5.19,5.619,5.722,5.797,5.842,6.055,6.307,6.457,6.51,6.699,6.999,7.038,7.088,7.254,7.527,7.664,7.916,8.044,8.25,8.295,8.336,8.427,8.625,8.75,8.862,9.111,9.254,9.39,9.412,9.497,nan,nan,nan,nan,nan,nan,nan,nan
0.362,0.436,0.545,0.873,0.899,1.395,1.435,1.582,1.697,1.892,2.315,2.375,2.686,2.787,2.86,3.757,4.336,4.69,4.816,4.938,5.004,5.069,5.133,5.387,5.53,5.603,5.637,5.758,5.899,6.066,6.675,6.988,7.152,7.361,7.492,7.66,7.871,8.646,8.773,8.939,9.05,9.073,9.188,9.401,9.464,9.647,9.683,9.839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.162,0.242,0.34,0.667,0.711,0.752,0.791,0.821,1.009,1.207,1.364,1.509,1.547,1.612,1.796,2.196,2.798,3.46,3.569,3.632,4.006,4.147,4.388,4.541,4.643,4.936,5.097,5.304,5.377,5.473,5.616,5.669,5.767,5.795,5.943,6.026,6.293,7.257,7.586,7.727,8.2,8.325,8.399,8.523,8.79,8.834,9.028,9.083,9.227,9.248,9.292,9.482,9.53,9.664,9.795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.178,0.326,0.349,0.506,0.585,0.727,0.868,0.958,1.11,1.227,1.391,1.431,1.702,1.744,2.096,2.151,2.634,3.242,3.359,3.579,3.756,3.845,4.043,4.136,4.288,4.405,4.472,4.54,4.833,5.092,5.185,5.241,5.328,5.545,5.735,5.794,5.827,6.058,6.511,6.714,6.78,7.012,7.118,7.279,7.875,7.96,8.177,8.208,8.231,8.296,8.682,8.703,8.863,8.935,9.028,9.264,9.702,9.866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.347,0.374,0.543,0.618,0.668,0.754,1.024,1.097,1.172,1.231,1.343,1.437,1.449,1.575,1.653,1.717,1.813,1.844,2.286,2.315,2.677,2.889,3.051,3.166,3.261,3.453,3.522,3.728,3.764,3.856,4.097,4.129,4.208,4.315,4.384,4.46,4.515,4.562,4.611,4.686,4.937,4.958,5.055,5.091,5.146,5.238,5.607,5.715,6.08,6.096,6.115,6.295,6.334,6.41,7.358,7.649,7.777,7.946,8.032,8.104,8.172,8.199,8.701,8.845,8.872,8.983,9.119,9.285,9.397,9.531,9.66,9.93
0.136,0.413,0.515,1.047,1.196,1.338,1.377,1.516,1.625,1.651,1.743,2.03,2.29,2.581,3.141,3.169,4.599,4.752,5.12,5.165,5.22,5.306,5.561,5.915,5.933,6.177,6.236,6.348,6.446,6.528,6.598,6.689,6.835,6.896,7.271,7.62,7.825,7.924,8.143,8.288,8.306,8.505,8.827,9.213,9.295,9.323,9.753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.142,0.171,0.388,0.431,0.792,0.978,1.032,1.144,1.274,1.548,1.654,1.76,2.579,3.931,4.206,4.421,4.588,4.642,4.68,4.723,4.772,4.802,5.009,5.211,5.262,5.316,5.381,5.431,5.76,5.954,6.109,6.176,7.349,7.601,7.657,7.939,8.278,8.47,8.64,9.004,9.212,9.296,9.758,9.813,9.923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.131,0.287,0.419,0.528,0.646,0.817,1.222,1.31,1.351,1.427,1.488,1.687,1.721,1.818,2.064,2.098,2.899,3.179,3.321,3.384,3.683,4.003,4.36,4.427,4.726,4.779,5.081,5.34,5.499,5.884,6.011,6.162,6.22,6.434,7.14,7.648,7.834,7.991,8.16,8.348,8.479,8.842,9.039,9.249,9.404,9.719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.037,0.165,0.193,0.909,0.945,1.192,1.571,2.578,2.844,2.893,2.93,2.971,3.012,3.073,3.472,4.373,4.423,4.479,4.729,4.855,4.895,4.94,4.974,5.028,5.076,5.318,5.385,5.867,5.972,6.131,6.28,6.65,6.888,7.013,7.358,7.894,8.182,8.253,8.28,8.528,8.709,8.925,9.029,9.168,9.54,9.595,9.938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107,0.252,0.279,0.457,0.514,0.636,0.703,0.807,0.892,1.119,1.186,1.215,1.292,1.482,1.63,2.22,2.44,3.299,3.337,3.793,4.194,4.269,4.611,4.991,5.101,5.164,5.196,5.447,5.678,5.773,5.854,6.587,7.746,7.772,7.806,8.41,8.52,8.65,8.717,8.859,8.942,9.141,9.285,9.391,9.595,9.625,9.682,9.72,9.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.193,0.26,0.613,0.839,0.938,0.971,1.296,1.473,1.517,1.544,1.667,1.787,2.045,2.115,2.782,3.988,4.266,4.436,4.533,4.694,4.814,4.943,5.087,5.111,5.208,5.296,5.327,5.444,5.527,5.559,5.714,6.09,6.534,6.71,7.297,7.743,7.872,8.129,8.374,8.457,8.545,8.663,8.741,8.849,9.046,9.529,9.66,9.774,9.859,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.115,0.449,0.518,0.795,0.881,0.902,1.111,1.223,1.418,1.573,1.789,2.089,2.19,2.552,2.744,3.172,3.787,4.337,4.508,4.71,4.898,5.074,5.131,5.201,5.251,5.412,5.458,5.58,5.837,5.909,5.941,6.288,6.732,7.023,7.492,7.742,7.889,7.972,8.441,9.079,9.199,9.444,9.584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.328,0.447,0.478,0.599,0.679,0.819,0.864,0.94,1.41,1.467,1.567,1.696,1.85,2.252,2.328,2.364,2.469,2.577,2.732,2.84,2.931,3.026,3.093,3.272,3.728,3.91,4.01,4.03,4.421,4.733,5.088,5.272,5.314,5.49,5.572,5.602,5.668,6.519,6.649,6.714,7.065,7.146,7.364,7.596,7.773,7.79,8.107,8.189,8.346,8.516,8.662,8.791,8.943,9.062,9.148,9.185,9.503,9.736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09,0.254,0.293,0.398,0.43,0.497,0.721,0.787,0.862,1.211,1.348,1.519,1.657,2.207,3.129,3.155,3.604,3.799,3.864,4.782,4.965,5.52,5.586,5.642,5.759,6.504,6.765,7.065,7.209,8.086,8.139,8.505,8.633,8.745,8.788,8.878,8.919,9.118,9.138,9.204,9.293,9.333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.089,0.395,0.491,0.681,0.699,0.851,0.893,0.923,1.073,1.146,1.328,1.351,1.543,1.669,1.722,1.832,1.918,1.976,2.312,2.355,2.701,2.74,2.902,3.406,3.581,3.628,3.67,4.137,4.214,4.485,4.873,4.949,5.028,5.117,5.186,5.33,5.429,5.491,5.524,5.642,6.185,6.3,6.381,6.524,6.749,6.848,6.898,7.596,7.954,8.09,8.269,8.652,8.703,8.811,9.113,9.216,9.241,9.472,9.662,9.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.261,0.46,0.688,0.758,1.6,1.681,1.748,1.781,2.132,2.193,2.265,2.375,2.921,3.26,3.619,3.917,4.002,4.483,4.597,4.707,4.772,4.961,4.984,5.057,5.41,5.459,5.629,5.66,5.698,6.506,6.661,6.689,6.927,7.137,7.824,8.075,8.334,8.389,8.674,8.77,8.81,8.851,9.015,9.129,9.233,9.308,9.527,9.625,9.732,9.849,9.927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.131,0.293,0.339,0.492,0.554,0.717,0.841,0.894,1.151,1.444,1.534,1.577,1.654,2.023,2.041,2.091,2.233,2.38,3.336,3.367,3.823,3.901,4.011,4.128,4.356,4.427,4.452,4.651,4.882,5.005,5.113,5.389,5.446,5.657,5.863,6.143,6.219,6.387,6.879,7.279,7.374,7.729,8.22,8.374,8.536,8.564,8.65,8.688,8.774,9.118,9.317,9.521,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.063,0.128,0.341,0.507,0.659,0.712,0.753,0.916,1.061,1.109,1.223,1.259,1.5,1.775,1.907,1.949,2.216,3.16,3.398,3.674,4.037,4.236,4.674,4.696,4.804,4.94,4.985,5.082,5.127,5.288,5.317,5.376,5.533,5.575,5.671,6.384,6.463,6.657,6.817,7.261,7.495,8.157,8.294,8.544,8.716,8.773,8.831,8.911,9.078,9.343,9.487,9.566,9.679,9.709,9.858,9.928,9.955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.375,0.408,0.445,0.487,1.101,1.329,1.506,1.584,1.832,1.955,2.024,2.137,2.254,3.075,3.43,3.69,3.93,3.995,4.328,4.516,4.582,4.635,4.872,5.299,5.355,5.463,5.568,5.69,5.937,5.968,6.397,6.829,7.261,7.613,8.045,8.352,8.53,8.568,8.707,8.823,9.055,9.241,9.302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.274,0.351,0.66,0.699,0.758,0.786,0.849,1.014,1.269,1.304,1.345,1.401,2.231,2.301,2.335,2.353,2.728,3.296,3.34,3.435,3.486,3.754,3.836,3.984,4.304,4.548,4.876,5.265,5.285,5.324,5.381,5.472,5.573,5.71,5.776,5.945,6.136,6.234,6.413,6.549,6.61,6.777,6.928,7.066,7.124,7.586,8.123,8.711,8.903,9.017,9.12,9.292,9.423,9.565,9.643,9.694,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.078,0.153,0.266,0.318,0.461,0.901,0.968,1.126,1.203,1.229,1.373,1.399,1.547,1.965,2.12,2.253,2.366,2.7,3.009,3.046,3.525,3.619,3.902,4.025,4.344,4.466,4.595,4.742,4.795,4.995,5.278,5.409,5.701,5.759,5.819,5.97,6.01,6.117,6.255,6.681,6.837,7.276,7.719,7.752,7.868,7.914,8.142,8.3,8.339,8.4,8.432,8.523,8.555,8.654,8.914,8.998,9.14,9.364,9.42,9.466,9.838,9.896,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.505,0.567,0.692,1.075,1.256,1.388,1.509,1.641,1.87,1.965,2.365,2.557,3.534,3.801,3.878,3.985,4.189,4.257,4.296,4.418,4.462,4.612,4.714,4.812,4.908,5.149,5.184,5.678,5.73,5.85,5.931,6.012,6.372,6.949,7.215,7.342,7.447,7.991,8.187,8.242,8.336,8.798,8.902,9.078,9.206,9.338,9.378,9.604,9.714,9.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.064,0.215,0.287,0.424,0.489,0.67,0.768,0.958,1.016,1.27,1.522,1.547,2.104,2.159,2.277,2.559,3.128,3.856,3.904,3.941,4.09,4.2,4.356,4.523,5.169,5.187,5.677,5.979,6.276,6.843,7.239,7.491,7.805,7.967,8.08,8.209,8.441,8.545,8.772,8.891,9.063,9.188,9.247,9.323,9.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.087,0.412,0.638,0.679,0.697,0.824,0.925,1.026,1.302,1.494,1.669,1.71,1.982,2.118,2.206,2.538,2.608,2.686,3.026,3.089,3.173,3.545,3.604,3.787,4.192,4.349,4.38,4.515,5.105,5.226,5.568,5.626,5.66,5.938,5.97,6.028,6.166,6.409,7.047,7.335,8.022,8.222,8.254,8.354,8.454,8.577,8.609,8.656,8.704,8.744,8.847,8.945,9.056,9.282,9.423,9.496,9.568,9.803,9.957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061,0.254,0.475,0.71,0.969,1.711,1.873,2.322,2.363,2.409,2.477,2.756,2.925,3.203,3.643,4.496,5.124,5.172,5.234,5.3,5.369,5.493,5.596,6.2,6.73,6.921,7.296,7.472,7.497,7.96,8.083,8.258,8.33,8.577,8.685,8.839,8.926,8.961,9.161,9.507,9.658,9.909,9.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061,0.204,0.278,0.373,0.47,0.74,0.851,1.014,1.312,1.36,1.451,1.631,1.735,1.814,2.066,2.113,2.407,3.29,3.504,3.547,3.626,4.036,4.127,4.205,4.295,4.471,4.539,4.808,4.849,4.911,5.282,5.426,5.441,5.72,5.83,5.988,6.038,6.495,6.662,6.722,7.251,7.359,7.853,8.046,8.172,8.217,8.315,8.725,8.825,8.951,8.984,9.121,9.145,9.443,9.517,9.612,9.8,9.857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.22,0.461,0.781,0.883,0.959,1.169,1.252,1.416,1.542,1.571,2.009,2.041,2.198,3.222,3.426,3.802,4.223,4.592,4.704,4.752,5.043,5.074,5.165,5.225,5.282,5.314,5.506,5.599,5.83,5.902,6.016,6.11,7.233,7.324,7.827,7.851,7.923,8.147,8.206,8.518,8.583,8.678,8.806,8.896,8.951,9.023,9.142,9.315,9.394,9.541,9.592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.345,0.777,1.236,1.88,1.931,1.996,2.166,2.709,3.113,3.239,3.331,3.399,3.488,3.526,3.781,3.825,4.016,4.145,4.244,4.298,4.411,4.59,4.715,5.057,5.153,5.423,5.886,5.933,6.035,6.064,6.131,6.59,6.683,6.961,7.019,7.219,7.503,7.666,7.706,8.351,8.711,8.878,8.936,8.974,9.132,9.284,9.478,9.562,9.619,9.728,9.784,9.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.185,0.298,0.534,0.614,0.796,0.816,0.854,1.021,1.062,1.22,1.282,1.377,1.806,1.831,1.914,2.107,2.223,2.34,2.415,2.731,3.108,3.31,3.369,3.572,3.643,3.883,4.161,4.4,4.463,4.746,4.838,4.889,5.018,5.518,5.535,5.662,5.761,5.808,5.84,6.036,6.489,6.796,7.358,7.573,7.634,7.809,7.871,7.955,8.402,8.466,8.498,8.679,8.867,9.229,9.305,9.338,9.462,9.66,9.71,9.743,9.935,9.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.21,0.323,0.559,0.639,0.821,0.841,0.879,1.046,1.087,1.245,1.307,1.402,1.831,1.856,1.939,2.132,2.248,2.365,2.44,2.756,3.133,3.335,3.394,3.597,3.668,3.908,4.186,4.425,4.488,4.771,4.863,4.914,5.043,5.543,5.56,5.687,5.786,5.833,5.865,6.061,6.514,6.821,7.383,7.598,7.659,7.834,7.896,7.98,8.427,8.491,8.523,8.704,8.892,9.254,9.33,9.363,9.487,9.685,9.735,9.768,9.96,9.995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
