0.05,0.101,0.276,0.322,0.517,0.718,0.922,1.191,1.562,1.708,1.848,1.971,2.09,2.255,2.353,2.397,2.625,2.667,3.108,3.374,4.125,4.224,5.06,5.094,5.244,5.302,5.434,5.515,5.56,5.612,5.881,6.275,6.539,6.999,7.08,7.154,7.696,8.114,8.818,8.89,9.008,9.345,9.459,9.545,9.883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.119,0.2,0.474,0.508,0.69,0.883,0.924,1.148,2.139,2.181,2.237,2.408,2.953,3.025,3.052,3.379,3.42,3.487,3.612,3.882,4.115,4.248,4.325,4.366,4.429,4.448,4.836,4.874,4.907,5.118,5.337,5.54,5.762,5.821,6.643,6.809,6.967,7.075,7.107,7.276,7.578,7.646,7.774,7.815,8.309,8.353,8.672,9.174,9.217,9.493,9.806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.153,0.324,0.375,0.41,0.719,0.821,0.854,1.069,1.138,1.278,2.056,2.175,2.359,2.404,2.47,2.597,2.682,2.748,2.831,3.11,3.353,3.491,3.78,3.988,4.211,4.244,4.315,4.769,4.82,4.867,5.004,5.138,5.334,5.462,5.634,5.727,5.878,6.159,6.308,6.597,6.874,6.995,7.054,7.336,7.542,7.613,7.693,7.734,7.871,8.147,8.251,8.426,8.72,8.754,8.862,8.943,9.002,9.466,9.892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.142,0.184,0.208,0.47,0.684,1.345,1.4,1.468,1.639,1.693,1.753,1.966,2.333,2.588,2.68,2.847,2.902,3.224,3.343,3.691,3.897,4.318,4.579,4.701,4.819,5.02,5.062,5.145,5.196,5.516,5.882,6.009,6.146,6.302,6.343,6.505,6.57,6.858,6.917,7.06,7.272,7.309,7.42,7.517,7.572,7.645,7.893,8.214,8.366,8.4,8.485,8.652,8.788,8.941,9.074,9.233,9.292,9.419,9.466,9.515,9.768,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.308,0.487,0.537,0.688,0.735,0.848,1.06,1.319,1.641,1.72,2.025,2.121,2.159,3.039,3.081,3.18,3.213,3.282,3.333,3.503,3.701,3.724,3.933,4.241,4.449,4.761,4.797,4.842,5.136,5.22,5.417,5.535,5.629,5.888,6.238,6.346,6.512,6.542,7.047,7.581,7.816,7.879,8.124,8.263,8.419,8.56,8.783,8.839,8.906,9.461,9.587,9.731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.154,0.298,0.529,0.803,0.829,0.932,1.014,1.521,1.567,1.722,1.797,1.878,2.221,2.312,2.475,2.617,2.749,2.909,3.091,3.209,3.625,3.886,3.922,4.024,4.153,4.878,5.048,5.112,5.311,5.524,5.813,5.952,6.103,6.166,6.304,6.536,6.783,6.815,7.039,7.22,7.611,7.663,7.877,7.972,8.377,8.452,9.096,9.191,9.216,9.291,9.471,9.693,9.741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.138,0.197,0.608,1.001,1.067,1.132,1.274,1.326,1.497,1.677,1.897,2.022,2.252,2.502,2.601,2.659,2.846,3.59,3.743,3.962,3.98,4.125,4.192,4.238,4.416,4.464,5.05,5.166,5.415,5.481,5.602,5.682,5.747,5.855,6.42,6.504,6.912,6.945,7.099,7.12,7.172,7.281,7.395,7.432,7.606,7.815,8.29,8.537,8.708,9.437,9.887,9.92,9.989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06,0.304,0.34,0.442,0.772,0.969,1.115,1.26,1.623,1.909,2.031,2.438,2.748,2.785,2.857,3.012,3.162,3.296,3.906,4.136,4.25,4.331,4.381,4.585,4.807,4.957,5.425,5.9,5.961,6.348,6.618,6.661,7.0,7.076,7.388,7.486,7.63,7.709,7.76,7.793,8.571,8.738,8.782,8.974,9.16,9.222,9.358,9.71,9.818,9.914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.116,0.225,0.455,1.537,1.614,1.814,1.834,2.474,2.735,2.802,2.998,3.177,3.26,3.357,3.733,3.804,4.299,4.481,4.772,4.915,5.042,5.305,5.845,5.863,5.973,6.319,6.677,6.902,7.118,7.383,7.47,7.514,7.627,8.181,8.581,8.788,8.934,8.962,9.106,9.194,9.409,9.665,9.873,9.948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.266,0.304,0.374,0.404,0.437,0.59,1.05,1.27,1.572,1.614,1.848,1.932,1.986,2.268,2.608,2.73,3.07,3.86,4.144,4.306,4.343,4.477,4.528,4.584,4.776,5.248,5.394,5.669,5.718,5.882,6.38,6.42,6.644,6.704,6.906,6.946,7.032,7.497,7.525,7.655,8.353,8.456,8.718,8.782,9.197,9.566,9.691,9.765,9.974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.13,0.405,0.477,0.967,1.354,1.433,1.559,2.479,2.593,2.632,3.09,3.116,3.514,3.694,4.261,4.904,4.951,5.124,5.29,5.936,6.236,6.325,6.459,6.488,6.538,6.913,6.999,7.089,7.374,7.597,7.815,7.874,7.918,7.966,8.089,8.145,8.488,8.645,8.751,8.87,9.036,9.147,9.304,9.524,9.601,9.983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.381,0.513,0.582,0.653,0.68,0.802,1.024,1.411,1.505,1.573,1.621,1.9,2.233,2.426,2.655,2.979,3.061,3.166,3.251,3.599,3.786,3.95,4.037,4.157,4.442,4.539,4.783,5.217,5.488,5.559,5.69,5.746,6.014,6.288,6.32,6.498,6.805,6.931,7.028,8.109,8.152,8.228,8.476,8.683,8.786,8.934,8.986,9.322,9.509,9.619,9.721,9.824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.337,0.54,0.817,0.918,1.068,1.255,1.294,1.318,1.373,1.467,1.555,1.702,1.751,2.427,2.625,2.719,2.993,3.056,3.298,3.53,3.593,3.677,3.752,3.805,3.876,4.596,4.684,4.718,4.86,4.913,5.323,5.476,5.75,5.827,6.043,6.303,6.352,6.389,6.593,6.841,6.9,6.99,7.295,7.381,7.459,8.02,8.113,8.261,8.648,8.769,8.837,9.093,9.361,9.583,9.681,9.761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.43,0.991,1.597,1.655,1.713,1.875,2.138,2.366,2.675,2.731,2.911,2.991,3.101,3.378,3.468,3.761,4.015,4.344,4.406,4.607,5.0,5.179,5.226,5.277,5.503,5.572,5.924,6.056,6.265,6.365,6.531,6.593,6.827,7.424,7.485,7.805,8.327,8.563,8.649,9.161,9.655,9.706,9.816,9.928,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.094,0.794,0.912,1.487,1.659,1.929,2.894,3.007,3.133,3.171,3.356,3.501,3.804,3.961,4.356,4.491,4.588,4.75,4.907,4.99,5.021,5.129,5.298,5.489,6.127,6.474,6.515,6.592,6.617,6.682,6.798,6.922,7.019,7.155,7.252,7.654,7.761,7.863,8.491,8.554,8.657,8.707,8.966,9.158,9.523,9.626,9.733,9.926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.397,0.511,0.623,0.802,0.932,0.95,0.991,1.283,1.711,1.872,2.027,2.283,2.592,2.671,2.796,3.494,3.913,4.117,4.718,4.829,5.049,5.223,5.377,5.429,5.608,5.937,6.013,6.295,6.398,6.686,6.833,7.199,7.257,7.374,7.415,7.686,8.132,8.176,8.297,8.532,8.796,8.846,9.102,9.147,9.197,9.399,9.439,9.613,9.688,9.935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.423,0.476,0.543,0.609,0.843,1.06,1.093,1.312,1.631,1.81,2.122,2.161,2.542,2.723,2.948,3.131,3.179,3.326,3.396,3.452,3.539,3.9,3.978,4.256,4.323,4.478,4.632,5.42,5.467,5.759,5.913,5.956,6.257,6.291,6.322,6.384,6.993,7.062,7.777,8.099,8.377,8.443,8.665,8.792,8.856,9.409,9.551,9.584,9.755,9.842,9.889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,0.699,0.78,1.137,1.15,1.473,1.733,2.259,2.595,2.943,3.142,3.432,3.603,3.689,3.842,3.978,4.27,4.287,4.355,4.443,4.697,4.915,5.053,5.07,5.355,5.567,5.687,5.719,5.81,5.931,6.052,6.15,6.709,6.741,6.887,7.06,7.213,7.42,7.645,7.817,7.901,8.004,8.223,8.336,8.453,8.482,8.596,9.045,9.461,9.639,9.692,9.741,9.905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.38,0.941,1.186,1.329,1.481,1.638,1.763,1.919,2.141,2.366,2.447,2.561,2.789,2.996,3.072,3.209,3.255,3.391,3.456,3.694,3.751,3.819,3.854,4.031,4.064,4.092,4.204,4.233,4.338,4.449,4.686,4.727,4.779,4.948,5.244,5.327,6.129,6.185,6.285,6.538,6.566,6.652,6.962,7.171,7.356,7.437,7.628,7.707,7.962,8.219,8.433,8.826,8.971,9.173,9.674,9.706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.188,0.394,0.627,0.655,0.861,1.079,1.141,1.501,2.081,2.309,2.632,2.662,3.237,3.366,3.589,3.82,3.888,3.951,4.003,4.269,4.378,4.474,4.68,5.105,5.363,5.536,5.812,5.958,6.092,6.186,6.258,6.351,6.813,6.885,6.919,7.066,7.161,7.2,7.341,7.38,7.79,7.901,8.012,8.176,8.253,8.324,8.478,8.5,8.572,9.408,9.781,9.864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.382,0.76,0.896,1.016,1.171,1.265,1.349,1.396,1.664,2.099,2.291,2.368,2.765,2.951,3.241,3.648,3.807,4.2,4.248,4.444,4.571,4.726,4.842,5.085,5.215,5.26,5.308,5.339,5.4,5.614,5.737,5.857,6.116,6.466,6.629,6.69,6.784,6.855,7.119,7.177,7.551,7.775,7.874,8.082,8.228,8.472,8.586,9.061,9.207,9.339,9.37,9.862,9.959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.219,0.261,0.323,0.359,0.44,0.481,0.573,0.933,1.097,1.339,1.465,1.616,1.967,2.37,2.416,2.446,2.511,2.855,2.965,3.186,3.291,3.338,3.449,3.479,4.311,4.337,4.402,4.621,4.681,4.954,4.985,5.859,6.008,6.129,6.213,6.932,7.026,7.078,7.106,7.788,7.857,7.884,8.011,8.05,8.259,8.376,8.481,8.551,8.83,8.963,9.057,9.176,9.229,9.369,9.863,9.956,9.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.103,0.258,0.449,0.77,0.878,1.086,1.152,1.207,1.411,1.568,1.701,1.84,1.983,2.027,2.109,2.229,2.375,2.499,2.631,2.823,3.177,3.484,3.601,3.727,3.864,4.425,4.598,4.662,4.772,4.847,5.237,5.297,6.305,6.357,6.65,6.76,6.944,7.041,7.524,7.862,8.008,8.115,8.139,8.164,8.63,8.734,8.84,8.896,9.172,9.272,9.466,9.583,9.941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.055,0.133,0.199,0.3,0.635,0.738,0.914,0.962,1.333,1.393,1.538,1.607,1.653,1.707,1.85,1.921,2.031,2.727,2.951,2.979,3.663,3.705,3.912,4.076,4.274,4.413,4.658,4.804,4.856,4.978,5.04,5.096,5.329,5.565,5.6,5.672,5.723,6.214,6.304,6.354,6.504,6.635,6.707,6.735,6.96,7.051,7.414,7.484,7.654,8.098,8.434,8.555,8.768,8.834,8.93,8.968,9.957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15,0.285,0.318,0.881,1.348,1.903,2.03,2.119,2.146,2.288,2.394,2.702,3.114,3.235,3.45,3.68,4.119,4.194,4.38,4.463,4.588,5.034,5.128,5.194,5.255,5.28,5.362,5.425,5.619,5.696,5.822,6.43,6.454,6.566,6.6,6.758,6.867,6.909,7.123,7.291,7.375,7.819,7.96,7.995,8.068,8.131,8.206,8.498,8.551,8.644,8.775,8.921,9.495,9.642,9.809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.144,0.247,0.382,1.274,1.371,1.63,1.661,1.712,1.974,2.041,2.116,2.636,2.708,3.114,3.289,3.347,3.648,3.71,4.125,4.403,4.505,4.61,4.741,5.062,5.277,5.44,5.705,5.794,5.91,5.952,6.428,6.808,6.986,7.179,7.331,7.376,7.435,7.636,8.008,8.108,8.153,8.415,8.479,8.529,8.668,8.932,9.349,9.408,9.53,9.906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.093,0.15,0.321,0.715,0.891,0.959,1.082,1.114,1.346,1.362,1.546,1.605,1.7,1.742,1.841,1.867,1.949,2.035,2.291,2.359,2.691,2.808,2.942,2.998,3.042,3.132,3.205,3.306,3.39,3.712,3.74,3.826,4.292,4.347,4.379,5.026,5.169,5.205,5.263,5.432,5.478,5.735,5.866,5.99,6.126,6.448,6.747,6.943,7.235,7.4,7.468,7.744,7.935,7.978,8.027,8.124,8.202,8.255,8.687,9.076,9.137,9.262,9.644,9.755,9.795,9.858,9.95,nan,nan,nan,nan
0.052,0.551,0.602,0.726,1.041,1.129,1.29,1.442,1.635,1.789,1.87,2.678,2.914,2.956,3.3,3.378,3.677,3.745,3.778,3.846,3.899,4.73,4.843,4.967,5.01,5.542,5.735,6.023,6.185,6.344,6.382,6.536,6.771,6.835,6.937,7.445,7.595,7.682,7.732,7.898,7.963,8.218,8.67,8.989,9.153,9.237,9.309,9.51,9.556,9.653,9.685,9.759,9.972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175,0.222,0.249,0.289,0.48,0.583,0.713,0.924,1.134,1.389,1.548,1.785,1.895,1.97,2.017,2.066,2.178,2.518,2.606,2.699,2.77,2.837,3.033,3.181,3.245,3.541,3.641,3.987,4.052,4.14,4.191,4.429,4.515,4.676,4.981,5.246,5.288,5.461,5.584,5.619,5.709,5.78,6.163,6.208,6.434,6.524,6.628,6.705,6.772,6.799,6.887,7.012,7.123,7.16,7.28,7.349,7.381,7.465,7.663,7.772,7.919,8.707,8.742,8.812,8.952,9.097,9.14,9.273,9.629,9.727,9.977
0.469,0.58,1.117,1.201,1.311,1.773,1.801,1.988,2.187,2.271,2.504,2.552,2.699,2.937,3.282,3.525,3.592,3.691,3.789,4.012,4.042,4.236,4.616,4.702,4.785,4.953,4.992,5.108,5.315,5.37,5.66,5.989,6.011,6.276,6.742,7.82,8.018,8.385,8.609,8.632,9.028,9.246,9.37,9.447,9.892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.281,0.391,0.426,1.143,1.177,1.197,1.242,1.348,1.411,1.443,1.801,1.858,1.943,1.973,2.112,2.228,2.344,2.705,2.806,3.302,3.456,3.869,4.075,4.22,4.337,4.425,4.501,4.665,5.583,5.65,5.772,5.959,6.107,6.227,6.445,6.79,6.849,6.981,7.277,7.456,7.489,7.56,7.725,7.848,7.997,8.556,8.731,9.998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.207,0.455,0.58,0.969,1.034,1.63,1.815,1.871,1.911,2.069,2.25,2.42,2.638,2.839,2.916,3.241,3.277,3.695,4.009,4.603,4.662,4.924,5.0,5.354,5.653,6.017,6.149,6.222,6.271,6.356,6.422,6.649,7.334,7.41,7.459,8.455,8.72,8.778,8.829,9.008,9.115,9.648,9.804,9.824,9.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.345,0.899,0.977,1.034,1.155,1.173,1.63,1.799,1.943,2.226,2.416,2.756,2.993,3.16,3.379,3.443,3.486,3.868,4.01,4.31,4.398,4.477,4.616,4.721,4.886,5.193,5.321,5.443,5.605,5.649,5.721,5.889,6.119,6.305,6.526,6.613,6.661,6.69,7.057,7.158,7.53,7.81,7.971,8.221,8.462,8.663,8.819,9.078,9.405,9.67,9.739,9.904,9.955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.044,0.256,0.293,0.36,0.405,0.604,0.909,1.225,1.438,1.71,2.518,2.583,2.745,2.953,3.072,3.108,3.27,3.394,3.52,3.584,3.615,3.784,4.273,4.417,4.448,5.102,5.256,5.326,5.498,5.757,5.778,5.838,6.091,6.556,6.744,6.816,6.904,7.054,7.221,7.403,7.528,7.717,7.856,8.054,8.094,8.189,8.414,8.976,9.103,9.245,9.399,9.512,9.619,9.674,9.782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.438,0.545,0.682,1.47,1.752,2.085,2.582,2.931,3.185,3.503,3.59,3.934,4.03,4.151,4.228,4.486,4.63,4.7,4.853,5.097,5.233,5.448,5.535,5.798,6.748,6.844,6.884,7.004,7.103,7.208,7.612,7.786,9.03,9.603,9.664,9.756,9.809,9.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107,0.329,0.643,0.694,0.976,1.284,1.725,1.829,1.962,2.006,2.442,2.906,2.994,3.035,3.251,3.552,3.582,3.827,4.334,5.173,5.234,5.443,5.733,5.757,5.955,6.023,6.061,6.187,6.236,6.296,6.371,6.404,6.596,6.935,6.977,7.5,7.554,7.668,7.841,7.992,8.272,8.346,8.399,8.83,8.942,9.077,9.236,9.433,9.708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.132,0.354,0.668,0.719,1.001,1.309,1.75,1.854,1.987,2.031,2.467,2.931,3.019,3.06,3.276,3.577,3.607,3.852,4.359,5.198,5.259,5.468,5.758,5.782,5.98,6.048,6.086,6.212,6.261,6.321,6.396,6.429,6.621,6.96,7.002,7.525,7.579,7.693,7.866,8.017,8.297,8.371,8.424,8.855,8.967,9.102,9.261,9.458,9.733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.157,0.379,0.693,0.744,1.026,1.334,1.775,1.879,2.012,2.056,2.492,2.956,3.044,3.085,3.301,3.602,3.632,3.877,4.384,5.223,5.284,5.493,5.783,5.807,6.005,6.073,6.111,6.237,6.286,6.346,6.421,6.454,6.646,6.985,7.027,7.55,7.604,7.718,7.891,8.042,8.322,8.396,8.449,8.88,8.992,9.127,9.286,9.483,9.758,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
