0.101,0.373,0.852,0.95,1.004,1.071,1.176,1.633,1.734,2.078,2.163,2.384,2.413,2.536,2.837,3.236,3.267,3.323,3.447,3.47,3.674,3.916,3.983,4.024,4.082,4.235,4.434,4.6,4.623,4.871,4.992,5.32,5.748,5.799,6.379,6.544,6.603,6.766,6.969,7.033,7.117,7.163,7.624,7.849,8.11,8.404,8.435,8.644,8.765,8.788,8.885,9.208,9.344,9.472,9.51,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.027,0.144,0.591,0.626,0.914,1.256,1.845,1.874,1.902,1.955,2.523,3.039,3.133,3.872,4.359,4.382,4.701,4.829,4.905,5.186,5.266,5.408,5.913,6.164,6.318,6.421,6.438,6.494,6.656,6.73,6.789,6.833,7.085,7.448,7.474,7.567,7.667,7.749,7.969,8.139,8.232,8.379,8.769,8.846,9.067,9.365,9.877,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.365,0.85,0.883,0.973,1.048,1.181,1.329,1.455,1.511,1.864,1.893,2.137,2.303,2.832,2.897,3.253,3.555,3.613,3.733,3.83,4.701,4.777,4.792,4.864,4.97,5.364,5.571,5.699,6.032,6.102,6.177,6.284,6.312,6.426,6.473,6.504,7.117,8.026,8.133,8.231,8.264,8.326,8.378,8.42,8.79,8.829,8.902,9.243,9.851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.374,0.902,1.275,1.339,1.471,1.515,2.155,2.187,2.311,2.436,2.746,2.832,2.938,3.173,3.207,3.283,3.615,3.665,3.87,3.924,3.947,4.063,4.299,4.338,4.73,4.761,4.973,5.013,5.243,5.471,5.558,5.797,5.888,5.963,6.186,6.381,6.482,6.69,7.009,7.291,7.773,7.923,7.962,8.362,8.417,8.481,8.576,8.869,9.225,9.258,9.381,9.428,9.612,9.891,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.124,0.153,0.218,0.451,0.711,1.136,1.353,1.47,1.554,1.685,1.722,1.854,1.902,1.999,2.137,2.321,2.449,2.604,3.123,3.481,3.569,4.085,4.433,4.615,4.65,4.705,4.858,5.163,5.475,5.693,6.925,7.155,7.433,7.504,7.543,7.989,8.259,8.33,8.585,9.018,9.165,9.486,9.645,9.725,9.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.231,0.368,0.454,0.551,0.84,0.966,1.179,1.202,1.324,1.605,1.651,1.718,2.056,2.251,2.455,2.906,3.026,4.284,4.303,4.381,4.408,4.936,5.094,5.138,5.163,5.489,5.69,5.829,6.045,6.134,6.358,6.628,6.71,6.807,6.966,6.988,7.024,7.073,7.117,7.266,7.439,7.507,7.958,8.29,8.489,8.606,8.899,8.961,9.117,9.305,9.387,9.661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.271,0.613,0.679,0.699,0.811,0.915,1.209,1.817,2.204,2.271,2.663,2.692,2.718,2.884,3.383,3.458,3.583,3.603,3.669,4.071,4.333,4.992,5.136,5.361,5.606,5.696,5.841,6.533,6.605,6.783,6.908,7.211,7.332,7.407,7.706,7.838,8.053,8.225,8.331,8.816,9.027,9.415,9.867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.109,0.138,0.166,0.377,0.521,0.656,0.703,1.373,1.491,1.875,1.919,1.973,2.36,2.45,2.528,2.689,2.764,2.983,3.041,3.118,3.163,3.316,3.83,3.955,4.731,4.804,4.894,5.089,5.147,5.313,5.486,5.674,5.706,6.267,6.293,6.437,6.505,6.744,7.711,8.362,8.466,8.649,8.948,9.101,9.147,9.196,9.47,9.59,9.62,9.859,9.942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.076,0.232,0.94,1.356,1.521,1.828,2.154,2.896,3.045,3.432,3.875,4.025,4.465,4.888,5.142,5.629,5.94,6.294,6.487,6.809,7.015,7.235,7.301,7.381,7.624,7.815,8.261,8.543,8.732,8.848,9.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.386,0.626,0.748,0.85,0.878,1.118,1.196,1.693,1.777,1.835,2.053,2.336,2.421,2.71,2.788,2.905,3.842,4.206,4.38,4.472,4.791,4.892,4.975,5.11,5.252,5.368,5.732,5.986,6.43,6.656,6.942,7.113,7.414,7.553,7.813,7.883,8.212,8.298,8.547,8.659,8.735,9.248,9.292,9.377,9.524,9.582,9.672,9.813,9.872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.069,0.708,0.824,0.92,1.045,1.207,1.4,1.43,1.611,1.787,2.404,2.469,2.554,2.939,3.364,3.737,3.791,3.895,4.253,4.476,4.524,4.59,4.812,4.963,5.082,5.373,6.066,6.246,6.359,6.486,6.686,6.791,6.933,7.042,7.247,7.306,7.399,7.444,7.859,7.946,8.675,8.834,8.886,9.005,9.119,9.418,9.551,9.873,9.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.419,0.494,0.586,1.005,1.442,1.518,1.707,1.74,1.955,1.995,2.041,2.069,2.219,2.302,2.518,2.742,2.838,3.099,3.165,3.209,3.352,3.546,3.731,3.842,4.317,4.364,4.487,4.939,5.006,5.05,5.103,5.315,5.389,5.468,5.75,6.009,6.055,7.105,7.326,7.376,7.726,7.897,8.66,8.765,8.943,9.516,9.605,9.661,9.738,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.056,0.448,0.483,0.553,0.599,0.845,1.283,1.385,1.466,1.508,1.59,1.648,1.721,2.121,2.412,2.54,2.713,2.78,2.859,3.002,3.442,3.736,3.876,4.101,4.176,4.241,4.274,4.493,4.63,4.787,4.945,5.006,5.55,5.805,6.084,6.226,6.405,6.52,6.78,6.842,7.308,7.345,7.516,7.773,7.998,8.32,8.376,8.466,8.487,8.558,8.612,8.737,8.836,9.012,9.079,9.256,9.408,9.49,9.519,9.832,nan,nan,nan,nan
0.221,0.288,0.325,0.415,0.475,0.545,0.663,0.736,0.855,0.925,1.732,2.03,2.649,2.923,3.25,3.299,3.352,3.47,3.695,3.946,4.017,4.749,5.147,5.493,5.52,5.567,5.635,5.832,6.362,6.443,6.645,6.969,7.124,7.741,7.925,8.099,8.224,8.28,8.37,8.602,8.675,9.131,9.8,9.965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.066,0.111,0.171,0.26,1.001,1.036,1.188,1.399,1.422,1.577,1.945,1.973,2.038,2.13,2.241,2.373,2.488,2.599,2.67,2.913,3.014,3.055,3.315,3.686,3.835,4.055,4.248,4.281,4.362,4.478,4.922,5.0,5.045,5.169,5.245,5.44,5.733,5.882,6.031,6.061,6.722,6.747,6.858,7.249,7.372,7.523,7.566,7.754,7.895,8.049,8.084,8.224,8.405,8.565,8.692,8.738,8.926,9.185,9.277,9.544,9.638,9.848,9.934,9.996
0.099,0.41,0.532,0.715,0.785,0.887,1.108,1.152,2.254,2.518,2.663,2.747,2.78,3.121,3.342,3.426,3.882,4.14,4.21,4.577,4.761,4.849,4.914,4.997,5.058,5.456,5.534,5.584,5.667,5.925,5.949,6.017,6.272,6.485,6.506,6.779,6.855,7.08,7.945,8.049,8.129,8.319,8.391,8.683,8.806,9.659,9.747,9.792,9.936,9.977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.294,0.475,0.602,0.637,0.739,0.779,1.051,1.123,1.23,1.282,1.415,1.581,1.737,2.623,2.798,3.026,3.129,3.255,3.497,3.608,3.65,3.798,3.981,4.268,4.511,4.752,5.138,5.182,5.251,5.291,5.604,5.837,5.972,6.441,6.575,6.7,7.09,7.6,7.648,8.11,8.174,8.385,8.811,8.863,8.899,9.674,9.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.104,0.186,0.269,0.842,0.958,1.141,1.515,1.603,1.667,1.734,1.911,1.957,2.114,2.264,2.46,2.632,2.743,2.801,2.839,3.267,3.878,4.566,5.114,5.267,5.301,5.568,5.627,5.886,5.956,6.073,6.238,6.785,6.828,6.983,7.137,7.157,7.329,7.613,8.483,8.865,9.287,9.645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.422,0.941,1.029,1.103,1.373,1.647,1.709,1.751,1.854,2.07,2.091,2.707,3.168,3.391,3.645,3.901,4.324,4.48,4.524,5.164,5.185,5.448,5.636,5.705,5.798,6.122,6.186,6.556,6.674,6.725,7.187,7.216,7.736,7.782,7.924,8.152,8.461,8.585,8.777,9.097,9.261,9.349,9.434,9.58,9.639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.182,0.386,0.424,0.466,0.603,0.681,0.931,1.054,1.108,1.221,1.285,1.508,1.751,1.808,1.933,2.047,2.272,2.348,2.503,2.634,2.802,3.236,3.342,3.888,4.067,4.126,4.575,5.396,5.475,5.716,5.87,6.05,6.256,6.334,6.371,6.393,6.425,6.501,7.477,7.52,7.631,7.708,7.827,7.983,8.397,8.873,8.947,9.306,9.554,9.657,9.696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.18,0.258,0.282,0.646,0.756,0.796,0.9,0.983,1.154,1.199,1.464,1.507,1.547,2.206,2.289,2.541,2.619,2.683,2.734,2.959,3.03,3.069,3.124,3.274,3.344,3.443,3.514,3.714,4.169,4.411,4.487,4.539,4.771,4.822,5.132,5.171,5.241,5.865,5.909,6.622,7.003,7.052,7.08,7.181,7.348,7.603,7.964,8.014,8.086,8.583,8.784,8.848,9.12,9.406,9.455,9.584,9.767,nan,nan,nan,nan,nan,nan,nan
0.04,0.165,0.277,0.435,0.72,0.765,0.824,1.035,1.078,1.141,1.219,1.329,2.065,2.818,3.071,3.402,3.895,3.969,4.177,4.602,4.751,5.085,5.118,5.261,5.38,5.462,5.989,6.135,6.222,6.687,6.811,7.01,7.123,7.219,7.384,7.529,7.751,7.833,7.911,7.959,8.045,8.169,8.498,8.578,8.888,9.043,9.101,9.165,9.195,9.263,9.436,9.616,9.658,9.941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175,0.212,0.333,0.469,0.559,0.759,1.114,1.225,1.339,1.709,1.824,2.102,2.157,2.449,2.703,3.605,3.766,3.869,4.035,4.597,4.945,5.101,5.209,5.528,5.688,5.888,6.167,6.224,6.348,6.528,6.694,7.369,7.493,7.573,7.671,8.275,8.342,8.653,8.827,9.089,9.219,9.293,9.495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.168,0.285,0.603,0.703,1.664,1.852,2.072,2.146,2.251,2.308,2.407,2.565,2.727,2.995,3.024,3.101,3.208,3.462,3.532,3.962,4.043,4.219,4.31,4.485,4.587,4.759,5.148,5.261,5.338,5.544,5.592,5.673,5.813,6.128,6.149,6.924,7.045,7.329,7.425,7.479,7.683,7.813,7.838,7.895,8.086,8.117,8.578,8.686,8.711,8.816,8.914,8.955,9.234,9.38,9.497,9.744,nan,nan,nan,nan,nan,nan,nan,nan
0.374,0.578,0.658,0.885,1.289,1.514,1.688,2.331,2.433,2.495,2.578,2.598,3.121,3.716,3.98,4.358,4.627,5.143,5.305,5.662,5.973,6.186,6.64,6.71,6.809,6.879,6.906,7.061,7.129,7.37,7.668,7.884,7.932,9.23,9.467,9.62,9.656,9.802,9.959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.199,0.247,0.281,0.308,0.473,0.524,0.574,0.904,1.114,1.218,1.381,1.429,1.505,1.806,1.972,2.066,2.322,2.461,2.481,2.711,2.762,2.839,3.075,3.123,3.311,3.428,3.454,3.644,3.802,3.86,4.483,4.527,4.603,4.745,4.771,4.846,5.053,5.091,5.361,5.381,5.666,5.929,5.982,6.472,6.522,6.606,6.631,6.775,6.832,7.213,7.384,7.563,7.762,7.835,7.881,8.183,8.47,8.73,8.918,9.021,9.401,9.755,nan
0.095,0.22,0.572,1.033,1.071,1.236,1.386,1.563,2.242,2.416,3.278,3.46,3.587,3.797,3.919,4.067,4.223,4.284,4.464,4.6,4.821,4.857,5.025,5.104,5.344,5.713,5.743,5.886,5.955,6.007,6.079,6.364,6.484,6.682,7.09,7.238,7.39,7.525,7.547,7.716,7.751,7.88,8.232,8.3,8.506,8.761,8.857,8.911,9.005,9.112,9.188,9.273,9.704,9.758,9.912,9.941,nan,nan,nan,nan,nan,nan,nan,nan
0.088,0.24,0.564,0.615,0.914,0.965,1.073,1.292,1.68,1.741,1.966,2.099,2.308,2.465,2.786,2.839,2.866,3.011,3.118,3.325,3.537,3.775,3.874,4.08,4.244,4.539,4.756,5.299,5.491,6.266,6.354,6.802,6.879,7.06,7.12,7.314,7.574,7.69,7.72,7.828,8.207,8.488,8.518,8.547,8.609,8.94,9.348,9.382,9.407,9.516,9.75,9.926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.638,1.171,1.604,1.67,1.787,1.898,2.006,2.241,2.362,2.637,3.474,3.866,4.058,4.113,4.19,4.31,4.868,5.023,5.286,5.319,5.422,5.476,5.612,5.745,5.954,6.108,6.323,6.475,6.5,6.547,6.805,6.848,6.979,7.071,7.149,7.214,7.281,7.528,7.752,7.85,7.919,8.324,8.346,8.559,8.594,8.643,8.674,8.723,8.833,8.919,8.979,9.062,9.176,9.319,9.35,9.385,nan,nan,nan,nan,nan,nan,nan,nan
0.097,0.403,1.212,1.632,1.799,1.881,2.39,2.502,2.656,2.709,2.781,2.857,2.896,2.963,3.35,3.416,3.986,4.296,4.523,4.697,4.794,4.873,4.985,5.066,5.128,5.522,6.15,6.394,6.442,6.758,6.817,6.866,6.92,7.289,7.389,7.638,7.932,8.414,8.446,8.744,8.94,8.968,9.072,9.236,9.376,9.534,9.657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.313,0.846,1.18,1.291,1.633,2.107,2.459,2.592,2.668,3.081,3.244,3.479,3.651,3.798,4.186,4.388,4.71,5.011,5.123,5.425,5.525,5.697,5.809,6.051,6.473,6.624,6.913,7.257,7.429,7.53,8.333,8.357,8.437,8.575,8.732,9.209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.338,0.871,1.205,1.316,1.658,2.132,2.484,2.617,2.693,3.106,3.269,3.504,3.676,3.823,4.211,4.413,4.735,5.036,5.148,5.45,5.55,5.722,5.834,6.076,6.498,6.649,6.938,7.282,7.454,7.555,8.358,8.382,8.462,8.6,8.757,9.234,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.363,0.896,1.23,1.341,1.683,2.157,2.509,2.642,2.718,3.131,3.294,3.529,3.701,3.848,4.236,4.438,4.76,5.061,5.173,5.475,5.575,5.747,5.859,6.101,6.523,6.674,6.963,7.307,7.479,7.58,8.383,8.407,8.487,8.625,8.782,9.259,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.388,0.921,1.255,1.366,1.708,2.182,2.534,2.667,2.743,3.156,3.319,3.554,3.726,3.873,4.261,4.463,4.785,5.086,5.198,5.5,5.6,5.772,5.884,6.126,6.548,6.699,6.988,7.332,7.504,7.605,8.408,8.432,8.512,8.65,8.807,9.284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
