0.035,0.075,0.173,0.206,0.276,0.297,0.316,0.43,0.485,0.543,0.616,0.686,0.748,0.792,0.814,0.854,0.962,1.06,1.077,1.153,1.223,1.322,1.502,1.526,1.549,1.61,1.634,1.666,1.809,1.836,1.909,1.99,2.09,2.158,2.206,2.261,2.333,2.436,2.53,2.647,2.702,2.765,2.866,2.887,2.994,3.32,3.351,3.369,3.454,3.49,3.589,3.653,3.7,3.824,3.892,3.947,3.995,4.017,4.055,4.134,4.164,4.232,4.303,4.341,4.359,4.478,4.528,4.567,4.636,4.679,4.753,4.856,5.031,5.127,5.172,5.209,5.235,5.267,5.345,5.412,5.493,5.538,5.654,5.895,6.007,6.074,6.09,6.332,6.358,6.553,6.742,6.766,6.919,6.933,6.961,7.054,7.075,7.128,7.183,7.238,7.278,7.325,7.353,7.481,7.507,7.541,7.559,7.783,7.806,7.828,7.942,8.065,8.118,8.147,8.205,8.263,8.283,8.318,8.386,8.465,8.485,8.535,8.59,8.615,8.68,8.856,8.888,8.953,8.989,9.117,9.173,9.23,9.271,9.33,9.367,9.423,9.47,9.56,9.644,9.681,9.825,9.877,9.916,9.985,nan,nan,nan,nan,nan,nan,nan,nan
0.096,0.148,0.335,0.559,0.696,0.711,0.728,0.778,0.897,0.935,1.004,1.148,1.225,1.263,1.298,1.37,1.393,1.427,1.518,1.594,1.818,1.846,2.012,2.161,2.187,2.205,2.244,2.388,2.426,2.507,2.55,2.564,2.59,2.724,2.792,2.9,2.98,3.101,3.17,3.332,3.365,3.406,3.475,3.519,3.565,3.646,3.689,3.744,3.783,3.816,3.852,3.882,3.917,3.936,3.969,4.035,4.054,4.073,4.094,4.107,4.146,4.209,4.274,4.298,4.454,4.492,4.518,4.556,4.587,4.601,4.665,4.692,4.787,4.86,5.027,5.189,5.205,5.417,5.538,5.617,5.64,5.699,5.773,5.821,5.911,6.063,6.311,6.376,6.439,6.514,6.548,6.621,6.662,6.745,6.931,6.974,6.996,7.026,7.056,7.12,7.229,7.27,7.297,7.528,7.614,7.712,7.75,7.778,7.812,7.83,7.855,7.893,7.939,8.036,8.094,8.207,8.393,8.522,8.565,8.663,9.016,9.058,9.086,9.103,9.126,9.201,9.284,9.328,9.354,9.384,9.421,9.453,9.512,9.56,9.748,9.791,9.824,9.949,9.991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.056,0.074,0.106,0.117,0.252,0.346,0.395,0.448,0.499,0.616,0.724,0.859,1.228,1.379,1.404,1.476,1.546,1.57,1.601,1.659,1.923,1.967,1.984,2.027,2.106,2.156,2.238,2.282,2.377,2.539,2.557,2.577,2.612,2.682,2.724,2.758,2.78,2.855,2.918,3.105,3.183,3.281,3.346,3.378,3.418,3.676,3.71,3.762,3.873,3.911,3.959,4.055,4.089,4.137,4.173,4.269,4.31,4.466,4.486,4.522,4.629,4.646,4.716,4.846,4.883,5.024,5.174,5.214,5.251,5.284,5.325,5.34,5.374,5.415,5.44,5.464,5.66,5.714,5.738,5.758,5.786,5.842,5.925,5.959,6.022,6.07,6.158,6.18,6.28,6.462,6.483,6.59,6.712,6.761,6.777,6.804,6.859,6.888,6.985,7.001,7.037,7.085,7.123,7.147,7.25,7.53,7.575,7.608,7.635,7.657,7.702,7.841,7.871,7.934,7.974,8.065,8.096,8.114,8.226,8.264,8.289,8.336,8.401,8.416,8.435,8.504,8.587,8.608,8.626,8.672,8.793,9.076,9.095,9.126,9.167,9.214,9.233,9.34,9.358,9.405,9.452,9.524,9.593,9.654,9.704,9.766,9.818,9.849,9.913,9.942,nan,nan
0.029,0.05,0.106,0.156,0.215,0.313,0.392,0.437,0.682,0.744,0.774,0.817,0.84,0.971,1.081,1.094,1.128,1.222,1.296,1.329,1.443,1.478,1.556,1.598,1.743,1.827,1.943,2.08,2.147,2.187,2.259,2.335,2.358,2.442,2.464,2.499,2.562,2.598,2.747,2.786,2.819,2.891,2.919,2.948,3.028,3.07,3.201,3.369,3.425,3.626,3.642,3.682,3.702,3.742,3.79,3.906,4.059,4.102,4.13,4.19,4.227,4.27,4.322,4.408,4.443,4.476,4.51,4.566,4.625,4.752,4.79,4.818,4.911,4.934,4.963,5.02,5.051,5.147,5.357,5.419,5.508,5.563,5.593,5.625,5.652,5.673,5.691,5.732,5.798,5.852,5.91,6.096,6.181,6.291,6.374,6.426,6.488,6.514,6.609,6.634,6.918,7.048,7.134,7.213,7.278,7.321,7.44,7.575,7.604,7.683,7.76,7.833,7.881,7.986,8.265,8.316,8.343,8.486,8.587,8.606,8.705,8.877,8.956,9.048,9.072,9.095,9.124,9.216,9.245,9.522,9.58,9.621,9.672,9.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.029,0.087,0.217,0.324,0.454,0.489,0.587,0.681,0.765,0.839,0.873,0.914,0.962,1.01,1.049,1.124,1.326,1.403,1.456,1.469,1.537,1.575,1.608,1.678,1.871,1.986,2.026,2.059,2.106,2.138,2.207,2.231,2.393,2.445,2.467,2.5,2.654,2.687,2.752,2.777,2.8,2.861,2.892,2.953,2.996,3.076,3.096,3.142,3.222,3.262,3.314,3.342,3.487,3.512,3.529,3.579,3.597,3.644,3.691,3.753,3.873,3.97,4.005,4.033,4.066,4.094,4.324,4.351,4.402,4.425,4.476,4.532,4.699,4.813,4.845,4.863,4.899,4.964,5.068,5.108,5.166,5.252,5.276,5.302,5.361,5.499,5.521,5.545,5.701,5.738,5.77,5.794,5.82,5.856,5.905,6.003,6.028,6.071,6.173,6.222,6.338,6.434,6.5,6.577,6.77,6.794,6.884,6.944,7.098,7.161,7.204,7.243,7.335,7.414,7.476,7.521,7.548,7.564,7.644,7.681,7.759,7.779,7.815,7.922,8.007,8.032,8.045,8.151,8.21,8.402,8.493,8.606,8.658,8.734,8.849,8.894,9.068,9.15,9.194,9.23,9.249,9.415,9.534,9.588,9.618,9.73,9.803,9.915,9.949,nan,nan,nan
0.049,0.197,0.298,0.309,0.41,0.515,0.945,1.129,1.252,1.352,1.538,1.726,1.864,1.917,1.983,2.031,2.058,2.102,2.146,2.201,2.274,2.502,2.583,2.617,2.632,2.758,2.817,3.021,3.082,3.155,3.168,3.193,3.229,3.247,3.276,3.363,3.409,3.445,3.51,3.561,3.663,3.701,3.715,3.834,3.883,3.937,3.964,4.012,4.04,4.15,4.182,4.301,4.332,4.391,4.498,4.555,4.586,4.687,4.805,4.878,4.961,4.999,5.039,5.112,5.156,5.242,5.264,5.291,5.31,5.39,5.433,5.554,5.592,5.68,5.753,5.771,5.804,5.852,5.885,5.917,5.982,6.0,6.048,6.378,6.395,6.438,6.522,6.644,6.727,6.766,6.837,6.874,7.032,7.091,7.184,7.211,7.314,7.519,7.568,7.619,7.722,7.856,8.008,8.039,8.085,8.123,8.275,8.323,8.391,8.422,8.484,8.567,8.719,8.736,8.833,9.034,9.088,9.108,9.252,9.463,9.501,9.553,9.628,9.7,9.779,9.844,9.876,9.904,9.934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.064,0.263,0.293,0.325,0.447,0.477,0.504,0.583,0.603,0.677,0.73,0.766,0.848,0.94,0.961,1.106,1.141,1.193,1.279,1.379,1.42,1.467,1.525,1.575,1.673,1.749,1.793,1.821,1.934,1.959,1.995,2.048,2.142,2.163,2.235,2.3,2.392,2.518,2.54,2.628,2.813,2.948,3.034,3.073,3.105,3.152,3.293,3.348,3.424,3.513,3.593,3.605,3.742,3.813,3.91,3.924,3.954,3.979,4.035,4.097,4.125,4.159,4.176,4.192,4.227,4.252,4.404,4.547,4.579,4.621,4.693,4.707,4.746,4.888,4.913,5.153,5.201,5.28,5.316,5.4,5.439,5.532,5.587,5.635,5.767,5.801,5.851,5.988,6.02,6.104,6.261,6.354,6.471,6.513,6.543,6.572,6.592,6.708,6.772,6.784,6.836,6.908,7.107,7.166,7.206,7.245,7.296,7.386,7.43,7.532,7.595,7.616,7.654,7.683,7.719,7.815,7.854,7.905,7.923,7.942,8.008,8.045,8.122,8.222,8.35,8.457,8.582,8.625,8.654,8.76,8.93,8.98,9.009,9.098,9.167,9.209,9.23,9.35,9.368,9.381,9.412,9.47,9.863,9.957,nan,nan,nan,nan,nan,nan,nan,nan
0.069,0.191,0.214,0.245,0.305,0.362,0.433,0.645,0.766,0.814,0.858,0.892,0.966,1.011,1.041,1.116,1.22,1.248,1.264,1.293,1.421,1.475,1.538,1.571,1.663,1.738,1.854,1.877,1.929,1.993,2.203,2.24,2.27,2.429,2.473,2.57,2.648,2.693,2.735,2.811,2.829,2.864,2.942,3.149,3.19,3.309,3.36,3.465,3.515,3.627,3.695,3.735,3.755,3.798,3.848,4.032,4.061,4.09,4.142,4.358,4.44,4.479,4.512,4.574,4.631,4.814,4.927,4.969,5.085,5.142,5.301,5.349,5.384,5.424,5.632,5.819,5.91,5.935,6.077,6.166,6.196,6.267,6.332,6.395,6.414,6.5,6.53,6.608,6.621,6.641,6.695,6.763,6.779,6.837,6.864,6.916,6.961,7.056,7.131,7.215,7.248,7.305,7.392,7.439,7.469,7.619,7.677,7.789,7.954,8.099,8.132,8.296,8.362,8.413,8.438,8.495,8.578,8.818,8.842,8.886,8.93,9.024,9.154,9.186,9.202,9.272,9.289,9.321,9.398,9.418,9.467,9.504,9.537,9.587,9.656,9.761,9.883,9.936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.147,0.206,0.522,0.578,0.632,0.723,0.757,0.864,0.909,1.01,1.046,1.066,1.153,1.2,1.349,1.421,1.457,1.541,1.613,1.655,1.745,1.854,1.908,1.949,1.985,2.039,2.135,2.323,2.371,2.468,2.538,2.579,2.61,2.677,2.703,2.76,2.787,2.856,2.981,3.021,3.043,3.122,3.194,3.215,3.316,3.402,3.437,3.489,3.539,3.57,3.763,3.816,3.864,3.976,4.013,4.086,4.12,4.172,4.208,4.25,4.295,4.334,4.364,4.416,4.587,4.622,4.741,4.764,4.824,4.904,4.947,4.995,5.054,5.091,5.139,5.185,5.251,5.281,5.337,5.455,5.496,5.55,5.753,5.818,5.857,5.91,5.94,5.968,6.025,6.04,6.091,6.157,6.216,6.243,6.293,6.31,6.335,6.369,6.414,6.495,6.534,6.564,6.661,6.89,6.933,6.999,7.107,7.19,7.243,7.261,7.305,7.383,7.437,7.533,7.549,7.602,7.629,7.652,7.669,7.701,7.713,7.742,7.773,8.005,8.056,8.291,8.312,8.354,8.384,8.418,8.46,8.581,8.747,8.769,8.854,8.883,8.897,9.029,9.119,9.158,9.231,9.366,9.412,9.437,9.486,9.544,9.638,9.708,9.777,9.86,9.894,nan
0.054,0.086,0.121,0.15,0.303,0.365,0.402,0.447,0.507,0.545,0.592,0.619,0.749,0.841,0.871,1.015,1.047,1.086,1.209,1.296,1.356,1.388,1.505,1.536,1.558,1.678,1.843,1.936,1.988,2.014,2.149,2.171,2.33,2.389,2.492,2.525,2.566,2.765,2.794,2.942,2.964,3.003,3.07,3.096,3.225,3.268,3.491,3.583,3.647,3.712,3.791,3.862,3.945,3.977,4.065,4.152,4.33,4.418,4.443,4.633,4.674,4.752,4.807,4.904,4.961,5.128,5.237,5.293,5.327,5.362,5.495,5.551,5.584,5.614,5.681,5.704,5.738,5.808,5.874,5.9,5.988,6.029,6.084,6.176,6.205,6.439,6.625,6.713,6.772,6.839,6.991,7.091,7.186,7.221,7.34,7.408,7.464,7.654,7.672,7.761,7.789,7.874,7.929,8.001,8.328,8.387,8.468,8.521,8.589,8.656,8.702,8.79,8.821,8.897,8.984,9.09,9.13,9.149,9.179,9.239,9.29,9.404,9.432,9.45,9.473,9.595,9.636,9.702,9.744,9.771,9.83,9.863,9.893,9.966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.083,0.11,0.137,0.23,0.378,0.647,0.689,0.733,0.779,0.894,0.921,1.029,1.06,1.183,1.303,1.387,1.443,1.593,1.613,1.676,1.724,1.771,2.003,2.066,2.098,2.147,2.237,2.321,2.373,2.475,2.578,2.643,2.669,2.698,2.74,2.93,3.009,3.131,3.168,3.203,3.299,3.405,3.43,3.467,3.507,3.573,3.629,3.689,3.712,3.741,3.786,3.928,3.957,3.979,4.092,4.175,4.243,4.345,4.398,4.457,4.596,4.629,4.732,4.782,4.942,5.038,5.148,5.184,5.245,5.321,5.388,5.451,5.475,5.502,5.555,5.637,5.658,5.731,5.79,5.868,5.896,5.967,6.159,6.177,6.216,6.274,6.341,6.423,6.505,6.685,6.771,6.808,6.847,6.888,6.982,7.015,7.084,7.132,7.202,7.219,7.345,7.423,7.471,7.513,7.588,7.725,7.856,7.913,7.992,8.015,8.045,8.086,8.1,8.146,8.199,8.273,8.293,8.416,8.486,8.517,8.564,8.641,8.672,8.761,8.878,8.938,8.991,9.062,9.079,9.104,9.144,9.293,9.325,9.354,9.394,9.447,9.511,9.699,9.747,9.843,9.916,9.938,9.989,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.074,0.191,0.264,0.304,0.322,0.358,0.386,0.413,0.454,0.571,0.612,0.649,0.672,0.729,0.9,0.942,1.053,1.094,1.137,1.201,1.221,1.27,1.318,1.411,1.512,1.58,1.651,1.733,1.79,1.869,1.891,1.924,2.055,2.102,2.331,2.359,2.443,2.5,2.578,2.661,2.69,2.787,2.841,2.943,3.048,3.147,3.163,3.189,3.214,3.245,3.321,3.345,3.393,3.44,3.527,3.557,3.671,3.695,3.743,3.764,3.833,3.886,3.929,3.967,4.03,4.216,4.245,4.272,4.405,4.536,4.724,4.771,4.856,4.938,4.98,5.013,5.119,5.158,5.277,5.34,5.366,5.522,5.685,5.737,5.89,5.961,5.993,6.076,6.196,6.253,6.277,6.352,6.379,6.401,6.577,6.61,6.641,6.668,6.723,6.773,6.816,6.897,6.927,6.945,7.021,7.07,7.096,7.111,7.144,7.405,7.453,7.519,7.542,7.565,7.594,7.625,7.653,7.716,7.759,7.921,7.946,8.083,8.125,8.165,8.198,8.211,8.25,8.331,8.387,8.627,8.671,8.851,8.964,9.136,9.172,9.387,9.448,9.583,9.7,9.723,9.788,9.905,9.969,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.039,0.069,0.241,0.296,0.473,0.653,0.701,0.802,0.839,0.876,0.943,0.978,1.001,1.051,1.082,1.121,1.145,1.182,1.219,1.291,1.368,1.428,1.553,1.595,1.692,1.738,1.77,1.793,1.861,1.93,1.957,2.069,2.111,2.159,2.257,2.365,2.401,2.421,2.446,2.48,2.566,2.628,2.67,2.749,2.994,3.042,3.071,3.173,3.252,3.271,3.333,3.406,3.483,3.512,3.552,3.609,3.718,3.847,3.877,3.976,4.034,4.129,4.227,4.393,4.447,4.514,4.588,4.634,4.654,4.755,4.8,4.821,4.856,4.904,4.976,5.003,5.057,5.189,5.203,5.443,5.482,5.636,5.824,5.936,5.972,6.094,6.133,6.181,6.219,6.404,6.482,6.598,6.629,6.715,6.736,6.768,6.84,6.862,6.901,7.001,7.046,7.183,7.235,7.267,7.285,7.302,7.315,7.335,7.354,7.41,7.448,7.48,7.578,7.628,7.708,7.777,7.905,7.965,8.137,8.201,8.226,8.264,8.324,8.354,8.424,8.443,8.53,8.576,8.632,8.649,8.699,8.717,8.79,8.83,8.928,8.973,9.004,9.07,9.136,9.191,9.408,9.467,9.546,9.566,9.623,9.695,9.714,9.727,9.796,9.817,nan,nan
